communityname,racepctblack,racePctHisp,pctUrban,PctNotSpeakEnglWell,medIncome,pctWPubAsst,PctPopUnderPov,PctUnemployed,PctFam2Par,PctHousOccup,PctVacantBoarded,PctHousNoPhone,PctSameHouse85,murdPerPop,robbbPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop
Leicestertown,0.8,1.25,52.81,0.63,1.0464294131510723,4.72,4.1,5.55,82.96,95.29,3.51,0.0,64.02,9.42,9.42,29.69,0.0,310.85
Moorecity,1.78,3.36,100.0,0.52,0.1818288946500117,3.81,7.95,4.53,79.29,91.52,4.06,3.81,47.81,0.0,42.0,364.03,18.67,331.36
Alamedacity,6.72,9.09,100.0,3.41,0.7872967240160264,5.98,6.81,3.53,71.07,95.28,0.69,1.41,40.05,1.26,302.28,605.82,58.18,599.49
BeaverDamcity,0.13,1.18,0.0,0.3,-0.6440018854584021,6.03,7.18,4.22,78.36,95.9,0.0,1.69,54.6,0.0,0.0,80.3,6.69,260.97
Wallingfordtown,1.01,3.22,86.32,1.41,1.33655432477021,3.08,3.1,4.45,83.83,95.17,1.3,1.01,61.42,2.42,31.45,300.0,31.45,87.1
Fairfieldcity,3.29,0.73,100.0,0.44,0.8354937544190432,2.92,3.77,3.66,81.13,93.91,0.0,1.22,43.62,4.87,58.43,282.43,21.91,477.21
Millbraecity,1.15,11.17,100.0,4.65,1.7155314635870846,2.44,5.4,3.19,79.05,97.24,0.44,0.38,59.1,4.77,128.74,314.69,14.3,290.85
BossierCitycity,18.06,2.63,100.0,0.32,-0.6508366721659203,5.77,15.96,7.25,71.91,87.24,18.29,5.77,45.07,16.44,136.96,392.63,32.87,1073.8
Brainerdcity,0.32,0.52,0.0,0.07,-1.5856705161442377,12.54,21.03,8.38,62.29,94.78,2.8,6.43,47.17,0.0,36.6,468.52,21.96,374.06
Lancastercity,12.24,20.56,100.0,4.83,-1.0877916568465709,13.56,20.93,6.47,54.51,94.31,5.47,7.75,45.03,19.03,472.19,541.37,51.89,875.19
LakeCharlescity,41.64,1.15,100.0,0.98,-1.2038651897242516,11.65,23.57,10.56,62.74,89.85,6.17,6.39,55.31,16.47,226.41,430.86,19.21,889.17
Ashlandtown,1.9,1.97,85.86,1.22,2.325241574357766,4.0,1.92,5.21,82.36,95.56,1.4,0.59,55.14,0.0,8.0,29.69,0.0,351.8
Richlandtownship,1.11,0.33,73.08,0.49,-0.5051850106057035,4.55,7.54,5.82,84.55,96.16,1.64,1.4,63.21,0.0,0.0,105.84,21.17,536.23
Arcadiacity,0.77,10.66,100.0,6.21,1.8743813339618192,3.58,5.23,3.63,80.37,94.19,2.92,0.42,52.33,3.93,188.58,644.3,41.25,398.76
Miltontown,4.72,1.01,100.0,0.48,2.5558567051614425,3.99,3.04,4.52,86.06,97.18,1.18,0.11,69.44,0.0,56.61,181.15,0.0,200.02
Wilsoncity,46.92,0.7,0.0,0.67,-1.1265613952392175,12.92,23.52,8.28,54.55,94.01,7.81,9.5,46.94,20.24,470.48,672.84,37.94,1449.39
HighlandParkcity,2.57,4.7,100.0,2.28,4.768324298845156,1.48,2.83,2.08,88.55,96.39,0.73,0.69,63.01,0.0,22.81,110.79,3.26,374.06
Indiocity,4.03,68.13,100.0,21.27,-0.6440018854584021,11.32,21.24,9.83,70.16,82.49,6.53,7.05,42.86,32.78,363.15,1177.72,25.22,950.75
Frederickcity,12.83,2.11,100.0,0.86,0.4065519679472071,5.18,7.96,3.17,71.07,94.34,1.28,5.17,38.81,6.39,187.37,319.39,40.46,1239.22
MercerIslandcity,1.44,1.44,100.0,0.98,3.550671694555739,1.27,2.3,3.24,83.51,96.23,0.32,0.2,55.15,0.0,28.18,89.24,32.88,103.33
ForestParkcity,43.71,0.91,100.0,0.89,0.6609710110770681,4.16,5.55,5.23,75.53,94.83,0.28,0.86,55.61,5.27,195.03,142.32,47.44,326.81
Logancity,0.59,3.13,100.0,1.81,-1.1936130096629742,4.61,21.65,6.84,85.02,96.45,0.25,5.11,33.84,2.71,13.55,81.32,2.71,89.45
RockvilleCentrevillage,3.91,5.69,100.0,1.29,2.832312043365543,3.93,3.32,3.63,85.93,96.53,0.91,0.41,73.38,0.0,111.92,431.71,21.08,187.87
Mankatocity,0.69,1.05,0.0,0.96,-1.0564459109120905,7.26,25.16,5.3,73.28,95.99,1.71,2.01,35.35,0.0,28.39,340.7,9.46,374.06
NewportNewscity,33.57,2.77,100.0,0.79,-0.4680650483148715,7.74,14.04,5.93,68.16,91.72,3.83,7.26,41.39,12.16,39.24,378.05,34.82,845.63
AlexanderCitycity,28.05,0.12,0.0,0.33,-1.2339146830073062,8.59,17.07,4.75,67.29,93.11,2.35,9.17,58.85,26.29,72.29,29.69,0.0,341.75
Cranfordtownship,3.04,2.4,100.0,0.88,2.7136460051850104,1.52,2.51,2.57,86.62,97.23,0.86,0.58,70.01,0.0,25.84,193.77,4.31,103.35
Banningcity,9.5,23.22,0.0,7.18,-1.0519679472071648,18.38,16.86,10.81,65.94,89.77,3.07,6.94,41.35,21.21,237.6,844.33,178.53,895.24
LosBanoscity,2.69,35.94,0.0,7.84,-0.8003770916804148,17.34,19.4,10.21,69.37,94.12,0.34,6.2,51.15,0.0,105.4,404.95,0.0,1647.53
Glasgowcity,8.69,0.28,0.0,0.34,-1.6068819231675702,18.36,24.71,9.08,69.57,92.92,1.05,10.61,51.99,15.53,0.0,31.07,0.0,62.14
Laurinburgcity,45.0,0.67,0.0,0.7,-1.7611359886872495,20.68,29.39,12.39,46.92,92.32,1.4,12.68,51.69,7.49,209.85,337.26,104.92,936.82
Portalescity,1.84,33.32,0.0,3.83,-1.8004949328305444,15.35,34.98,9.67,65.47,89.27,1.96,16.74,41.52,23.98,15.99,87.93,0.0,295.76
Romuluscity,21.83,1.9,100.0,0.44,0.0332312043365543,12.05,12.94,9.6,65.89,95.39,7.12,4.36,59.29,12.98,216.25,1829.51,47.58,374.06
Beniciacity,5.32,7.4,100.0,1.17,2.1469479142116428,5.31,5.43,4.19,77.42,96.05,1.06,1.38,41.99,0.0,77.32,298.22,22.09,261.4
Medfordtownship,0.42,0.97,77.01,0.41,3.34586377563045,1.58,2.3,4.36,88.78,96.23,1.49,0.47,61.42,9.52,23.8,52.35,14.28,114.23
MineralWellscity,5.14,12.31,0.0,1.41,-1.4123261843035588,10.95,23.17,9.68,71.73,87.02,5.67,15.77,49.07,6.7,20.1,308.23,167.52,683.46
Alhambracity,2.0,36.08,100.0,17.72,-0.0086024039594626,11.58,14.75,6.05,71.03,95.39,2.93,2.02,41.72,3.54,366.59,941.83,38.9,544.59
NewAlbanycity,6.2,0.49,100.0,0.29,-0.8847513551732265,9.07,15.48,6.96,63.66,94.22,1.33,8.35,53.72,2.61,54.89,303.22,91.49,1280.84
Annapoliscity,33.04,1.46,100.0,0.75,0.480202686778223,6.75,12.12,5.37,54.67,92.19,14.95,4.62,47.02,11.29,567.46,403.72,178.53,1428.53
Whitewatercity,1.92,1.9,0.0,0.86,-1.3912326184303558,3.1,32.74,4.36,75.5,95.53,2.56,0.87,31.75,0.0,14.51,72.57,21.77,137.89
Greercity,26.53,0.78,100.0,0.54,-1.5781286825359415,11.2,19.85,6.47,58.64,93.45,2.03,15.46,56.9,16.62,299.15,274.22,0.0,1329.57
Millburntownship,1.2,1.67,100.0,1.23,6.108178175818996,2.17,1.94,2.25,89.7,97.2,1.51,0.17,66.9,0.0,74.04,692.79,0.0,116.35
Warwickcity,0.79,0.99,100.0,0.67,0.5120197973132218,5.3,4.84,5.44,81.43,95.15,2.23,0.95,65.58,3.5,40.83,742.03,56.0,423.52
Pepperelltown,0.79,0.98,0.0,0.45,1.5379448503417394,4.0,3.98,5.47,85.76,96.58,0.0,1.15,55.6,9.55,0.0,57.32,0.0,210.18
EastBrunswicktownship,2.23,2.86,100.0,2.02,3.220362950742399,2.69,2.27,3.86,89.38,96.92,1.05,0.23,62.42,0.0,39.67,222.6,15.43,152.07
FortSmithcity,7.68,1.42,100.0,1.44,-0.8962997878859298,5.25,13.8,5.61,74.27,89.69,1.2,10.03,48.19,5.3,82.21,518.42,30.5,690.79
Bostoncity,25.59,10.79,100.0,6.36,-0.2664388404430827,11.94,18.71,8.32,52.51,91.07,6.94,3.36,47.82,17.8,741.04,2166.64,21.08,1968.89
SouthMilwaukeecity,0.32,1.88,100.0,1.07,0.0656375206222012,4.21,5.01,4.6,76.56,97.54,0.48,1.93,61.91,0.0,39.28,122.74,88.37,122.74
Glastonburytown,0.93,2.01,70.81,0.68,3.066580249823238,2.05,2.35,2.84,86.12,96.39,0.76,0.36,58.73,0.0,3.58,53.7,3.58,53.7
Midvalecity,0.39,15.3,100.0,3.43,-1.208814518029696,9.85,20.7,7.12,62.31,93.12,3.8,7.58,41.09,0.0,129.5,412.79,40.47,493.73
Bloomingtoncity,4.03,1.64,100.0,1.31,-1.5375913268913504,4.65,31.46,6.83,67.48,95.27,1.15,3.7,23.52,0.0,15.84,253.51,7.92,815.98
MountainViewcity,5.03,16.04,100.0,7.18,1.2950742399245816,4.05,6.22,3.17,72.73,95.25,0.8,1.05,35.18,3.02,116.41,527.64,31.75,411.23
Allencity,3.25,4.37,99.17,0.61,1.935894414329484,1.82,3.09,3.09,87.51,95.51,2.53,1.93,37.73,0.0,3.61,137.19,10.83,374.06
Madisoncity,4.24,2.03,100.0,1.04,-0.2381569644119726,5.16,16.05,3.52,73.9,96.64,0.97,1.74,38.27,1.02,161.1,465.45,28.55,321.68
Athenscity,19.72,8.37,0.0,3.27,-1.4813810982795192,9.62,21.95,9.0,66.67,87.4,3.64,14.51,45.79,8.85,17.7,238.94,8.85,1300.88
LincolnParkcity,0.92,3.8,100.0,0.68,-0.094626443554089,7.2,8.53,7.78,74.68,96.98,1.19,1.94,64.78,12.29,164.72,813.77,34.42,374.06
Somersworthcity,0.73,0.91,100.0,0.92,0.1702804619373085,6.4,6.75,5.32,72.88,92.69,1.74,5.12,46.85,0.0,8.9,106.83,35.61,80.12
Ypsilanticity,25.13,1.92,100.0,0.83,-1.2045722366250295,10.86,29.47,7.5,55.26,91.74,7.53,4.9,32.43,16.85,463.39,589.77,92.68,374.06
HazelCrestvillage,51.51,3.01,100.0,0.57,1.0520857883572945,4.33,7.73,9.73,70.14,92.06,0.26,2.35,54.95,0.0,196.35,1025.38,0.0,374.06
Braintreetown,0.6,0.87,100.0,0.8,1.5664624086731087,5.13,4.1,6.7,81.9,97.74,2.55,0.32,73.34,0.0,63.12,766.03,14.35,421.75
Dovercity,1.37,0.23,0.0,0.08,-0.4422578364364836,6.14,7.46,6.74,78.63,95.74,2.03,4.66,60.16,0.0,24.87,116.08,0.0,66.33
CollegeParkcity,74.45,1.98,100.0,2.55,-1.0896771152486449,8.97,23.37,8.29,43.05,80.03,3.03,9.51,33.88,34.88,880.79,2457.56,0.0,1874.95
Elizabethcity,19.85,39.14,100.0,17.17,-0.4489747819938722,11.45,16.12,9.91,63.73,94.64,4.74,8.53,55.21,15.91,821.72,2016.86,21.53,1311.2
Smyrnatown,6.75,1.12,0.0,0.07,-0.0337025689370728,6.55,10.96,5.03,71.82,91.04,1.47,7.96,36.34,0.0,110.96,140.16,29.2,292.0
Clarksvillecity,20.9,3.86,100.0,0.6,-0.7188310157907141,6.28,13.3,6.29,77.87,92.04,2.41,5.6,35.59,1.07,119.71,150.71,0.0,1130.86
Ramseycity,0.13,0.57,100.0,0.23,1.7275512609003063,3.12,2.04,4.97,90.82,98.53,1.85,0.14,62.52,12.62,12.62,208.23,12.62,374.06
Patersoncity,36.01,40.96,100.0,14.47,-0.5280461937308508,13.05,18.54,11.04,55.05,95.25,5.75,11.33,54.62,16.55,783.41,1311.44,81.29,1571.14
Dovercity,30.92,2.82,100.0,0.78,-0.0156728729672401,7.13,12.45,4.07,65.66,94.42,2.05,3.61,40.15,0.0,267.21,260.36,37.68,887.29
Ankenycity,0.39,0.59,0.0,0.12,0.6058213528164035,2.49,5.63,2.07,84.14,96.75,0.44,0.87,42.6,0.0,4.69,46.94,21.08,65.71
SomersPointcity,4.07,2.79,100.0,0.67,0.041480084845628,2.5,6.25,3.44,70.22,86.68,0.55,1.74,51.97,8.66,51.95,129.87,8.66,207.79
Orindacity,0.83,2.42,100.0,0.79,5.8363186424699505,2.55,2.36,2.98,89.79,97.37,1.18,0.0,64.99,0.0,34.28,40.0,11.43,51.42
Sheffieldcity,23.65,0.38,100.0,0.51,-1.3324298845156728,11.17,20.96,7.43,65.54,91.87,2.35,8.74,63.41,19.31,9.65,164.09,9.65,241.31
Fontanacity,8.7,36.1,100.0,6.43,0.4851520150836672,10.11,11.4,7.37,74.6,89.8,1.9,5.61,31.61,13.43,415.32,1389.82,40.28,1333.23
Sunnysidecity,0.29,57.15,0.0,13.84,-1.3019090266320998,16.5,27.93,14.88,65.29,96.14,6.52,10.73,49.38,0.0,84.5,752.8,38.41,944.85
SpanishForkcity,0.01,2.19,0.0,0.66,-0.2849399010134339,4.31,7.55,6.41,86.82,96.79,5.56,3.47,60.85,0.0,14.47,86.79,7.23,108.49
AuburnHillscity,9.61,2.9,100.0,1.16,0.3987744520386519,6.11,7.38,4.18,69.34,91.29,2.27,2.23,39.73,0.0,105.32,468.69,26.33,374.06
Douglascity,44.43,0.76,0.0,0.17,-1.4615837850577422,18.58,26.24,8.71,52.31,90.31,0.49,16.75,52.0,25.61,162.17,529.19,34.14,1724.14
Germantownvillage,0.42,0.56,100.0,0.56,1.4193966533113362,1.67,2.3,2.6,86.32,96.69,0.0,0.12,50.79,0.0,30.56,55.01,61.12,61.12
Irmotown,10.93,0.66,100.0,0.46,1.277398067405138,2.38,2.34,2.94,86.9,96.76,0.81,0.95,41.81,0.0,54.58,109.15,0.0,179.32
Mitchellcity,0.16,0.26,0.0,0.27,-1.3310157907141174,7.67,14.51,4.67,78.07,93.68,1.04,7.08,54.57,0.0,7.1,134.9,28.4,198.79
AppleValleycity,0.91,1.01,100.0,0.51,2.1847749234032525,2.3,3.49,3.49,86.28,96.59,0.51,0.31,44.48,0.0,14.94,114.54,42.33,374.06
Roseburgcity,0.22,2.79,0.0,0.87,-0.906905491397596,6.66,14.7,7.28,68.05,95.72,3.97,7.13,38.51,5.57,166.97,328.38,83.49,322.81
Crestwoodcity,0.55,0.91,100.0,0.86,1.1177233089794956,1.94,3.36,4.23,86.31,98.19,1.2,0.35,73.14,0.0,62.16,168.72,35.52,124.32
HasbrouckHeightsborough,0.81,4.22,100.0,1.57,1.559156257365072,2.59,2.51,4.58,87.07,96.74,0.0,0.53,70.63,0.0,67.91,492.32,8.49,84.88
LaGrandecity,0.75,2.11,0.0,0.52,-1.1929059627621963,7.78,18.98,7.41,71.96,94.34,1.8,6.95,42.63,15.47,23.2,154.68,23.2,170.15
Kaukaunacity,0.06,0.47,100.0,0.96,-0.0822531227904784,5.85,7.67,5.09,81.39,98.0,0.0,1.6,63.66,0.0,16.66,74.96,0.0,74.96
Bellevuecity,2.23,2.52,100.0,2.74,1.4563987744520386,2.87,5.58,3.03,79.33,95.53,0.36,0.76,44.2,2.34,86.42,325.84,47.88,223.06
RiverFallscity,0.63,0.67,0.0,1.06,-0.1067640820174404,6.35,14.69,6.32,74.67,97.19,0.0,1.73,33.16,0.0,0.0,232.5,25.83,103.33
Milwaukiecity,0.64,2.05,100.0,0.75,-0.2059863304265849,4.55,8.35,4.6,71.39,96.7,1.48,2.09,50.8,4.81,115.53,645.07,24.07,245.51
Clemsoncity,12.22,1.02,0.0,0.9,-1.0813103935894417,1.35,28.65,5.77,79.98,95.42,0.0,5.06,36.22,0.0,26.92,224.36,0.0,358.97
Marlboroughcity,1.8,4.21,100.0,2.83,1.1635635163799198,4.82,5.65,6.16,77.35,93.28,1.26,2.01,54.44,0.0,2.99,200.25,2.99,505.1
Greenbeltcity,19.36,3.83,100.0,2.32,0.8855762432241339,2.09,9.61,3.76,67.54,94.05,0.0,1.04,30.98,4.79,215.73,958.82,21.08,551.32
Stantoncity,2.27,33.48,100.0,15.14,0.2269620551496582,8.22,13.62,8.43,70.11,95.83,0.89,3.49,41.64,13.21,412.68,1224.83,112.25,997.03
Florencetownship,7.02,1.67,85.47,1.09,0.7451095922696206,4.44,6.77,4.46,76.59,95.81,1.82,3.46,64.61,0.0,95.17,295.04,9.52,295.04
Harrisonburgcity,6.57,1.57,0.0,0.97,-0.7222484091444733,5.54,21.46,4.6,70.48,94.59,1.02,6.02,32.52,2.98,50.59,130.95,26.78,151.78
Trumbulltown,1.27,1.76,100.0,1.07,3.44013669573415,2.19,1.98,4.41,90.39,97.73,1.19,0.18,71.55,0.0,40.0,846.13,0.0,64.61
BatonRougecity,43.89,1.57,100.0,0.78,-1.1245580956870138,9.88,26.17,9.35,58.08,85.82,13.02,5.96,51.53,32.31,814.75,1749.14,68.99,2758.9
RollingMeadowscity,1.6,11.16,100.0,6.27,1.6878387933066226,2.04,3.26,2.81,81.5,95.96,0.0,0.91,53.62,0.0,26.11,230.64,13.05,374.06
Watertowncity,0.07,0.28,0.0,0.51,-1.2768088616544897,4.84,13.44,5.53,78.98,92.29,0.34,4.54,49.23,0.0,21.91,125.99,10.96,158.85
Springfieldcity,30.21,0.49,0.0,0.18,-1.154371906669809,13.21,19.55,6.1,61.31,93.66,4.18,11.48,49.14,7.02,154.47,154.47,0.0,1390.25
Marquettecity,2.83,0.59,0.0,0.51,-0.8338439783172283,7.84,16.57,7.2,69.74,96.67,2.19,2.48,43.99,0.0,13.44,116.49,8.96,374.06
Miamitownship,1.09,0.5,82.6,0.35,1.3067405137874146,2.95,4.3,3.02,87.41,96.49,2.87,1.03,52.36,4.32,17.27,73.41,30.23,133.87
CentralFallscity,4.22,29.02,100.0,14.53,-1.5111949092623145,16.66,22.33,9.85,55.94,90.54,3.03,13.13,49.05,26.48,158.91,1516.26,0.0,1483.15
Reedleycity,0.39,58.24,0.0,18.35,-0.8617723308979496,14.48,22.42,15.46,72.71,96.91,2.04,6.82,45.21,11.79,82.51,719.04,17.68,724.94
HotSpringscity,15.46,1.34,0.0,1.02,-1.8539948149893943,9.5,24.92,6.68,63.82,82.59,1.96,10.9,51.84,13.85,429.43,637.23,41.56,872.72
MapleShadetownship,5.61,2.24,100.0,0.73,0.1784115012962526,2.75,2.77,4.89,75.67,93.41,3.01,1.46,54.08,0.0,45.77,986.57,81.37,300.04
Huntsvillecity,26.72,13.0,0.0,2.32,-1.5985152015083668,8.53,30.0,8.13,64.91,85.96,2.1,10.77,30.03,23.7,165.88,226.81,3.39,744.75
Vidorcity,0.0,2.3,0.0,0.34,-0.8099222248409145,7.34,15.12,6.4,76.93,91.48,4.37,7.97,57.51,17.29,60.51,242.03,25.93,267.96
Marshallcity,0.47,1.35,0.0,0.6,-0.7128211171341032,6.48,13.02,4.37,79.91,94.69,0.8,2.99,43.35,0.0,24.38,154.42,16.25,374.06
Hobbscity,7.45,30.13,0.0,3.79,-1.0174404902191845,9.37,24.8,7.58,73.05,83.09,6.24,15.9,49.95,13.22,99.11,185.01,9.91,1318.22
SanMarinocity,0.25,5.05,100.0,5.21,8.08814518029696,1.1,3.88,2.81,89.99,96.37,0.0,0.19,64.62,0.0,125.22,110.49,29.46,198.88
Auburncity,0.48,0.54,97.28,1.1,-0.4652368607117605,8.12,10.91,6.69,71.75,91.75,1.75,5.28,52.59,0.0,34.21,119.75,12.83,72.71
Salemcity,4.48,0.47,100.0,0.39,-0.2821117134103229,3.32,5.16,2.39,76.78,95.34,0.67,2.78,51.52,4.09,36.79,94.03,36.79,102.2
FortMadisoncity,4.86,4.75,0.0,0.78,-1.1009898656610888,7.36,12.84,7.52,70.42,87.92,3.97,6.86,55.42,0.0,8.03,136.47,21.08,88.3
Inglewoodcity,51.88,38.55,100.0,14.03,-0.1838321942022154,11.32,16.47,10.0,57.06,93.26,3.1,4.42,45.42,40.67,1172.43,2069.81,54.23,2078.85
Crawfordsvillecity,1.27,0.68,0.0,0.07,-0.9763139288239452,7.18,14.9,5.83,73.71,94.15,0.58,7.25,48.81,6.95,20.84,152.86,41.69,62.53
Nilescity,1.96,0.63,100.0,0.55,-0.6945557388640113,7.84,12.66,7.01,73.85,95.15,2.32,3.98,63.0,0.0,60.38,385.47,0.0,427.27
SouthPasadenacity,3.11,13.42,100.0,4.34,1.3671930238039125,3.39,5.0,2.55,74.48,95.46,2.05,0.38,48.73,0.0,228.33,969.4,178.53,348.5
Kinstoncity,57.78,0.47,0.0,0.04,-1.554089087909498,15.04,25.16,8.17,49.17,92.25,2.98,13.59,56.75,19.48,393.41,416.78,81.8,1336.03
GreenBaycity,0.47,1.1,100.0,1.35,-0.5504360122554797,8.46,13.39,5.42,73.03,96.62,0.6,2.71,51.17,1.93,44.43,230.84,8.69,435.6
Ellensburgcity,1.0,2.81,0.0,1.49,-2.001531934951685,5.39,33.88,8.07,66.28,95.41,2.61,2.78,25.5,0.0,14.58,189.5,7.29,196.79
Tulsacity,13.57,2.6,100.0,0.88,-0.6755833136931416,5.85,14.99,6.09,68.73,88.22,11.02,7.03,46.2,14.32,303.06,1179.1,66.02,1304.78
Piscatawaytownship,17.62,5.9,100.0,3.15,2.240160263964176,3.42,2.88,4.6,84.69,96.28,1.11,0.83,52.62,0.0,89.68,232.36,6.11,313.89
Everettcity,3.17,3.84,100.0,3.18,-0.0771859533349045,8.59,9.6,7.59,69.68,94.24,0.9,1.67,63.89,2.91,163.15,1220.68,0.0,1678.08
Hudsontown,0.86,2.7,95.07,4.32,1.6203158142823475,4.3,3.61,5.46,84.2,95.17,0.93,2.25,63.05,0.0,0.0,100.75,0.0,151.13
PortOrangecity,1.0,1.95,100.0,0.62,-0.5855526749941079,3.15,8.22,4.54,78.23,87.93,0.49,2.2,41.21,0.0,19.93,151.99,2.49,184.39
Herndontown,9.65,9.59,100.0,4.43,2.6395239217534763,1.71,3.19,2.42,82.29,94.12,2.35,1.56,31.02,0.0,55.5,116.55,11.1,127.65
Gillettecity,0.18,3.16,0.0,0.4,0.4820881451802969,3.94,9.69,5.31,78.42,88.17,1.19,4.44,40.09,0.0,15.86,142.72,95.15,375.3
Manchestercity,0.97,2.13,100.0,1.7,0.0553853405609238,5.86,8.99,7.07,71.67,90.93,2.11,5.81,49.01,5.09,142.65,456.47,28.53,223.14
BethelParkborough,1.04,0.49,100.0,0.33,1.144001885458402,1.75,3.81,3.78,88.95,97.65,0.98,0.41,67.85,0.0,23.29,218.39,5.82,58.24
Aberdeentown,24.9,2.45,0.0,0.62,-0.1647419278812161,8.4,10.66,5.96,64.15,95.91,3.76,7.84,51.62,0.0,118.05,228.71,29.51,1032.91
Amesburytown,0.69,0.64,4.89,0.55,0.7598397360358237,6.68,6.25,8.27,75.54,92.09,0.21,2.65,54.28,0.0,0.0,270.75,0.0,566.68
PoplarBluffcity,8.45,0.82,0.0,0.58,-1.9529813810982797,18.17,26.82,8.52,63.66,90.61,4.23,11.42,48.52,11.44,108.71,343.29,108.71,457.72
Uxbridgetown,0.35,0.57,60.25,0.1,1.0155550318171105,6.44,5.87,6.65,84.73,95.21,2.63,1.4,58.35,0.0,9.22,36.87,0.0,645.16
Westminstercity,5.52,1.06,0.0,0.29,-0.0168512844685364,4.47,8.51,3.73,66.31,94.72,0.35,2.3,37.53,20.53,129.99,253.15,88.94,485.77
Northboroughtown,0.75,1.08,80.58,1.07,3.1253829837379214,3.27,2.82,4.57,88.0,97.08,0.82,0.22,60.61,0.0,8.05,104.61,8.05,209.22
Springdalecity,13.64,1.07,100.0,1.07,0.7880037709168042,3.6,4.01,3.59,76.31,95.71,0.53,0.71,50.89,0.0,149.83,383.93,9.36,280.93
Garnertown,17.59,0.79,100.0,0.29,0.6549611124204572,2.81,4.63,2.87,78.04,96.47,0.47,1.32,49.25,0.0,80.38,206.68,45.93,281.32
PalosVerdesEstatescity,1.15,2.95,100.0,2.96,8.234621729908083,1.87,2.25,3.56,91.21,96.39,1.62,0.0,66.45,0.0,0.0,85.63,14.27,99.9
Williamsportcity,6.71,0.77,100.0,0.43,-1.3140466650954514,12.82,21.12,9.51,61.82,94.46,3.39,6.67,51.44,6.27,150.44,206.86,43.88,316.55
Poquosoncity,0.76,0.87,100.0,0.26,1.38993636577893,1.54,2.84,2.91,85.31,96.89,3.31,1.51,53.05,0.0,8.47,42.37,16.95,355.9
Muskegocity,0.08,0.86,100.0,0.66,1.7296724016026397,2.92,2.66,2.93,89.16,96.6,1.02,0.07,58.45,0.0,0.0,49.67,4.97,29.8
Goldencity,0.99,4.93,100.0,0.4,-0.2759839736035823,3.47,11.52,5.14,72.4,92.39,1.35,3.22,37.97,0.0,20.93,334.94,83.73,286.09
Coppellcity,2.29,5.97,0.0,1.34,3.225783643648362,0.64,2.51,2.28,87.34,93.64,0.74,0.73,28.76,8.04,4.02,40.2,8.04,44.22
GrossePointeWoodscity,0.07,0.7,100.0,0.74,2.8536412915390055,2.04,1.74,2.21,87.48,98.34,0.0,0.32,70.61,0.0,56.67,175.69,0.0,374.06
Pomonacity,14.43,51.27,100.0,17.57,0.081428234739571,13.01,18.43,9.08,71.83,94.74,4.15,5.64,40.16,27.66,688.14,1272.54,178.53,1627.33
Manitowoccity,0.22,1.15,0.0,1.48,-0.8530520857883573,8.02,10.65,5.79,78.34,95.75,1.37,3.01,60.66,3.0,9.0,272.93,18.0,110.97
Roswellcity,2.56,36.49,0.0,4.14,-1.1278576478906437,10.49,21.62,6.51,69.39,88.78,5.52,11.34,49.94,18.64,64.2,182.26,49.71,816.02
GreenOaktownship,2.7,0.89,0.0,0.7,1.883101579071412,2.9,2.87,4.31,87.19,91.45,1.65,0.67,51.69,0.0,8.39,142.59,25.16,374.06
Eastontown,1.7,0.62,74.01,0.6,2.263257129389583,4.01,4.0,4.71,86.33,95.95,1.1,1.24,61.57,0.0,52.69,426.31,0.0,138.91
Hermistoncity,0.88,14.69,0.0,5.88,-1.2687956634456752,9.49,19.76,10.06,65.8,93.99,1.21,9.53,41.64,0.0,26.66,355.46,8.89,177.73
Carrborotown,16.71,1.72,100.0,1.89,-1.3719066698090974,2.95,29.43,4.87,64.9,92.29,0.85,3.19,16.96,14.28,221.33,271.31,0.0,585.46
ElkGroveVillagevillage,0.79,3.57,100.0,1.93,2.053028517558331,2.26,2.72,2.48,87.89,96.67,0.72,0.21,55.45,0.0,28.8,259.19,48.96,374.06
LittleRockcity,33.98,0.76,100.0,0.54,-0.5364129153900542,5.67,14.62,5.26,64.44,89.6,9.25,5.86,48.8,37.61,628.25,1150.86,96.23,2758.9
Thomasvillecity,52.56,0.49,0.0,0.3,-1.3070940372378037,14.9,25.98,6.6,54.99,90.45,1.55,11.45,49.27,15.98,218.39,383.51,53.27,591.24
GrandJunctioncity,0.82,11.11,100.0,1.14,-1.4611124204572237,9.59,21.65,8.53,61.04,93.52,2.93,6.53,36.2,12.29,67.59,273.44,58.38,577.61
Beltoncity,8.68,22.15,100.0,2.95,-1.519208107471129,9.66,25.98,8.72,70.32,90.37,3.12,15.42,45.78,0.0,70.4,147.85,7.04,288.65
Gallupcity,1.16,34.68,0.0,3.78,-0.5678765024746641,8.48,22.96,5.77,65.57,92.51,4.18,14.59,47.74,24.58,236.01,653.95,59.0,1607.83
NiagaraFallscity,15.58,1.2,100.0,0.94,-1.2726844213999529,12.73,18.64,10.83,58.52,90.69,11.44,7.0,63.29,4.97,342.68,816.14,21.08,736.68
Lakewoodtownship,14.11,10.32,97.87,2.97,-0.2627857647890643,7.14,16.09,7.29,76.48,91.41,2.28,3.55,57.34,6.47,271.59,448.34,84.06,581.98
Menashacity,0.03,0.96,100.0,0.94,-0.4922224840914447,7.57,9.92,4.43,74.45,96.97,1.08,2.97,55.51,0.0,0.0,89.27,6.38,44.64
