Community,Min-Max Value,Min-Max Rank,Z-score Value,Z-score Rank,Rank Difference
Seguincity,0.7281239496719323,1696.0,-0.3674362841825026,1696.0,0.0
UniversalCitycity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
SierraVistacity,0.9673357104236382,323.0,0.8089229997678273,323.0,0.0
MyrtleBeachcity,0.47645073139366656,2031.0,-1.6050766322697123,2031.0,0.0
Hawthornecity,0.07946690827256651,2180.0,-3.557303414260285,2180.0,0.0
Savannahcity,0.6471774488170565,1849.0,-0.7655026981610525,1849.0,0.0
Pennsvilletownship,0.9742733556429103,262.0,0.8430398982714729,262.0,0.0
Melvindalecity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
EdenPrairiecity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Greenvillecity,0.4315113033566658,2064.0,-1.8260729295279214,2064.0,0.0
KeyWestcity,0.4511770980988148,2051.0,-1.7293634694725653,2051.0,0.0
SanJacintocity,0.7815865616460376,1565.0,-0.1045259668037013,1565.0,0.0
Greenwichtown,0.9888245093597929,97.0,0.9145973531108718,97.0,0.0
Sacramentocity,0.536478350455203,1972.0,-1.309881919624429,1972.0,0.0
Lakelandcity,0.45140360362993376,2050.0,-1.7282495949558583,2050.0,0.0
Scrantoncity,0.9025514752086041,829.0,0.49033692227170345,829.0,0.0
Centertownship,0.9811598544519295,171.0,0.8769052767229584,171.0,0.0
Joplincity,0.8162346012771988,1447.0,0.06586090281639853,1447.0,0.0
Sparkscity,0.8282941941517733,1402.0,0.12516573797202432,1402.0,0.0
Colliervilletown,0.9784637079686106,204.0,0.8636465768305462,204.0,0.0
CityofOrangetownship,0.06023220470254704,2185.0,-3.6518929195902965,2185.0,0.0
SouthGatecity,0.6068631175929038,1893.0,-0.9637543964168314,1893.0,0.0
FortWorthcity,0.4540266838128918,2047.0,-1.7153502094236743,2047.0,0.0
Slidellcity,0.6603732226622436,1824.0,-0.7006105247038821,1824.0,0.0
Scottsborocity,0.8714471511449489,994.0,0.3373767991226595,994.0,0.0
Yanktoncity,0.9388617731729771,567.0,0.6688981935869905,567.0,0.0
Miramarcity,0.736446201283044,1682.0,-0.326510378552538,1682.0,0.0
Oceantownship,0.9243033128260583,677.0,0.5973048073115682,677.0,0.0
Harvardtown,0.9999999999999999,12.0,0.9695544845077391,12.0,0.0
Okmulgeecity,0.644134237407023,1852.0,-0.7804681412645471,1852.0,0.0
NewportBeachcity,0.8664567228302962,1241.0,0.31283562831908984,1241.0,0.0
Martinezcity,0.887810349110783,906.0,0.41784525009571194,906.0,0.0
Prattvillecity,0.5676265142990748,1933.0,-1.156706207859248,1933.0,0.0
Montclairtownship,0.8218935862401543,1426.0,0.09368980001605474,1426.0,0.0
Hollandcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
UpperArlingtoncity,0.956503631395128,429.0,0.7556546458640323,429.0,0.0
Hopkinsvillecity,0.6868086101328345,1781.0,-0.5706105891734049,1781.0,0.0
Glendoracity,0.9001695138168373,847.0,0.4786232741282718,847.0,0.0
GreenRivercity,0.951272084289284,475.0,0.7299277376717098,475.0,0.0
Sumptertownship,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Bellinghamtown,0.934002864198974,596.0,0.6450037886318307,596.0,0.0
FortDodgecity,0.7448561324545893,1659.0,-0.285153295690299,1659.0,0.0
MountOlivetownship,0.9399723809384635,557.0,0.6743597718624555,557.0,0.0
Hanoverborough,0.9590755651678332,400.0,0.7683025113440566,400.0,0.0
Nicevillecity,0.9381530300594759,573.5,0.6654128442927792,573.5,0.0
Westlakecity,0.9851565810816734,132.0,0.896559772227428,132.0,0.0
Palatkacity,0.03968961435606664,2189.0,-3.7529141519683886,2189.0,0.0
Glendalecity,0.8596944367318904,1271.0,0.2795810842799914,1271.0,0.0
Massilloncity,0.9114399906475134,762.0,0.5340475141934351,762.0,0.0
Wenatcheecity,0.8305884759831069,1389.0,0.13644820888318193,1389.0,0.0
Roxburytownship,0.96993321740147,298.0,0.8216966252739316,298.0,0.0
Artesiacity,0.4085502184682381,2081.0,-1.9389874672295588,2081.0,0.0
Cudahycity,0.9285411582469933,652.0,0.6181450402047907,652.0,0.0
Urbanacity,0.9058211921497566,802.0,0.5064162398919053,802.0,0.0
Burlingtoncity,0.8005728397948297,1505.0,-0.011158130298465293,1505.0,0.0
Hendersoncity,0.9093393345121361,779.0,0.5237172263368811,779.0,0.0
Champlincity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Highlandcity,0.6862606128801273,1784.0,-0.5733054468751146,1784.0,0.0
Hyattsvillecity,0.7508146892490244,1648.0,-0.25585120961370905,1648.0,0.0
SouthBendcity,0.6085509491312416,1888.0,-0.9554542346955656,1888.0,0.0
Stuartcity,0.6077070333620727,1891.0,-0.9596043155561984,1891.0,0.0
LighthousePointcity,0.9426758340518184,539.0,0.6876544031908896,539.0,0.0
Southgatecity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Orangetown,0.957289094124008,422.0,0.7595172752364823,422.0,0.0
Moorestowntownship,0.9414738934108808,548.0,0.6817436819651397,548.0,0.0
Rialtocity,0.503477955897181,2004.0,-1.4721662504213886,2004.0,0.0
Gastoniacity,0.46480761643114965,2038.0,-1.6623333755720382,2038.0,0.0
Irvingtontownship,0.12254314565036323,2173.0,-3.3454696331878884,2173.0,0.0
Hobokencity,0.7257675614852916,1699.0,-0.3790241722998545,1699.0,0.0
Harlingencity,0.7308493226753956,1691.0,-0.3540338585459995,1691.0,0.0
ColonialHeightscity,0.9221442036503923,692.0,0.5866870679668321,692.0,0.0
Oneidacity,0.9654579065043619,345.0,0.7996886207099689,345.0,0.0
Charlottesvilledistrict,0.7523673481316945,1644.0,-0.24821577945886483,1644.0,0.0
Clarksvilletown,0.9257098391080066,670.0,0.6042216087459571,670.0,0.0
Clintontown,0.8249039178150253,1416.5,0.10849355165744647,1416.5,0.0
Chesterfieldcity,0.96884818284111,311.0,0.8163608070245467,311.0,0.0
Sayrevilleborough,0.904082214201166,816.0,0.49786455811847935,816.0,0.0
Genevacity,0.7642223553652584,1608.0,-0.18991702451187725,1608.0,0.0
RoanokeRapidscity,0.7760042962984611,1582.0,-0.1319775839251181,1582.0,0.0
Dumascity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Winchestertown,0.9887879762096126,98.0,0.914417695930758,98.0,0.0
WisconsinRapidscity,0.9111111922958892,766.0,0.5324305995724099,766.0,0.0
Longviewcity,0.8837295962356241,926.0,0.39777754307698,926.0,0.0
Bellmawrborough,0.9783139220528707,207.0,0.8629099823920792,207.0,0.0
ParadiseValleytown,0.9567009104061024,426.0,0.7566247946366478,426.0,0.0
Lodicity,0.5710642837310576,1923.0,-1.1398004672105222,1923.0,0.0
Troycity,0.9846012771989302,136.0,0.8938289830896955,136.0,0.0
Stoughtontown,0.9112207917464306,765.0,0.5329695711127513,765.0,0.0
Holmdeltownship,0.9715735558445733,283.0,0.8297632326610499,283.0,0.0
NorthPlainfieldborough,0.8458045330332743,1325.0,0.21127542440065555,1325.0,0.0
Beltoncity,0.934393768905905,595.0,0.6469261204590497,595.0,0.0
Warrensburgcity,0.9317305022577484,619.5,0.6338291120287406,619.5,0.0
Richmondcity,0.9463291490698659,514.0,0.7056201212022878,514.0,0.0
Merrillvilletown,0.8520736216042435,1300.0,0.24210459650821456,1300.0,0.0
Yeadonborough,0.8782350104484808,961.0,0.3707571031878372,961.0,0.0
BellefontaineNeighborscity,0.883799009220967,924.0,0.3981188917191967,924.0,0.0
Stoningtontown,0.9905598339933654,85.0,0.9231310691662858,85.0,0.0
SanFranciscocity,0.3466374888573892,2113.0,-2.243452490368724,2113.0,0.0
Covinacity,0.7571239642851924,1627.0,-0.22482441460802363,1627.0,0.0
Corvalliscity,0.9271894316903156,661.0,0.6114977245405729,661.0,0.0
SantaFeSpringscity,0.24461866697841614,2150.0,-2.7451451658370187,2150.0,0.0
Farmingtoncity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Winslowtownship,0.8273041457818824,1407.0,0.12029702839093537,1407.0,0.0
Meridentown,0.8866230217299176,911.0,0.4120063917420075,911.0,0.0
SantaMonicacity,0.4044840788531513,2084.0,-1.9589833113762454,2084.0,0.0
Simsburytown,0.9999999999999999,12.0,0.9695544845077391,12.0,0.0
Biddefordcity,0.9489083894726075,497.0,0.7183039181183356,497.0,0.0
Oconomowoccity,0.9463620289050283,513.0,0.7057818126643906,513.0,0.0
PalmBaycity,0.7876218380558517,1549.0,-0.07484660064887236,1549.0,0.0
Greshamcity,0.8827760810159136,933.0,0.3930884906760049,933.0,0.0
Eriecity,0.7262863322178543,1697.0,-0.3764730403422363,1697.0,0.0
Provocity,0.9501943563589599,486.0,0.7246278508583469,486.0,0.0
Lewistoncity,0.8712133389837938,1220.0,0.33622699316993027,1220.0,0.0
GrandRapidscity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
VanWertcity,0.8369014043342928,1367.0,0.16749296960687837,1367.0,0.0
NortonShorescity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Ithacacity,0.8789948999722347,955.0,0.3744939725342079,955.0,0.0
Jacksonvillecity,0.8130233373763351,1457.0,0.05006903668437959,1457.0,0.0
Vermilioncity,0.9823106486826145,162.0,0.8825644778965489,162.0,0.0
PembrokePinescity,0.8962056670222559,869.0,0.45913047008590496,869.0,0.0
Westervillecity,0.9630101854422702,361.0,0.7876515896423324,361.0,0.0
NorthAdamscity,0.7990713273224123,1511.0,-0.018542040401150175,1511.0,0.0
Wallingtonborough,0.9905854071984919,84.0,0.923256829192366,84.0,0.0
Mequoncity,0.9999999999999999,12.0,0.9695544845077391,12.0,0.0
Cumberlandcity,0.5981426546448246,1898.0,-1.006638565310039,1898.0,0.0
CottageGrovecity,0.9364140521108852,580.0,0.6568611625193533,580.0,0.0
Berkeleycity,0.6969319460478437,1758.0,-0.5208275845638205,1758.0,0.0
Kingstoncity,0.8860165714369218,917.0,0.40902408255211564,917.0,0.0
Denvercity,0.6286003419502856,1869.0,-0.8568583742490121,1869.0,0.0
GalenaParkcity,0.825492101532931,1412.0,0.1113860322572818,1412.0,0.0
Leicestertown,0.8943497829930879,879.0,0.45000388533611485,879.0,0.0
Moorecity,0.8868568338910726,910.0,0.41315619769473677,910.0,0.0
Alamedacity,0.7889004983121682,1544.0,-0.06855859934488298,1544.0,0.0
BeaverDamcity,0.9125725183031083,759.0,0.5396168867769692,759.0,0.0
Wallingfordtown,0.9760927065218978,239.0,0.8519868258411493,239.0,0.0
Fairfieldcity,0.8335732343528517,1375.0,0.15112620049849437,1375.0,0.0
Millbraecity,0.9016564130291826,833.0,0.4859353213589112,833.0,0.0
BossierCitycity,0.6156201136911633,1876.0,-0.9206905703435099,1876.0,0.0
Brainerdcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Lancastercity,0.6881786032646022,1780.0,-0.5638734449191306,1780.0,0.0
LakeCharlescity,0.683071268869372,1789.0,-0.5889895186990654,1789.0,0.0
Ashlandtown,0.8793894579941838,953.0,0.37643427007943875,953.0,0.0
Richlandtownship,0.8120113691163361,1466.0,0.04509253279522233,1466.0,0.0
Arcadiacity,0.8622334906694334,1259.0,0.29206725829791363,1259.0,0.0
Miltontown,0.9348394733381069,593.0,0.6491179380564408,593.0,0.0
Wilsoncity,0.47840525492832187,2029.0,-1.5954649731336146,2029.0,0.0
HighlandParkcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Indiocity,0.6605741549882362,1822.0,-0.6996224102132552,1822.0,0.0
Frederickcity,0.5551869766626236,1945.0,-1.2178794776880588,1945.0,0.0
MercerIslandcity,0.970163376247607,293.5,0.82282846550865,293.5,0.0
ForestParkcity,0.8885190922242843,904.0,0.4213305993899233,904.0,0.0
Logancity,0.9752341774926568,249.0,0.8477648821084708,249.0,0.0
RockvilleCentrevillage,0.9392782510850345,562.0,0.6709462854402898,562.0,0.0
Mankatocity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
NewportNewscity,0.6989778024579503,1755.0,-0.5107667824774377,1755.0,0.0
AlexanderCitycity,0.8830610395873214,931.0,0.3944898166808943,931.0,0.0
Cranfordtownship,0.970156069617571,295.0,0.8227925340726272,295.0,0.0
Banningcity,0.6808537066534173,1793.0,-0.5998947095319839,1793.0,0.0
LosBanoscity,0.40601847116073125,2083.0,-1.951437709811458,2083.0,0.0
Glasgowcity,0.9852113808069441,130.0,0.8968292579975992,130.0,0.0
Laurinburgcity,0.6656632228083762,1817.0,-0.6745961650233778,1817.0,0.0
Portalescity,0.8998626353553214,849.5,0.47711415381531497,849.5,0.0
Romuluscity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Beniciacity,0.912415425757332,760.0,0.5388443609024786,760.0,0.0
Medfordtownship,0.9661812628779353,339.0,0.8032458328762258,339.0,0.0
MineralWellscity,0.7582236121056245,1626.0,-0.21941673348659319,1626.0,0.0
Alhambracity,0.8089571977612484,1480.0,0.030073192537693215,1480.0,0.0
NewAlbanycity,0.5399818795575104,1966.0,-1.2926527960514977,1966.0,0.0
Annapoliscity,0.48602607005596876,2019.0,-1.5579884853618378,2019.0,0.0
Whitewatercity,0.9575375195452352,417.0,0.7607389440612579,417.0,0.0
Greercity,0.5221792754745656,1990.0,-1.3801997399210413,1990.0,0.0
Millburntownship,0.9654067600941093,346.0,0.7994371006578095,346.0,0.0
Warwickcity,0.8531878826847481,1297.0,0.24758414050169134,1297.0,0.0
Pepperelltown,0.9311277052797708,624.0,0.6308647685568605,624.0,0.0
EastBrunswicktownship,0.952357118849644,470.0,0.7352635559210947,470.0,0.0
FortSmithcity,0.7555457321973958,1633.0,-0.23258560478894794,1633.0,0.0
Bostoncity,0.2886155397407607,2133.0,-2.52878402382575,2133.0,0.0
SouthMilwaukeecity,0.9630722917975771,358.0,0.7879570068485263,358.0,0.0
Glastonburytown,0.9882947786821762,101.0,0.9119923239992194,101.0,0.0
Midvalecity,0.8275379579430374,1405.0,0.12144683434366461,1405.0,0.0
Bloomingtoncity,0.7098098814864607,1731.0,-0.4574984285736419,1731.0,0.0
MountainViewcity,0.8576778068419283,1281.0,0.2696640079376996,1281.0,0.0
Allencity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Madisoncity,0.8903932428285426,895.0,0.43054701272977075,895.0,0.0
Athenscity,0.5326606362613434,1977.0,-1.3286560949463402,1977.0,0.0
LincolnParkcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Somersworthcity,0.978642720404495,200.0,0.8645268970131051,200.0,0.0
Ypsilanticity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
HazelCrestvillage,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Braintreetown,0.8538345194429424,1293.0,0.2507640725897088,1293.0,0.0
Dovercity,0.9836806418143823,147.0,0.8893016221508232,147.0,0.0
CollegeParkcity,0.32293478102029777,2121.0,-2.3600140688266755,2121.0,0.0
Elizabethcity,0.5288904151627186,1983.0,-1.347196715934103,1983.0,0.0
Smyrnatown,0.9012362818021071,838.0,0.48386926378760026,838.0,0.0
Clarksvillecity,0.5947742981981851,1902.0,-1.0232029573165478,1902.0,0.0
Ramseycity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Patersoncity,0.4339261445835951,2060.0,-1.8141975899223874,2060.0,0.0
Dovercity,0.683758092092765,1788.0,-0.5856119637129222,1788.0,0.0
Ankenycity,0.9839071473455012,145.0,0.8904154966675297,145.0,0.0
SomersPointcity,0.9320008475690841,614.0,0.6351585751615845,614.0,0.0
Orindacity,0.9891277345062909,94.0,0.9160885077058176,94.0,0.0
Sheffieldcity,0.9197549356285893,715.0,0.5749374883873778,715.0,0.0
Fontanacity,0.5208421621779602,1993.0,-1.386775192713213,1993.0,0.0
Sunnysidecity,0.6627296108488843,1820.0,-0.6890226365865302,1820.0,0.0
SpanishForkcity,0.9682782656982946,316.0,0.8135581550147687,316.0,0.0
AuburnHillscity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Douglascity,0.37803042480747023,2100.0,-2.08907307549678,2100.0,0.0
Germantownvillage,0.985584018938785,125.0,0.8986617612347617,125.0,0.0
Irmotown,0.9424018354254649,543.0,0.6863069743400347,543.0,0.0
Mitchellcity,0.9352888310853267,587.0,0.6513277213718428,587.0,0.0
AppleValleycity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Roseburgcity,0.8899804182315032,898.0,0.42851688659448256,898.0,0.0
Crestwoodcity,0.9624950680247255,369.0,0.7851184234027248,369.0,0.0
HasbrouckHeightsborough,0.9769037424559043,227.5,0.8559752152396792,227.5,0.0
LaGrandecity,0.9457519252970144,517.0,0.702781537756487,517.0,0.0
Kaukaunacity,0.9805278309538074,179.0,0.8737972075069864,179.0,0.0
Bellevuecity,0.9264222355365258,665.0,0.6077249237581794,665.0,0.0
RiverFallscity,0.970163376247607,293.5,0.82282846550865,293.5,0.0
Milwaukiecity,0.9182205433210094,727.0,0.5673918868225908,727.0,0.0
Clemsoncity,0.876770031126244,967.0,0.36355285026526696,967.0,0.0
Marlboroughcity,0.8233841387675176,1421.0,0.10101981296470508,1421.0,0.0
Greenbeltcity,0.8064985167541026,1484.0,0.017982264316022203,1484.0,0.0
Stantoncity,0.6436666130847131,1854.0,-0.782767753170006,1854.0,0.0
Florencetownship,0.9001256740366207,848.0,0.47840768551213525,848.0,0.0
Harrisonburgcity,0.9524630649851673,468.0,0.7357845617434252,468.0,0.0
Trumbulltown,0.9843090119974863,140.0,0.8923917256487833,140.0,0.0
BatonRougecity,0.0,2204.0,-3.9480937124442184,2204.0,0.0
RollingMeadowscity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Watertowncity,0.949880171267408,487.0,0.7230827991093672,487.0,0.0
Springfieldcity,0.5000109599450541,2006.0,-1.4892157168142055,2006.0,0.0
Marquettecity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Miamitownship,0.9590061521824903,401.0,0.76796116270184,401.0,0.0
CentralFallscity,0.4660716634273939,2037.0,-1.6561172371400947,2037.0,0.0
Reedleycity,0.743069661410764,1664.0,-0.2939385317978729,1664.0,0.0
HotSpringscity,0.6890809720740599,1776.0,-0.5594359125703152,1776.0,0.0
MapleShadetownship,0.898299016527597,858.0,0.4694248265064362,858.0,0.0
Huntsvillecity,0.7358324443600122,1683.0,-0.3295286191784526,1683.0,0.0
Vidorcity,0.910018851105493,774.0,0.5270588498870015,774.0,0.0
Marshallcity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Hobbscity,0.5263257880200494,1988.0,-1.3598086499781044,1988.0,0.0
SanMarinocity,0.9352559512501643,588.0,0.6511660299097399,588.0,0.0
Auburncity,0.981349826832868,169.0,0.877839494059551,169.0,0.0
Salemcity,0.9705762008446464,289.0,0.8248585916439382,289.0,0.0
FortMadisoncity,0.9756543087197321,243.0,0.849830939679781,243.0,0.0
Inglewoodcity,0.24844368780231185,2147.0,-2.7263350590790845,2147.0,0.0
Crawfordsvillecity,0.9850689015212402,134.0,0.8961285949951541,134.0,0.0
Nilescity,0.8518178895529803,1302.0,0.240846996247417,1302.0,0.0
SouthPasadenacity,0.8805950519501394,946.0,0.3823629570232005,946.0,0.0
Kinstoncity,0.519819233972907,1995.0,-1.3918055937564044,1995.0,0.0
GreenBaycity,0.8487746781429468,1311.0,0.22588155314392247,1311.0,0.0
Ellensburgcity,0.9360194940889363,581.0,0.6549208649741224,581.0,0.0
Tulsacity,0.5312358434043051,1979.0,-1.335662724970785,1979.0,0.0
Piscatawaytownship,0.8932391752276014,882.0,0.44454230706064984,882.0,0.0
Everettcity,0.39485759378059654,2087.0,-2.0063229783362795,2087.0,0.0
Hudsontown,0.9527005304613405,466.0,0.7369523334141663,466.0,0.0
PortOrangecity,0.940549604711315,552.0,0.6771983553082563,552.0,0.0
Herndontown,0.9612785141237157,380.0,0.7791358393049292,380.0,0.0
Gillettecity,0.8708041677017724,1221.0,0.334214832752653,1221.0,0.0
Manchestercity,0.9263930090163814,667.0,0.6075811980140884,667.0,0.0
BethelParkborough,0.9866361736639827,119.0,0.9038358880220446,119.0,0.0
Aberdeentown,0.630558518799959,1866.0,-0.8472287493949029,1866.0,0.0
Amesburytown,0.8008870248863819,1503.0,-0.009613078549484821,1503.0,0.0
PoplarBluffcity,0.8406935453230261,1349.0,0.18614138490270987,1349.0,0.0
Uxbridgetown,0.772215808624746,1591.0,-0.1506080335029378,1591.0,0.0
Westminstercity,0.8304459966974032,1390.0,0.13574754588073765,1390.0,0.0
Northboroughtown,0.9314784235215033,623.0,0.6325894774859547,623.0,0.0
Springdalecity,0.9052805015270856,807.0,0.5037573136262183,807.0,0.0
Garnertown,0.9051380222413816,808.0,0.5030566506237732,808.0,0.0
PalosVerdesEstatescity,0.9714164632987972,285.0,0.8289907067865592,285.0,0.0
Williamsportcity,0.8922673934328007,887.0,0.4397634260696174,887.0,0.0
Poquosoncity,0.8778915988367844,962.0,0.36906832569476566,962.0,0.0
Muskegocity,0.9970262015753093,37.0,0.9549303900464603,37.0,0.0
Goldencity,0.9033953909777731,822.0,0.4944870031323363,822.0,0.0
Coppellcity,0.9917581213192851,73.0,0.9290238246740249,73.0,0.0
GrossePointeWoodscity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Pomonacity,0.41339816749718694,2075.0,-1.9151469594284336,2075.0,0.0
Manitowoccity,0.9673722435738188,322.0,0.8091026569479419,322.0,0.0
Roswellcity,0.7097952682263886,1732.0,-0.45757029144568745,1732.0,0.0
GreenOaktownship,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Eastontown,0.9571648814133945,423.0,0.7589064408240953,423.0,0.0
Hermistoncity,0.9429827125133344,535.0,0.6891635235038472,535.0,0.0
Carrborotown,0.7940260992824888,1527.0,-0.04335269697489097,1527.0,0.0
ElkGroveVillagevillage,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
LittleRockcity,0.0,2204.0,-3.9480937124442184,2204.0,0.0
Thomasvillecity,0.7919144832020574,1534.0,-0.05373688198547948,1534.0,0.0
GrandJunctioncity,0.796893951571656,1517.0,-0.02924960833594356,1517.0,0.0
Beltoncity,0.902460142333153,830.0,0.48988777932141847,830.0,0.0
Gallupcity,0.42052213178237935,2070.0,-1.880113809306207,2070.0,0.0
NiagaraFallscity,0.7387806695795764,1673.0,-0.31503028474325395,1673.0,0.0
Lakewoodtownship,0.7952974529087693,1523.0,-0.03710062710692437,1523.0,0.0
Menashacity,0.991604682088527,75.0,0.928269264517546,75.0,0.0
BrownDeervillage,0.9561273399482689,435.0,0.753804176908858,435.0,0.0
NorthCharlestoncity,0.18076968040800218,2165.0,-3.0591320195222247,2165.0,0.0
NorthMiamicity,0.34344083821659777,2116.0,-2.2591724936286974,2116.0,0.0
Waukeshacity,0.957292747439026,421.0,0.7595352409544941,421.0,0.0
GroveCitycity,0.9630138387572882,360.0,0.7876695553603434,360.0,0.0
Smithfieldtown,0.980191725972147,183.0,0.8721443614499377,183.0,0.0
Bluefieldcity,0.889355701363417,900.0,0.42544474881453337,900.0,0.0
Tarborotown,0.5458454501614765,1955.0,-1.2638178186432039,1955.0,0.0
Pennsaukentownship,0.80337858572869,1493.0,0.0026395411342882195,1493.0,0.0
Perrysburgcity,0.9999999999999999,12.0,0.9695544845077391,12.0,0.0
Cullmancity,0.865598193801055,1244.0,0.30861368458641064,1244.0,0.0
Veronatownship,0.9391832648945652,564.5,0.670479176771993,564.5,0.0
Fultoncity,0.9460113106632957,516.0,0.7040571037352963,516.0,0.0
Jacksoncity,0.4874106764478087,2017.0,-1.551179478235518,2017.0,0.0
Azusacity,0.767506685566483,1601.0,-0.17376584401962986,1601.0,0.0
Barringtontown,0.9778170712104162,212.0,0.8604666447425288,212.0,0.0
UpperChichestertownship,0.9049772763805878,809.0,0.5022661590312724,809.0,0.0
Homewoodcity,0.8712608320790284,997.0,0.33646054750407783,997.0,0.0
Englewoodcity,0.7801106223787465,1572.0,-0.11178411688030611,1572.0,0.0
Daytoncity,0.41263097134339694,2076.0,-1.9189197602108274,2076.0,0.0
SanLeandrocity,0.6773099910859113,1800.0,-0.6173214560030402,1800.0,0.0
Simpsonvilletown,0.9516776022562873,472.0,0.7319219323709752,472.0,0.0
Tooelecity,0.935475150151247,585.0,0.6522439729904237,585.0,0.0
CanonCitycity,0.9264222355365258,665.0,0.6077249237581794,665.0,0.0
Summervilletown,0.7521883356958103,1645.0,-0.24909609964142296,1645.0,0.0
WestWhitelandtownship,0.9818466776753225,166.0,0.8802828317091014,166.0,0.0
WhitePlainscity,0.8740775379579429,977.0,0.3503121160908659,977.0,0.0
DelCitycity,0.9009038301354648,841.0,0.4822343834485633,841.0,0.0
ElkRivercity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Ridgelandcity,0.9155207435226723,740.0,0.5541152212121669,740.0,0.0
Laurelcity,0.7791826803641623,1576.0,-0.116347409255202,1576.0,0.0
Collingswoodborough,0.8584998027209889,1277.0,0.27370629449026423,1277.0,0.0
LosAltoscity,0.969246394178077,304.0,0.8183190702877886,304.0,0.0
Owassocity,0.9547683067615554,449.0,0.7471209298086182,449.0,0.0
Milpitascity,0.8883181598982915,905.0,0.42034248489929604,905.0,0.0
Monroetown,0.9716977685551869,282.0,0.8303740670734369,282.0,0.0
Middletowntownship,0.9828221127851412,153.0,0.8850796784181448,153.0,0.0
SanRafaelcity,0.8031630401426252,1494.0,0.0015795637716154649,1494.0,0.0
ElPasocity,0.6297767093860969,1868.0,-0.8510734130493418,1868.0,0.0
Pembroketown,0.8968851836156128,866.0,0.46247209363602526,866.0,0.0
Wheelingcity,0.8128114451052885,1458.0,0.049027025039718626,1458.0,0.0
Northbridgetown,0.7614056494863438,1620.0,-0.2037685930986653,1620.0,0.0
Moultriecity,0.5407892621764989,1963.0,-1.288682372370979,1963.0,0.0
ElRenocity,0.8217547602694685,1427.0,0.09300710273162142,1427.0,0.0
Bergenfieldborough,0.9524155718899329,469.0,0.7355510074092777,469.0,0.0
SpringGardentownship,0.982270462217416,164.0,0.8823668549984233,164.0,0.0
LomaLindacity,0.8800360947523781,951.0,0.3796142021674562,951.0,0.0
Moscowcity,0.9495623328608379,490.0,0.7215197816423758,490.0,0.0
Hurstcity,0.693629349271529,1763.0,-0.5370685936461244,1763.0,0.0
TerreHautecity,0.8906124417296254,894.0,0.43162495581045446,894.0,0.0
Brawleycity,0.646527158743844,1851.0,-0.7687005959670813,1851.0,0.0
Oregoncity,0.8606333386915287,1269.0,0.28419827380892104,1269.0,0.0
Freeportcity,0.7915126185500722,1535.0,-0.05571311096673312,1535.0,0.0
Edwardsvillecity,0.8712571787640104,1108.0,0.33644258178606684,1108.0,0.0
Penntownship,0.970937879031433,287.0,0.8266371977270661,287.0,0.0
LowerMorelandtownship,0.9773859800382867,219.0,0.8583466900171841,219.0,0.0
Manheimtownship,0.9618959243617657,376.0,0.7821720456488557,376.0,0.0
SanBernardinocity,0.0,2204.0,-3.9480937124442184,2204.0,0.0
WestHollywoodcity,0.09184068623869293,2178.0,-3.4964535273556794,2178.0,0.0
Rochestercity,0.5798030132542269,1917.0,-1.0968264697272576,1917.0,0.0
Normancity,0.9238868349140008,679.0,0.595256715458269,679.0,0.0
TheColonycity,0.956445178354839,430.0,0.7553671943758494,430.0,0.0
Gladstonecity,0.9048640236150282,810.0,0.5017092217729183,810.0,0.0
Lowellcity,0.5422542414987359,1960.0,-1.2814781194484082,1960.0,0.0
LaPortecity,0.8675965571159269,1234.0,0.3184409323386459,1234.0,0.0
Victoriacity,0.6669893761599275,1815.0,-0.6680746093852401,1815.0,0.0
