communityname,racepctblack,racePctHisp,pctUrban,PctNotSpeakEnglWell,PctPopUnderPov,medIncome,pctWPubAsst,PctUnemployed,PctHousOccup,PctSameHouse85,PctVacantBoarded,PctHousNoPhone,PctFam2Par,ViolentCrimesPerPop,murdPerPop,robbbPerPop,autoTheftPerPop,arsonsPerPop
PoplarBluffcity,8.45,0.82,0.0,0.58,26.82,-1.9529813810982797,18.17,8.52,90.61,48.52,4.23,11.42,63.66,457.72,11.44,108.71,343.29,108.71
Uxbridgetown,0.35,0.57,60.25,0.1,5.87,1.0155550318171105,6.44,6.65,95.21,58.35,2.63,1.4,84.73,645.16,0.0,9.22,36.87,0.0
Westminstercity,5.52,1.06,0.0,0.29,8.51,-0.0168512844685364,4.47,3.73,94.72,37.53,0.35,2.3,66.31,485.77,20.53,129.99,253.15,88.94
Northboroughtown,0.75,1.08,80.58,1.07,2.82,3.1253829837379214,3.27,4.57,97.08,60.61,0.82,0.22,88.0,209.22,0.0,8.05,104.61,8.05
Springdalecity,13.64,1.07,100.0,1.07,4.01,0.7880037709168042,3.6,3.59,95.71,50.89,0.53,0.71,76.31,280.93,0.0,149.83,383.93,9.36
Garnertown,17.59,0.79,100.0,0.29,4.63,0.6549611124204572,2.81,2.87,96.47,49.25,0.47,1.32,78.04,281.32,0.0,80.38,206.68,45.93
PalosVerdesEstatescity,1.15,2.95,100.0,2.96,2.25,8.234621729908083,1.87,3.56,96.39,66.45,1.62,0.0,91.21,99.9,0.0,0.0,85.63,14.27
Williamsportcity,6.71,0.77,100.0,0.43,21.12,-1.3140466650954514,12.82,9.51,94.46,51.44,3.39,6.67,61.82,316.55,6.27,150.44,206.86,43.88
Poquosoncity,0.76,0.87,100.0,0.26,2.84,1.38993636577893,1.54,2.91,96.89,53.05,3.31,1.51,85.31,355.9,0.0,8.47,42.37,16.95
Muskegocity,0.08,0.86,100.0,0.66,2.66,1.7296724016026397,2.92,2.93,96.6,58.45,1.02,0.07,89.16,29.8,0.0,0.0,49.67,4.97
Goldencity,0.99,4.93,100.0,0.4,11.52,-0.2759839736035823,3.47,5.14,92.39,37.97,1.35,3.22,72.4,286.09,0.0,20.93,334.94,83.73
Coppellcity,2.29,5.97,0.0,1.34,2.51,3.225783643648362,0.64,2.28,93.64,28.76,0.74,0.73,87.34,44.22,8.04,4.02,40.2,8.04
GrossePointeWoodscity,0.07,0.7,100.0,0.74,1.74,2.8536412915390055,2.04,2.21,98.34,70.61,0.0,0.32,87.48,374.06,0.0,56.67,175.69,0.0
Pomonacity,14.43,51.27,100.0,17.57,18.43,0.081428234739571,13.01,9.08,94.74,40.16,4.15,5.64,71.83,1627.33,27.66,688.14,1272.54,178.53
Manitowoccity,0.22,1.15,0.0,1.48,10.65,-0.8530520857883573,8.02,5.79,95.75,60.66,1.37,3.01,78.34,110.97,3.0,9.0,272.93,18.0
Roswellcity,2.56,36.49,0.0,4.14,21.62,-1.1278576478906437,10.49,6.51,88.78,49.94,5.52,11.34,69.39,816.02,18.64,64.2,182.26,49.71
GreenOaktownship,2.7,0.89,0.0,0.7,2.87,1.883101579071412,2.9,4.31,91.45,51.69,1.65,0.67,87.19,374.06,0.0,8.39,142.59,25.16
Eastontown,1.7,0.62,74.01,0.6,4.0,2.263257129389583,4.01,4.71,95.95,61.57,1.1,1.24,86.33,138.91,0.0,52.69,426.31,0.0
Hermistoncity,0.88,14.69,0.0,5.88,19.76,-1.2687956634456752,9.49,10.06,93.99,41.64,1.21,9.53,65.8,177.73,0.0,26.66,355.46,8.89
Carrborotown,16.71,1.72,100.0,1.89,29.43,-1.3719066698090974,2.95,4.87,92.29,16.96,0.85,3.19,64.9,585.46,14.28,221.33,271.31,0.0
ElkGroveVillagevillage,0.79,3.57,100.0,1.93,2.72,2.053028517558331,2.26,2.48,96.67,55.45,0.72,0.21,87.89,374.06,0.0,28.8,259.19,48.96
LittleRockcity,33.98,0.76,100.0,0.54,14.62,-0.5364129153900542,5.67,5.26,89.6,48.8,9.25,5.86,64.44,2758.9,37.61,628.25,1150.86,96.23
Thomasvillecity,52.56,0.49,0.0,0.3,25.98,-1.3070940372378037,14.9,6.6,90.45,49.27,1.55,11.45,54.99,591.24,15.98,218.39,383.51,53.27
GrandJunctioncity,0.82,11.11,100.0,1.14,21.65,-1.4611124204572237,9.59,8.53,93.52,36.2,2.93,6.53,61.04,577.61,12.29,67.59,273.44,58.38
Beltoncity,8.68,22.15,100.0,2.95,25.98,-1.519208107471129,9.66,8.72,90.37,45.78,3.12,15.42,70.32,288.65,0.0,70.4,147.85,7.04
Gallupcity,1.16,34.68,0.0,3.78,22.96,-0.5678765024746641,8.48,5.77,92.51,47.74,4.18,14.59,65.57,1607.83,24.58,236.01,653.95,59.0
NiagaraFallscity,15.58,1.2,100.0,0.94,18.64,-1.2726844213999529,12.73,10.83,90.69,63.29,11.44,7.0,58.52,736.68,4.97,342.68,816.14,21.08
Lakewoodtownship,14.11,10.32,97.87,2.97,16.09,-0.2627857647890643,7.14,7.29,91.41,57.34,2.28,3.55,76.48,581.98,6.47,271.59,448.34,84.06
Menashacity,0.03,0.96,100.0,0.94,9.92,-0.4922224840914447,7.57,4.43,96.97,55.51,1.08,2.97,74.45,44.64,0.0,0.0,89.27,6.38
BrownDeervillage,6.45,1.19,100.0,0.75,4.54,1.5382983737921283,1.75,1.79,95.42,62.4,0.0,0.0,87.05,141.75,0.0,58.37,325.19,0.0
NorthCharlestoncity,34.35,2.48,100.0,0.62,21.73,-1.1332783407966065,7.96,4.82,88.32,29.01,5.08,11.93,62.54,2264.09,13.26,633.41,1222.64,16.2
NorthMiamicity,31.88,24.56,100.0,8.9,15.48,-0.7710346452981381,4.62,8.23,91.04,43.15,1.62,3.44,61.82,1818.82,5.52,937.02,2457.56,23.93
Waukeshacity,0.56,5.91,100.0,1.17,6.13,0.5598633042658496,5.07,3.09,96.24,46.4,0.36,1.36,78.19,138.56,1.65,31.34,178.15,28.04
GroveCitycity,0.54,0.54,100.0,0.25,5.82,0.3427999057270799,3.89,3.23,96.18,47.3,0.68,2.48,78.18,122.9,0.0,70.23,223.86,0.0
Smithfieldtown,0.55,0.59,83.02,0.42,4.34,1.3059156257365072,4.09,4.82,97.24,59.51,0.57,0.75,85.52,75.88,0.0,15.18,217.53,15.18
Bluefieldcity,22.62,0.35,0.0,0.09,19.92,-1.192788121612067,8.85,5.75,87.18,68.32,2.21,7.96,70.42,324.52,7.92,110.81,102.9,0.0
Tarborotown,31.56,0.44,0.0,0.79,13.39,-0.8326655668159322,8.95,4.44,93.83,55.16,1.08,6.65,63.34,1264.79,0.0,245.68,54.6,63.69
Pennsaukentownship,14.69,4.87,100.0,1.04,5.46,0.5486683950035353,5.33,4.26,97.57,65.77,5.83,2.49,75.99,559.86,5.57,362.1,1590.44,19.5
Perrysburgcity,0.64,1.44,100.0,0.15,2.12,1.51260900306387,2.33,3.98,95.52,50.3,0.0,0.46,88.38,21.66,0.0,7.22,108.32,0.0
Cullmancity,0.2,0.53,0.0,0.28,17.25,-1.21694555738864,10.92,4.42,94.72,51.7,1.28,6.17,75.02,389.55,0.0,38.41,175.57,21.08
Veronatownship,1.76,2.02,100.0,0.61,1.73,2.805444261135989,1.92,2.54,96.36,70.4,0.48,0.29,88.9,188.13,0.0,57.89,246.02,0.0
Fultoncity,0.56,1.4,0.0,0.72,16.3,-1.0,14.04,10.35,94.08,51.65,1.22,6.64,65.43,169.44,30.81,84.72,115.53,30.81
Jacksoncity,55.75,0.45,100.0,0.45,22.68,-0.962880037709168,10.83,8.79,90.54,54.94,10.37,7.47,57.38,1424.74,40.84,771.31,2077.66,74.31
Azusacity,3.84,53.45,100.0,14.45,14.28,0.0527928352580721,12.24,8.28,95.61,42.76,1.72,6.28,69.33,658.05,9.24,233.2,796.58,27.71
Barringtontown,0.33,0.79,100.0,0.43,1.8,2.5473721423521094,2.83,3.98,96.36,65.65,1.89,0.09,88.6,82.38,0.0,31.69,31.69,12.67
UpperChichestertownship,7.95,1.07,100.0,0.52,4.15,1.0340560923874618,4.18,2.91,93.13,64.89,2.53,1.11,81.06,281.76,0.0,117.95,478.34,19.66
Homewoodcity,8.23,0.83,100.0,0.8,6.66,-0.1090030638699033,2.61,3.15,94.99,42.54,0.37,1.23,73.75,374.05,8.31,241.05,727.32,21.08
Englewoodcity,39.47,15.67,100.0,6.88,8.42,1.80497289653547,5.71,5.32,95.32,58.38,2.5,2.68,69.19,623.55,4.0,275.8,523.62,4.0
Daytoncity,40.43,0.74,100.0,0.37,26.53,-1.37426349281169,15.5,10.39,90.42,51.74,14.44,8.83,49.22,1629.43,27.32,822.52,1638.91,144.99
SanLeandrocity,5.75,15.19,100.0,3.99,4.98,0.4996464765496111,5.49,5.29,96.49,55.58,0.28,1.73,72.16,904.94,7.16,512.61,1010.9,41.52
Simpsonvilletown,10.13,1.51,100.0,0.29,4.04,0.4182182418100401,3.76,3.64,94.07,50.92,0.38,2.82,79.63,153.93,0.0,30.79,100.05,0.0
Tooelecity,0.36,11.26,0.0,0.65,11.94,-0.195262785764789,6.95,10.08,93.29,53.88,7.47,6.11,75.35,198.28,6.61,6.61,376.73,0.0
CanonCitycity,1.35,7.87,0.0,0.38,18.95,-1.5340560923874618,7.98,9.17,90.19,46.79,1.27,8.98,69.97,223.06,0.0,41.82,181.24,6.97
Summervilletown,17.84,1.47,100.0,0.64,9.83,0.0008248880509073,5.11,4.22,91.73,35.15,3.28,6.76,77.21,699.98,4.43,181.64,420.88,0.0
WestWhitelandtownship,4.2,1.32,97.55,0.22,1.55,2.2574829130332312,1.1,3.06,93.9,46.94,0.67,0.93,86.83,71.35,0.0,23.78,436.02,15.86
WhitePlainscity,19.03,14.16,100.0,5.04,7.68,1.480438369078482,4.71,5.02,93.81,60.63,0.94,2.28,73.04,366.34,0.0,169.08,559.58,8.05
DelCitycity,10.97,2.95,100.0,0.99,14.87,-0.6942022154136225,5.89,7.85,85.33,58.27,20.13,4.78,69.81,292.91,8.37,117.16,447.74,8.37
ElkRivercity,0.17,0.74,0.0,0.24,7.0,0.7197737449917512,5.41,6.97,96.01,43.12,0.0,1.0,80.62,374.06,0.0,15.1,151.05,7.55
Ridgelandcity,12.05,0.94,100.0,0.0,4.88,0.0585670516144237,2.06,3.2,91.6,29.75,0.39,1.1,76.08,252.9,7.02,154.55,316.12,0.0
Laurelcity,13.98,3.02,100.0,1.13,3.5,1.480202686778223,2.36,2.22,94.5,29.02,1.0,1.66,72.24,626.09,4.6,345.27,731.98,21.08
Collingswoodborough,3.04,2.57,100.0,1.13,6.09,0.186778222955456,4.15,3.63,95.03,59.85,0.3,2.2,73.72,408.98,0.0,187.16,942.74,13.86
LosAltoscity,0.41,3.02,100.0,1.01,1.23,5.672637284939901,2.84,2.87,97.33,68.37,0.74,0.0,90.37,105.84,0.0,31.75,63.5,38.81
Owassocity,1.33,1.17,0.0,0.25,8.57,0.1837143530520857,4.71,3.92,92.51,42.91,5.38,3.43,82.35,145.47,0.0,38.28,206.72,45.94
Milpitascity,5.86,18.61,100.0,6.95,4.9,2.862243695498468,7.01,4.86,97.47,42.19,1.37,0.55,80.2,327.36,0.0,110.3,378.95,7.12
Monroetown,1.65,2.11,58.3,0.83,2.09,3.3615366485976903,1.71,4.25,96.96,64.0,2.35,0.65,91.06,99.13,0.0,23.32,99.13,17.49
Middletowntownship,1.9,2.71,99.52,0.8,2.43,2.664624086731086,3.38,4.65,96.35,66.86,2.56,0.36,88.81,68.68,0.0,18.22,61.68,1.4
SanRafaelcity,2.94,14.36,100.0,7.78,8.08,1.2350930945086025,5.21,4.77,96.01,45.43,0.83,1.42,71.14,560.45,4.09,163.64,630.0,49.09
ElPasocity,3.44,69.02,99.97,14.73,25.32,-0.9404902191845392,9.74,9.85,95.21,52.51,5.24,8.62,72.19,1035.05,7.96,264.48,939.66,78.11
Pembroketown,0.5,0.45,42.9,0.23,4.11,1.825477256658025,5.15,7.29,95.6,67.62,3.72,0.75,86.9,303.91,0.0,25.86,226.32,0.0
Wheelingcity,4.46,0.3,100.0,0.49,16.91,-1.2241338675465472,8.21,6.66,87.8,62.6,5.84,8.11,69.05,534.04,2.93,164.32,258.22,29.34
Northbridgetown,0.43,0.81,76.34,0.59,5.86,0.611949092623144,7.06,7.65,94.83,57.59,2.7,1.58,77.29,674.75,0.0,7.18,86.14,0.0
Moultriecity,45.09,1.59,0.0,0.31,34.5,-1.7519443789771387,20.81,7.72,90.8,51.59,3.96,17.82,48.56,1278.63,19.08,318.07,432.57,25.45
ElRenocity,9.0,4.62,0.0,1.27,20.96,-1.1093565873202922,6.15,7.84,85.51,46.55,4.2,12.05,70.36,509.56,25.16,150.98,358.58,113.24
Bergenfieldborough,4.19,9.21,100.0,3.39,3.34,1.6818288946500115,3.68,5.04,97.39,69.04,0.0,0.68,83.53,151.91,0.0,47.97,99.94,4.0
SpringGardentownship,1.02,0.76,96.05,0.69,4.73,0.6602639641762904,1.74,2.8,97.44,58.46,0.93,0.27,85.86,70.19,0.0,52.65,52.65,8.77
LomaLindacity,6.37,13.59,100.0,6.09,11.76,0.2149422578364364,11.8,4.72,92.29,28.06,0.6,3.84,73.74,350.03,5.39,161.55,1389.34,10.77
Moscowcity,0.88,1.81,0.0,0.53,23.4,-1.350930945086024,3.72,6.09,97.38,27.53,3.39,3.18,79.84,159.72,0.0,5.15,87.59,20.61
Hurstcity,2.61,5.18,100.0,1.0,7.77,0.7108178175818995,3.24,5.45,92.59,47.78,0.1,3.96,77.07,860.27,5.57,175.39,556.81,19.49
TerreHautecity,9.42,1.31,100.0,0.72,20.43,-1.452156493047372,9.56,8.33,89.25,48.43,4.48,10.43,65.58,321.08,9.88,79.03,433.04,39.52
Brawleycity,2.48,69.1,0.0,14.8,24.31,-1.069526278576479,19.49,14.81,94.56,52.49,4.5,8.46,68.15,989.2,4.56,173.22,355.56,72.94
Oregoncity,1.11,3.41,100.0,0.66,7.67,0.3845156728729672,6.42,6.57,94.48,62.66,1.5,1.4,79.91,403.14,0.0,185.23,528.44,38.13
Freeportcity,15.27,38.59,0.0,6.47,24.2,-1.1734621729908083,9.91,9.57,78.39,47.24,9.76,19.83,73.62,592.34,0.0,89.26,681.6,48.69
Edwardsvillecity,7.31,0.77,100.0,0.28,9.0,0.1522507659674758,3.92,4.28,93.89,51.66,1.07,1.74,80.26,374.06,6.56,45.95,105.03,13.13
Penntownship,0.46,0.37,69.81,0.49,3.75,0.2095215649304737,3.73,5.87,97.27,73.39,1.95,0.22,90.78,101.21,0.0,42.17,151.82,59.04
LowerMorelandtownship,0.31,0.67,100.0,1.47,2.33,3.4744284704218713,2.54,2.72,97.9,74.33,0.0,0.19,91.05,83.56,0.0,25.07,325.9,8.36
Manheimtownship,1.06,1.04,90.75,0.68,2.42,1.1794720716474192,2.79,2.34,96.79,56.23,0.0,0.47,86.51,125.96,0.0,61.28,146.39,10.21
SanBernardinocity,16.01,34.57,100.0,8.34,22.79,-0.6962055149658261,17.98,10.69,92.65,40.1,10.55,7.95,61.49,2758.9,40.84,848.7,1968.99,78.85
WestHollywoodcity,3.42,8.73,100.0,7.53,11.43,-0.2506481263257129,8.39,7.04,94.74,42.21,0.88,0.89,67.66,2507.51,14.44,1172.43,2457.56,57.78
Rochestercity,31.53,8.66,100.0,2.55,23.5,-1.0200329955220362,16.52,8.8,92.54,45.53,9.51,7.79,46.1,1171.84,27.74,709.86,1280.18,150.81
Normancity,3.57,2.38,92.66,0.71,15.04,-0.7395710582135282,3.22,6.05,89.5,36.91,3.74,4.9,75.6,230.0,2.28,43.27,343.87,11.39
TheColonycity,4.77,8.61,0.0,1.61,2.85,1.3318406787650248,1.33,4.49,94.69,42.45,0.26,1.41,88.01,140.88,0.0,18.54,159.42,92.69
Gladstonecity,0.46,2.12,100.0,0.66,3.89,0.0740042422814046,2.63,3.65,98.08,52.9,1.39,1.99,75.92,282.07,0.0,81.89,609.65,63.69
Lowellcity,2.39,10.15,100.0,6.99,17.99,-0.2462880037709168,14.64,10.68,91.85,48.07,3.08,5.04,62.75,1274.62,6.21,312.7,2030.48,171.88
LaPortecity,7.1,14.3,100.0,1.33,8.82,1.2128211171341032,4.01,5.22,91.75,47.39,2.92,4.82,81.51,384.08,3.17,47.61,247.59,15.87
Victoriacity,7.94,37.85,100.0,3.86,18.88,-0.6911383455102522,8.51,6.83,90.71,50.88,4.69,10.44,73.92,933.19,6.48,132.85,398.55,34.02
Gainesvillecity,23.5,7.91,0.0,2.92,18.74,-0.6778222955456045,8.46,5.04,90.71,47.0,0.28,9.96,59.56,1232.52,15.09,236.44,699.27,55.34
Yarmouthtown,1.09,1.4,99.32,0.6,9.5,-0.497171812396889,6.95,7.93,60.29,53.71,0.22,1.07,65.23,445.41,0.0,40.09,249.43,31.18
Soloncity,3.37,0.46,100.0,0.77,2.48,2.6589677115248644,0.89,2.32,96.06,57.81,0.0,0.39,90.43,58.37,0.0,24.32,194.55,0.0
Davenportcity,7.89,3.46,99.68,0.83,15.59,-0.6154843271270327,8.0,6.51,92.22,51.41,7.84,4.27,68.0,1565.55,4.11,297.71,426.03,67.75
Raleighcity,27.58,1.41,100.0,0.98,11.8,0.1190195616309215,4.07,3.97,92.64,36.91,1.06,3.65,69.26,842.7,11.21,330.02,366.56,12.04
Rexburgcity,0.29,3.08,0.0,1.06,41.77,-1.4444968182889466,3.97,8.7,96.17,27.5,1.47,4.56,86.22,53.73,0.0,0.0,67.16,6.72
Camdencity,56.42,31.17,100.0,7.12,36.56,-1.656257365071883,26.92,16.3,88.35,55.36,39.89,20.8,32.86,2758.9,40.84,1172.43,2180.18,178.53
Cranberrytownship,0.47,0.45,0.0,0.17,2.54,1.1271506009898655,1.84,4.56,95.49,50.97,0.41,0.52,88.73,21.66,0.0,0.0,159.29,0.0
ElMontecity,0.99,72.49,100.0,29.27,22.51,-0.4014847984916332,15.41,9.4,96.19,45.15,4.44,8.56,68.91,1318.6,18.06,594.18,1139.87,70.35
Hudsontown,0.56,1.08,69.47,0.64,2.89,1.9347160028281876,2.96,6.71,96.06,51.27,1.47,1.16,85.12,91.21,0.0,15.2,177.35,25.34
Austincity,12.43,22.95,100.0,3.55,17.93,-0.7102286118312515,4.5,6.32,88.53,36.25,6.05,7.47,68.53,599.78,7.37,309.75,867.9,121.51
OldBridgetownship,3.35,5.01,97.18,1.68,3.47,1.890289889229319,3.27,4.49,94.64,59.15,1.41,0.89,84.91,141.06,1.7,50.98,446.97,33.99
Hannibalcity,6.34,0.48,0.0,0.24,19.21,-1.3370256893707282,11.13,9.47,89.84,53.07,4.49,7.01,74.24,657.14,0.0,38.33,169.76,54.76
Worcestercity,4.52,9.58,100.0,3.59,15.3,-0.2929530992222484,12.78,8.27,92.14,52.72,3.14,4.09,62.7,374.06,7.22,377.65,1017.5,21.08
Greenwoodcity,43.14,0.52,0.0,0.39,22.9,-1.5034173933537591,11.17,7.69,91.93,50.91,11.53,15.5,53.96,2758.9,21.53,271.33,284.25,12.92
Snydercity,4.18,27.56,0.0,3.43,18.61,-0.9361300966297432,6.72,7.89,84.27,52.41,3.04,9.48,80.31,750.73,0.0,0.0,32.29,8.07
TarponSpringscity,8.04,1.8,100.0,2.09,10.82,-0.7142352109356588,5.31,6.91,81.15,48.4,0.47,5.45,71.49,985.82,5.08,162.61,142.28,0.0
Keizercity,0.5,5.65,100.0,1.07,7.05,-0.0445439547489983,5.42,5.55,97.15,46.21,1.23,3.8,74.1,142.09,0.0,47.36,353.4,40.08
LincolnParkborough,0.95,3.47,100.0,1.83,1.6,2.632571293895829,2.5,3.8,96.22,52.89,1.97,0.36,82.06,98.73,0.0,0.0,116.68,8.98
Lackawannacity,8.79,5.09,100.0,1.95,16.68,-1.1938486919632336,10.65,8.55,94.14,69.86,5.69,4.65,63.07,1441.78,0.0,174.01,676.15,21.08
Englewoodcity,1.62,0.51,100.0,0.16,3.14,0.6653311336318642,2.46,3.15,97.28,55.59,0.79,2.13,82.67,105.96,0.0,26.49,317.88,61.81
Roanokecity,24.27,0.69,100.0,0.6,16.08,-1.0428941786471837,8.82,5.47,92.44,53.69,4.5,8.47,60.93,578.8,11.27,222.3,322.69,58.39
KansasCitycity,29.59,3.91,99.63,0.99,15.32,-0.5571529578128682,7.86,7.23,88.02,51.94,7.5,4.85,61.2,2460.11,34.34,873.3,1904.84,118.28
Florencecity,17.07,0.49,100.0,0.25,18.55,-1.1762903605939194,7.91,6.99,93.7,51.56,1.69,6.41,69.83,607.03,10.79,80.94,178.06,21.08
Cortlandcity,1.4,1.28,0.0,0.63,20.2,-1.0477256658024985,8.94,6.3,94.94,41.64,3.8,8.35,67.16,205.49,0.0,45.11,150.36,75.18
Norwalkcity,3.25,47.86,100.0,10.84,9.29,0.7875324063162856,10.72,6.64,96.69,55.42,4.11,2.96,75.68,1174.32,5.93,388.15,1157.53,20.74
Yonkerscity,14.11,16.74,100.0,5.82,11.03,0.5815460758897006,9.15,6.48,95.42,67.23,3.15,5.54,66.68,737.62,10.37,465.18,1019.9,48.59
BocaRatoncity,2.9,5.59,100.0,2.4,5.51,1.2812868253594154,2.24,3.29,79.58,45.32,0.58,0.74,81.02,360.34,10.38,121.6,570.91,10.38
Hamburgtownship,1.47,0.68,0.0,0.12,3.23,2.0080131982088143,2.82,3.55,87.13,51.61,0.31,1.15,89.01,374.06,0.0,14.88,156.23,22.32
Northfieldcity,0.73,1.38,0.0,0.44,10.89,-0.0975724723073297,3.43,3.05,95.82,34.58,0.56,2.22,78.71,105.6,0.0,6.21,155.29,37.27
ThousandOakscity,1.22,9.6,100.0,2.97,4.22,2.994932830544426,3.46,3.95,96.54,45.95,0.0,0.62,83.12,305.72,2.69,58.28,308.41,44.83
Rosevillecity,1.64,1.13,100.0,0.66,3.71,0.7566580249823238,3.28,3.56,95.4,58.1,0.15,0.49,79.49,374.06,0.0,32.95,401.37,26.96
Brunswickcity,58.24,0.89,100.0,0.2,26.25,-1.5887343860476075,16.03,9.38,89.28,51.96,6.89,12.34,45.55,2089.44,38.69,552.76,641.2,0.0
Goldsborocity,47.44,1.47,100.0,0.48,21.16,-1.3535234503888758,13.12,4.96,93.57,42.74,2.6,8.31,60.23,1477.94,13.1,451.9,440.98,26.2
SanJosecity,4.7,26.64,100.0,9.11,9.31,1.739924581663917,8.94,5.54,96.47,45.6,2.07,1.55,74.89,646.17,4.98,144.13,487.82,38.65
Oneontacity,2.13,2.13,0.0,0.63,23.4,-1.274216356351638,5.83,5.3,93.38,35.25,1.94,4.57,65.63,130.44,0.0,15.35,53.71,15.35
Folsomcity,9.9,10.89,100.0,1.29,5.17,1.801201979731322,6.44,4.16,92.98,28.91,0.15,0.81,83.56,190.95,0.0,42.71,266.32,0.0
LongBeachcity,7.76,10.77,100.0,2.98,8.31,1.1847749234032523,5.91,5.54,88.5,55.11,3.74,1.63,74.22,383.57,5.86,166.9,603.17,21.08
Farmingtoncity,0.81,15.97,0.0,1.47,15.23,-0.2981381098279519,6.5,7.17,91.31,49.23,2.37,8.67,75.8,816.61,5.41,102.75,267.7,37.86
Tredyffrintownship,3.94,0.87,92.67,0.62,1.8,3.5002356823002594,1.39,2.32,95.83,54.35,0.6,0.24,85.22,105.23,0.0,35.08,147.32,21.05
Shelbyvillecity,17.01,0.65,0.0,0.9,19.77,-1.33655432477021,11.33,6.23,92.23,51.24,1.46,12.86,64.3,583.99,6.28,81.63,138.15,18.84
Maywoodcity,0.41,93.11,100.0,38.33,21.26,-0.6921989158614188,10.52,12.22,97.25,47.97,6.52,8.93,71.08,865.9,21.83,291.06,800.41,32.74
Webstertown,0.73,2.25,94.41,1.27,9.27,-0.1619137402781051,8.02,6.53,88.85,58.4,1.71,3.08,69.97,349.65,0.0,23.71,231.12,5.93
Tiffincity,1.4,1.27,0.0,0.29,10.69,-0.8515201508366722,6.51,6.44,93.94,57.23,5.97,4.81,76.87,161.19,5.37,69.85,53.73,16.12
Hanovertownship,1.04,2.31,100.0,1.63,1.23,3.44650011784115,2.64,2.97,97.63,71.58,7.61,0.53,89.55,92.04,0.0,33.47,125.51,8.37
Colchestertown,0.55,0.92,68.82,0.11,4.44,0.927056328069762,3.27,3.76,85.22,45.0,5.6,1.23,77.39,26.17,0.0,0.0,85.06,21.08
Spartanburgcity,45.63,0.78,100.0,0.68,21.79,-1.0626914918689607,12.23,6.9,93.1,52.4,5.33,10.32,52.37,2758.9,21.82,696.01,741.82,21.82
Goffstowntown,0.29,0.88,60.79,0.7,3.14,1.2631392882394532,1.51,5.66,94.76,52.39,0.76,1.77,87.6,155.67,13.54,27.07,40.61,20.3
Austincity,0.21,0.87,0.0,0.69,10.27,-1.0822531227904784,7.73,4.37,95.4,60.54,1.55,2.86,73.64,374.06,0.0,22.77,186.72,9.11
Hanfordcity,5.27,29.55,0.0,5.55,15.65,-0.5670516144237567,16.21,9.04,93.5,45.13,5.17,5.65,68.11,676.45,2.93,111.28,553.46,23.43
Charlottecity,31.78,1.41,100.0,1.09,10.83,0.0509073768559981,5.19,4.16,93.29,45.81,3.16,4.28,67.14,1787.2,22.42,593.04,546.18,71.49
Anacortescity,0.54,2.03,0.0,0.87,11.56,-0.2971953806269149,6.91,8.03,93.53,47.55,5.26,3.3,75.86,68.8,0.0,0.0,191.1,61.15
Concordcity,20.56,0.55,100.0,0.52,12.13,-0.7032759839736036,7.47,4.09,93.04,54.46,3.58,5.17,67.71,728.37,12.72,187.66,248.09,50.89
Chattanoogacity,33.67,0.64,100.0,0.45,18.18,-1.089323591798256,9.76,6.9,89.33,53.12,4.3,7.15,59.57,1960.67,24.57,458.48,1458.22,62.08
MillValleycity,1.4,2.8,100.0,0.48,3.28,2.864364836200801,2.85,2.76,97.0,53.67,0.0,0.15,73.56,286.66,0.0,75.44,113.16,7.54
SugarLandcity,4.97,8.47,100.0,1.68,2.5,2.961348102757483,1.37,4.08,94.42,47.58,0.21,0.57,90.41,216.2,0.0,50.87,397.43,15.9
Portlandcity,0.82,23.98,100.0,1.41,7.03,0.76726372849399,1.83,5.29,90.23,45.34,1.35,6.76,83.91,86.34,14.39,0.0,79.15,14.39
Fallstownship,3.54,1.73,100.0,0.69,4.28,1.0424228140466651,4.29,4.5,94.28,60.86,1.71,0.68,80.47,137.66,0.0,61.8,379.26,11.24
Peterstownship,0.41,0.49,84.41,0.15,2.51,2.545840207400424,1.85,3.39,96.83,59.43,1.85,0.3,91.13,21.66,0.0,13.59,129.14,47.58
Huntingtoncity,0.2,0.88,0.0,0.11,8.8,-0.6582606646240867,4.33,5.14,93.95,53.11,2.78,9.21,76.21,988.71,0.0,35.1,152.11,17.55
Gaffneycity,39.06,0.3,0.0,0.44,20.75,-1.1696912561866604,10.17,9.29,92.29,60.37,3.81,13.54,57.59,393.73,6.25,124.99,212.49,0.0
DesMoinescity,3.75,3.06,100.0,1.21,7.42,0.0829601696912561,5.12,4.22,94.84,34.91,0.52,2.31,63.78,564.85,0.0,203.97,732.22,52.3
Radfordcity,6.0,1.1,0.0,0.5,32.21,-1.4086731086495403,5.44,6.07,94.74,33.85,2.08,5.82,73.58,363.7,0.0,18.81,87.79,43.9
Bristoltown,0.46,1.9,100.0,6.4,5.8,0.3209992929530992,5.92,7.24,93.67,56.6,3.37,1.45,84.1,116.1,0.0,0.0,69.66,0.0
Ridgewoodvillage,1.99,2.83,100.0,1.94,2.1,5.159085552674994,2.25,3.11,96.4,64.1,2.24,0.13,89.59,80.84,0.0,36.38,76.8,16.17
Enniscity,18.19,20.96,0.0,4.15,16.54,-0.6790007070469007,8.31,6.75,91.54,55.38,2.58,15.37,73.79,260.79,34.31,41.18,336.28,6.86
Wauwatosacity,1.24,0.99,100.0,0.91,3.29,1.013433891114777,2.51,2.26,97.83,59.06,0.0,0.41,83.79,166.4,6.24,122.72,418.07,21.08
