communityname,DemographicsScore,IncomeScore,HousingScore,CrimeScore,CRI_EqualWeights,CRI_PCAWeights,CRI_StakeholderWeights
Burnsvillecity,0.28122951364735443,0.42776006026471225,0.8573788397784765,0.9243509887667142,0.6226798506143143,0.3881936392333944,0.6333549853945941
Muhlenbergtownship,0.2524636732718983,0.3512281536745671,0.9172551146258499,0.9018928585375394,0.6057099500274636,0.3529695552444462,0.6098800612431816
RiverEdgeborough,0.27832414477060896,0.4913394631421962,0.952228446549617,0.9798200223077196,0.6754280191925355,0.4133368537208153,0.6874583638990199
MorenoValleycity,0.39415212215450046,0.39694375589964487,0.8281800053839592,0.6866579755678245,0.5764834647514823,0.4379216949305169,0.5695469449479328
Pierrecity,0.028351863421352905,0.30296848433327306,0.8129712694325374,0.943297003083183,0.5218971550675866,0.1964088317689856,0.5421442727957149
Ramseyborough,0.2767643884482524,0.5873400576689868,0.9288989238721608,0.9286060108303203,0.68040234520493,0.43574023796248196,0.6959164830138748
CopperasCovecity,0.37225741225069603,0.27912732502280807,0.8161585687943662,0.9060246647017804,0.5933919926924127,0.3982747362389852,0.593228793126389
Ketteringcity,0.27313136155757095,0.36277178496005624,0.8614188729676618,0.9220276131474907,0.6048374081581949,0.36527513001023,0.6123498663373106
GrandChutetown,0.2149352816002365,0.402142244479029,0.918091363438411,0.9787776148878367,0.6284866261013783,0.3470943965341624,0.6408812868177892
Dumontborough,0.28570894663124957,0.4627439467990664,0.9426346953100612,0.9926930081767369,0.6709451492292785,0.4095471047527665,0.6822998148810031
Novicity,0.2737487120844043,0.45607849910304915,0.8847516077849126,0.9217660337377089,0.6340862131775188,0.39354933536355374,0.6450534238260908
Xeniacity,0.0945216580503572,0.2667050078202614,0.7807943735769889,0.8836338954794553,0.5064137337317657,0.2220716472201016,0.5201648773153842
SouthPortlandcity,0.27089592788011035,0.3339151849936535,0.8317953419646439,0.9371042972856951,0.5934276880310256,0.3541103438912851,0.6018440986527555
Troycity,0.04878027456987706,0.31242495666708286,0.812008699352776,0.8868231837700877,0.5150092785899559,0.2094753452841133,0.5319322369156818
Melrosecity,0.27217199244816676,0.4243860895449463,0.9119184682585842,0.9762271071644237,0.6461759143540302,0.38765477298667766,0.6570020511541612
Berlintown,0.2228390718329048,0.4666380926380508,0.938759483937024,0.9715496128434735,0.6499465653128633,0.37129400487961967,0.663776022798443
Fergusoncity,0.394244018375287,0.3166450170198143,0.7732987465582662,0.8071254364467795,0.5728283046000368,0.41551067406088926,0.5706396890266888
Paradisetown,0.035105439799305915,0.25014936777611463,0.7955998481509066,0.946497098229826,0.5068379384890382,0.1845234284768078,0.5251349973918247
Greenvillecity,0.4437991499585056,0.26212636832361197,0.6250506080291574,0.6318767219374624,0.4907132120621843,0.4131397757507186,0.48197087867585486
Pullmancity,0.040697477327694145,0.22238049720468617,0.8404041133373104,0.9514173873106875,0.5137248687950946,0.18371162811282604,0.528359683487613
Dickinsoncity,0.027457577293960894,0.2526944886700799,0.8359955962650873,0.9988007046753117,0.5287370917261099,0.18544696316195378,0.5481391927154271
Nilescity,0.3348310217139113,0.2576856649750058,0.7170722491834309,0.8760027896221508,0.5463979313736247,0.3609194828701299,0.5504871905586154
AgouraHillscity,0.2887300100945341,0.6221940923646682,0.906489480020969,0.9315448244946695,0.6872396017437102,0.45120481969851306,0.7051655730809019
Greenvillecity,0.140317764883705,0.2722181001373534,0.7159687443614537,0.6657165754535449,0.44855529620901424,0.23905841335301736,0.45263770452630125
Burlingamecity,0.29746256439312124,0.42169010062022433,0.8520891048646938,0.8647227009961023,0.6089911177185354,0.39391630172911374,0.615834174336461
Middletoncity,0.27602028253493327,0.36297170351668573,0.8338875356486083,0.9756069863227971,0.6121216270057561,0.36686920314490273,0.6235551705885531
Branfordtown,0.27044589422465637,0.4278669419091754,0.8512272946246041,0.959899105562164,0.62735980908015,0.38242006924098243,0.6406644520112539
Haddontownship,0.27399815033431596,0.374846935164855,0.876145595391122,0.8315958536443468,0.5891466336336599,0.36716118775527345,0.5919615857878482
Burkburnettcity,0.04721498431433922,0.2849544898533837,0.8148552901196877,0.8460647047753341,0.49827236726568624,0.19962527303745126,0.5117198132754207
Harrisburgcity,0.5365816060457755,0.2028316255207331,0.49025910040983556,0.4566679365034419,0.4215850671199465,0.4367956253410259,0.4032180098983747
Roycity,0.2859873969918608,0.36569942238223685,0.8914779753061006,0.9604851726856777,0.625912491841469,0.37753963199933654,0.6333484529799667
Buffalocity,0.4309489634576231,0.1839248726679875,0.5714790917208539,0.28416945496798174,0.36763059570361156,0.36727478175958794,0.3409139093264862
Albanycity,0.5411218335271636,0.2148584620572227,0.6033720209633987,0.6216980857001136,0.4952626005619747,0.45721808691722654,0.47986573522531334
Lancastercity,0.4357043017382169,0.330943302163015,0.7604854215194864,0.7240680074741254,0.5628002582237109,0.44093258077164443,0.5557413375426827
CapeCoralcity,0.27662458537037166,0.33695445055220097,0.8160857315672287,0.9402796619431265,0.5924861073582319,0.3573751255989262,0.6017122971361183
Lodiborough,0.30358044840851894,0.3469768601033395,0.8281525941208794,0.9195998567948535,0.5995774398568978,0.3768066963605358,0.6063196235753375
Detroitcity,0.647961110976181,0.1514036992832963,0.4738927852284093,0.2373220681395158,0.3776449159068506,0.481416075844305,0.3409885094677617
Sarasotacity,0.359560097036268,0.2805623588046142,0.623716892093029,0.6090523184298495,0.46822291659094023,0.366071037337118,0.4635398009961985
BrooklynParkcity,0.29453584715805436,0.38884678330550415,0.8366099012860229,0.8613457114245647,0.5953345607935365,0.3816425839709833,0.6012868981078361
Dothancity,0.40421223482596047,0.27739766466770727,0.7338357757182896,0.7778501012549923,0.5483239441167373,0.4065883552112371,0.5441839318856598
Visaliacity,0.33796105869467735,0.2851044192170286,0.7990656662781033,0.8203985821840705,0.5606324315934699,0.37478135351982544,0.5590562454148859
Highlandtown,0.2787529468240771,0.3985881374043198,0.9272794325286751,0.9006848286684027,0.6263263363563687,0.382977284649619,0.6309883656923672
DelrayBeachcity,0.4107061159730483,0.3257080337147339,0.6579224351039279,0.6748750646479098,0.517302912359905,0.41476393558477326,0.5139006397241883
Oxfordtown,0.1929866895216316,0.3632773698624659,0.8764927022555696,0.9208377295171565,0.588398622789206,0.31767040156789855,0.599130408169327
Andrewscity,0.12435324355041846,0.2826105125283012,0.8086054549791079,0.981483690102184,0.5492632252900029,0.25020996479222307,0.5658200004950509
Seguincity,0.211453387429015,0.21219885957807455,0.6761057193158113,0.8549300381974626,0.4886720011300909,0.26915044251407216,0.4976504906816264
UniversalCitycity,0.3382936248714561,0.3691567375054041,0.8217869115646872,0.9329126984092014,0.6155374930876872,0.40415796686033667,0.6226369380616104
SierraVistacity,0.11556223122894722,0.31689453566443754,0.8100161456677147,0.934980586176476,0.5443633746843939,0.2529499315312507,0.5606782119316065
MyrtleBeachcity,0.3411355367441304,0.2868382833876823,0.700654359833651,0.7178429525586357,0.5116177831310248,0.3661970703764879,0.5097623500994517
Hawthornecity,0.48386013687681656,0.31026834044022694,0.6979695989276141,0.2550365476273196,0.4367836559679943,0.44347753494672404,0.40595741358115006
Savannahcity,0.5244314628380791,0.23343438186887494,0.5952482106951753,0.6218643539257778,0.49374460233197676,0.45164158362623447,0.4805255554450467
Pennsvilletownship,0.26140745681091593,0.3834913833117282,0.8589404788490145,0.9343365157327859,0.6095439586761111,0.36417470971110394,0.6194179568453403
Melvindalecity,0.2956672281706298,0.2759192464657159,0.7466706283125987,0.8005699219849391,0.529706756233471,0.34177942069493294,0.5314143218318422
EdenPrairiecity,0.27500737103952344,0.4950508290324983,0.8883072206286129,0.9305201208211216,0.647221385380439,0.405808294152371,0.6603342032897133
Greenvillecity,0.43806470680284565,0.2435329563747195,0.6929113966265266,0.6554911570901848,0.5075000542235691,0.4103887299249215,0.49590245472534566
KeyWestcity,0.11859936814456926,0.30837459576763837,0.7567572250860258,0.6150773375583007,0.44970213163913353,0.2372794373383077,0.45210689864390075
SanJacintocity,0.35913430465406926,0.2195626710837825,0.7307244782494122,0.8797067435525813,0.5472820493849613,0.3662118011452048,0.5477525809716055
Greenwichtown,0.25575171773085914,0.5793806538086355,0.8987474977003178,0.9558554096925458,0.6724338197330896,0.41936885296214954,0.6914706621365898
Sacramentocity,0.38267171500692665,0.2699152197941286,0.7015234459373072,0.47241260588286793,0.4566307466553076,0.3783160541990382,0.43953737989194575
Lakelandcity,0.37558644819210635,0.2724645935373609,0.679610908588692,0.5681398696177496,0.47395045498397725,0.3763776918926462,0.4632208103026929
Scrantoncity,0.27696799149392226,0.23914387806945736,0.7893940908799771,0.8926485324384552,0.549538623220453,0.3265079017924315,0.5528101396271536
Centertownship,0.2688894799192902,0.3625505614214166,0.9225874556572395,0.9910301784923481,0.6362644188725737,0.36965055380987577,0.6443696090894354
Joplincity,0.2810756888570502,0.2256176299356288,0.7440797573824802,0.7960470315710728,0.511705026936558,0.318440252334879,0.5115304876999166
Sparkscity,0.3009143236237985,0.3442398434835353,0.7881976187848331,0.8724973363643018,0.5764622805641172,0.36975728584053996,0.5828435424360775
Colliervilletown,0.08226928785033367,0.4536911052225482,0.8972536907637841,0.951537203972691,0.5961878219523393,0.27815973262305876,0.6174730884813953
CityofOrangetownship,0.640033845426051,0.27193067030956725,0.6116284247051066,0.27536073808467504,0.4497384196313499,0.5220928671701557,0.41451987654450423
SouthGatecity,0.4810607914900994,0.26955269758166356,0.8007072569355389,0.5822111665818069,0.5333829781472772,0.4494938499167097,0.5118827689341687
FortWorthcity,0.42512541892586975,0.28393463503862293,0.6738579732888285,0.4403980525786744,0.45582901995799885,0.40491373830251376,0.43709648472812884
Slidellcity,0.32790430175600344,0.35216414205342506,0.8153508821246949,0.8288792169050025,0.5810746357097815,0.3889667444290498,0.5829640444636679
Scottsborocity,0.05538841557545713,0.2680863416891874,0.8005270438488346,0.923112134610689,0.511778483931042,0.2014715462003337,0.5285426347748212
Yanktoncity,0.030598570406246688,0.26231743726942847,0.8333500543699583,0.9500880201597628,0.5190885205513491,0.1881661636821393,0.5365113621839984
Miramarcity,0.3889067776810236,0.3660114262759248,0.8226055323517092,0.7503338014815748,0.5819643844475582,0.4278472945700059,0.5772060303337965
Oceantownship,0.29947568468358116,0.4502864770946384,0.8796954902003253,0.920162447238864,0.6374050248043522,0.40716810649830154,0.6469689122768321
Harvardtown,0.10039864840403945,0.458710941293622,0.9201012689783293,1.0,0.6198027146689977,0.2940261229552883,0.6417132658645603
Okmulgeecity,0.1471512493271268,0.16740599061556188,0.6088480630228098,0.736817948422659,0.4150558128470394,0.2082226526301447,0.42246704418145364
NewportBeachcity,0.2794421076319206,0.5461223531551286,0.8209090889552797,0.8412943554336565,0.6219419762939964,0.4146239612292895,0.6362952518940755
Martinezcity,0.30563401259407963,0.43613512509688557,0.8205271422588897,0.9180405163384493,0.620084199072076,0.4024069918452232,0.6314849234011943
Prattvillecity,0.33855274337363783,0.33431148687827267,0.8362340168002109,0.8633820847508565,0.5931200829507445,0.39323230380954716,0.5942654235235085
Montclairtownship,0.4291399594516437,0.4838973069428087,0.8185471769458561,0.8280907748271212,0.6399188045418575,0.4877887575349488,0.643133851810479
Hollandcity,0.31250684630239395,0.31381737737015003,0.8304352074463895,0.9150694094929416,0.5929572101529688,0.3729720428509645,0.5972544468086842
UpperArlingtoncity,0.2705622029808257,0.5009485800127551,0.9265910230248642,0.955030859967091,0.663283166496384,0.40849846901675746,0.6762244771950918
Hopkinsvillecity,0.1709158028923454,0.22853296107487067,0.6934498083137198,0.7790151706177412,0.46797843572466924,0.24769718617912265,0.4751375617489966
Glendoracity,0.3122333926665384,0.43691787658424963,0.8803103081478748,0.9222991349784082,0.6379401780942677,0.41131865224646025,0.64627384363168
GreenRivercity,0.05710323927188693,0.39423805901704956,0.8653465512421717,0.940925316866991,0.5644032915995248,0.24338271919275484,0.5850389708680239
Sumptertownship,0.09831662168882754,0.34937239631788486,0.8299202490280702,0.8886935111685399,0.5415756945508305,0.2514375540017256,0.557067146389307
Bellinghamtown,0.15975539297180644,0.4296556254387297,0.9032925037711301,0.8143075388393314,0.5767527652552494,0.3143435414080597,0.5857985286320057
FortDodgecity,0.04566084300442317,0.25964087054937907,0.7723059159745623,0.8620824427789028,0.48492251807681686,0.18892322280417273,0.5001103457942817
MountOlivetownship,0.25385799808221265,0.4466100187353783,0.8888852114668957,0.9374989051006322,0.6317130333462797,0.37963270430143703,0.6437813190606249
Hanoverborough,0.028575016173658905,0.28663851544139135,0.8170260316129991,0.8355047900382495,0.4919360883165747,0.18853430273121485,0.5057632012012239
Nicevillecity,0.2983931674172072,0.33301460293572077,0.8470195143618979,0.9724257347601686,0.6127132548687486,0.3729944921369187,0.6207146376645878
Westlakecity,0.2728455993501493,0.461270074735856,0.9252535390315274,0.9756841795973259,0.6587633481787147,0.39938910408200556,0.6707061039762899
Palatkacity,0.2597712801998471,0.13650050609950304,0.5380983966128062,0.5073173826716518,0.36042189139595204,0.25488251558024483,0.35271930199387713
Glendalecity,0.2951015442028222,0.4060755242884762,0.88136211869546,0.8378080394591673,0.6050868066614814,0.38938263215890434,0.6084578017039495
Massilloncity,0.3183697090726344,0.25557077000900785,0.7802480363437176,0.9086443611829451,0.5657082191520763,0.356206588736775,0.5689880884408562
Wenatcheecity,0.04773850087361979,0.2456311235712618,0.7577621740670006,0.8932819377652987,0.48610343406929524,0.1862472482844813,0.5027740533890923
Roxburytownship,0.2517138983299791,0.5272426075048859,0.9433239298777029,0.9655902082139712,0.6719676609816347,0.4060103221399788,0.6868574103571935
Artesiacity,0.37790142434102786,0.3403078911625453,0.8492246464261375,0.5449227454086057,0.5280891768345791,0.4088212157780733,0.5109944051247785
Cudahycity,0.2758326788510318,0.32112166308103984,0.8365742549557371,0.9351578598861682,0.5921716141934943,0.3538286664317331,0.5993652436515162
Urbanacity,0.06245549159844147,0.2828625467464758,0.7853657102806468,0.9413162779956636,0.518000006655307,0.2094036214611721,0.5368178877984595
Burlingtoncity,0.38041745008331507,0.2952109944304908,0.7682937385038245,0.8389095741175376,0.570707939283792,0.40180342787125894,0.5699784082818364
Hendersoncity,0.2986434259133893,0.38705738660268707,0.8070699901171093,0.8994264988052181,0.598049325359601,0.38273205152907747,0.6070878488284712
Champlincity,0.27161753128897265,0.42783364686060943,0.92331790872473,0.9368517651440078,0.6399052130045799,0.3877781614257417,0.6483927116041257
Highlandcity,0.37983202530624716,0.29931833567587646,0.7209813504635956,0.7186046441816198,0.5296840889068348,0.3948419103472866,0.5255395691112175
Hyattsvillecity,0.445141894248306,0.3444024747531316,0.7536875721191458,0.7682441858615432,0.5778690317455317,0.45147471069417233,0.5735598914578928
SouthBendcity,0.3792354225201807,0.26339010613456515,0.7143591302178369,0.6356562893284637,0.4981602370502617,0.38103165745499845,0.4884328291865122
Stuartcity,0.3520281426782384,0.29008304214345354,0.676982347529913,0.7288111530722846,0.5119761713559724,0.3723348699100307,0.5114703566063517
LighthousePointcity,0.2743226979273296,0.40803005305051915,0.8322777274614928,0.9580250013203067,0.618163869939912,0.37772655295761454,0.6311366013890122
Southgatecity,0.2802605894809487,0.3723156153689611,0.8859051270423796,0.8383523365704778,0.5942084171156917,0.37124155313110047,0.5964335288864973
Orangetown,0.2743941675793289,0.5607354093176056,0.9626697727211156,0.9022528085520455,0.6750130395425239,0.4284815841856559,0.6863092534209843
Moorestowntownship,0.27170301300042976,0.5091467823865733,0.8884530189051153,0.9373237517190178,0.651656641502784,0.40799092321518216,0.6659723666127864
Rialtocity,0.4489802831554703,0.3390727336957339,0.7871916774790861,0.6382532923800543,0.5533744966775862,0.4503426238246141,0.5404321999496478
Gastoniacity,0.39176426084851335,0.2769964592752452,0.7314963706906189,0.5581529278759061,0.4896025046725709,0.3910854898965799,0.4751969424531718
Irvingtontownship,0.6389017151475551,0.2990653734592147,0.6210011784689522,0.28573205333667273,0.4611750801030987,0.5300743387660722,0.4274198067620677
Hobokencity,0.36947007253973313,0.3378976467772812,0.6671792261550452,0.708558595776075,0.5207763853120336,0.39491679812462616,0.5212667325049625
Harlingencity,0.45402797521820787,0.21243916382162456,0.7136378493284753,0.8011821191105302,0.5453217768697095,0.4180317788150153,0.5376195497889831
ColonialHeightscity,0.2740747295017852,0.36098616059917826,0.8536327612695331,0.9434035191671766,0.6080242926344184,0.36550287398328957,0.6168584020841701
Oneidacity,0.029895265325558334,0.27955441232256684,0.7913094762679499,0.9608242298767379,0.5153958459482032,0.18975931438013138,0.5363545409784931
Charlottesvilledistrict,0.3092792263343378,0.37909743022829845,0.7817074028095418,0.8491520146456802,0.5798090185044645,0.38332012921698094,0.5866721592909695
Clarksvilletown,0.28780664648284077,0.28749200393063734,0.7810555889065004,0.8489796550899259,0.5513334736024761,0.3445127299519098,0.5547139447840372
Clintontown,0.05415050329963376,0.3434880402246046,0.8049643615519043,0.9152402817768793,0.5294607967132555,0.22190496239657892,0.5494414695707528
Chesterfieldcity,0.2813732470524103,0.5980722988493411,0.9373607048463259,0.9682655371781113,0.6962679469815471,0.44357296236797705,0.7136481411879829
Sayrevilleborough,0.2936320062738009,0.44422234591769383,0.896475042429166,0.9293885488784706,0.6409294858747828,0.4034971998205641,0.6501046781794426
Genevacity,0.07852275494948752,0.2601976218816018,0.7217890868831438,0.9220426093685586,0.495638018270698,0.20736748215667555,0.5147344377415743
RoanokeRapidscity,0.11204080423813295,0.24246080929479571,0.7361289752196006,0.9006852889211254,0.4978289694184137,0.22316953109932777,0.512577785356323
Dumascity,0.09710809824231283,0.31676913325368705,0.8246270681267428,0.9742514357528022,0.5531889338438862,0.24413623052013525,0.5716532039757578
Winchestertown,0.27443786567856193,0.5861162559787585,0.9274394088778892,0.9841006024094191,0.6930235332361572,0.4357955399888613,0.7114405124277434
WisconsinRapidscity,0.027480188232157452,0.27772415356922076,0.8173831190962706,0.9370930921463507,0.5149201382609998,0.18892318043765,0.5334178351803571
Longviewcity,0.2754523420549785,0.26338850843856204,0.7592765441045749,0.8920960382774433,0.5475533582188897,0.33007936026675044,0.5535911412467123
Bellmawrborough,0.2759028798404856,0.3610866173078616,0.844961188770818,0.9463555369247681,0.6070765557109834,0.3660917137419512,0.6164054599920497
ParadiseValleytown,0.27384903221070234,0.8983672980911096,0.9426625321161018,0.9611661175845,0.7690112450006034,0.52327623654095,0.8011623375680437
Lodicity,0.31162936004906067,0.3025689298738682,0.7925481724506224,0.7931113195706656,0.5499644454860542,0.36218586455061685,0.5495395813332967
Troycity,0.19325387797688207,0.1873535867696343,0.6777709043734019,0.9424785321493472,0.5002142253173163,0.25426276923724134,0.5131545921457512
Stoughtontown,0.2744445178681057,0.40732750079929025,0.8919169367863038,0.9125491645620493,0.6215595300039373,0.38053678266756613,0.6292352905392837
Holmdeltownship,0.1976606336053758,0.7132074258888721,0.9474197028283492,0.9712616584384475,0.7073873551902612,0.42567570952236855,0.7343567925849408
NorthPlainfieldborough,0.3229837114023674,0.4149072856662169,0.8651367051679913,0.859174174537196,0.6155504691934429,0.40836458026319167,0.6198485213750956
Beltoncity,0.2852968223438784,0.3308981010299247,0.8240776965984908,0.9322617582463302,0.5931335945546561,0.3612899508324098,0.6008228615713502
Warrensburgcity,0.06759471589454057,0.22885651374219684,0.767556395322495,0.9242383943743999,0.4970615048334081,0.19546470131177826,0.5129586946783862
Richmondcity,0.07242354769099979,0.22710855713806394,0.684180908167822,0.7212697198186098,0.42624568320387385,0.1845647106277074,0.4358343742587665
Merrillvilletown,0.3029851393255959,0.3724217389473577,0.904150171095273,0.8429809526370606,0.6056345005013218,0.38666197098711247,0.6060478695594993
Yeadonborough,0.5958137675038201,0.35932601637910566,0.7802190173914226,0.8253014460531278,0.640165061831869,0.551472890218576,0.6305947957087186
BellefontaineNeighborscity,0.30957575980067015,0.34133037058008464,0.9102514874484706,0.9047129477962117,0.6164676414063592,0.38457237638309116,0.617778444962717
Stoningtontown,0.07605809722708488,0.3952351987073072,0.8528627708336274,0.9804534732339234,0.5761523850004857,0.25564228645027276,0.5984907751945117
SanFranciscocity,0.35042206586413505,0.32653180571718166,0.7542606243069336,0.3935228051148347,0.45618432525077124,0.3757741585097292,0.4369529212838187
Covinacity,0.35368106334774935,0.37824326476287984,0.8000969157945098,0.6337547492337898,0.5414439982847322,0.40405567717241275,0.5343550000274527
Corvalliscity,0.037689350191196166,0.2660773335332083,0.817779761253114,0.8921689912161651,0.5034288590484209,0.19035263163498564,0.518567719713674
SantaFeSpringscity,0.4512558182843997,0.3069746967427577,0.8136522673285871,0.3768211656220501,0.48717598699444864,0.43566242795282056,0.45812037583203974
Farmingtoncity,0.2733529977464028,0.40810553343516454,0.8955603008850671,0.9312300650547073,0.6270622242803354,0.38101364872960686,0.6355833392732555
Winslowtownship,0.3116542519651499,0.39264504692775987,0.8340392558844738,0.8711954667814371,0.6023835053897052,0.3932872966137332,0.6082908556826838
Meridentown,0.32330003121385065,0.361850382328714,0.7891310498419424,0.8821622596343796,0.5891109307547217,0.38874071152128215,0.5956900088000867
SantaMonicacity,0.32447660637607284,0.36339700600939695,0.7662019834136102,0.3527433944044206,0.4517047475508752,0.3697775822598496,0.43297783808208185
Simsburytown,0.03258216902918357,0.5794635436942015,0.9451322504860407,0.9775875850612525,0.6336913870676696,0.2876413867978901,0.6626582225296811
Biddefordcity,0.027480546370247317,0.2967541881636517,0.7597136654891397,0.8073235300583745,0.4728179825203533,0.18538755463388504,0.4886621578384852
Oconomowoccity,0.027369430704158617,0.362582038545405,0.8956936787501676,0.9577519654127747,0.5608492783531265,0.21927167692278066,0.5807128230783192
PalmBaycity,0.31814243900885314,0.3250344108870191,0.8084414110427247,0.8888382759120697,0.5851141342126667,0.37697505038547724,0.5894785760500423
Greshamcity,0.28115686806089185,0.3352837308938056,0.8231447562282379,0.8388906513279271,0.5696190016277156,0.35668353283413234,0.5731126395243458
Eriecity,0.3328243204828992,0.23186617203187687,0.7025879200112325,0.7555866541918996,0.505716266679477,0.34718655802596304,0.5033182959659592
Provocity,0.2795995826352998,0.2418041318806218,0.8686143128100398,0.9572197440348507,0.5868094428402031,0.33709149491556617,0.5893499418637097
Lewistoncity,0.27129007034841507,0.2587410918585619,0.7281363666768683,0.8834773607346189,0.5354112224046161,0.3235856571608306,0.542550823183011
GrandRapidscity,0.3715273056576241,0.2753349453454919,0.7002425864593798,0.7259316720036193,0.5182591273665287,0.381746521263866,0.5147339636281341
VanWertcity,0.03911500884708729,0.285545017548211,0.8236796265299335,0.8595728865539358,0.5019781348697919,0.19599055028166998,0.5160942983060481
NortonShorescity,0.2787004055119036,0.3504998895227728,0.8939231313164792,0.9405203073971995,0.6159109334370888,0.3683318546432702,0.6218307664416682
Ithacacity,0.30891264643188676,0.2098975521590315,0.689457061134069,0.9235178402887539,0.5329462750034353,0.33129472323757636,0.5396985592475267
Jacksonvillecity,0.4128963810519212,0.2826342707143173,0.7691926851487411,0.8737258722786428,0.5846123022984057,0.41935120969181344,0.5833258561380206
Vermilioncity,0.2715047459149805,0.37338154770598825,0.8745443165469199,0.9894757406288218,0.6272265876991776,0.37059072313429037,0.6380669989928232
PembrokePinescity,0.3224618267226846,0.3768713835687243,0.8461815928595673,0.8969791408942764,0.6106234860113131,0.3972684115129942,0.6158838412553507
Westervillecity,0.27801655327779046,0.46395639964653856,0.8994558932596898,0.9269101595168835,0.6420847514252256,0.39964852364410897,0.6527544570565227
NorthAdamscity,0.034750712653100965,0.23458766931706104,0.7290822477152916,0.9494858869732092,0.4869766291646657,0.1750191661936208,0.5079886589607596
Wallingtonborough,0.28697973779358527,0.33748962154507206,0.8780212619913615,0.9133377743997787,0.6039570989324494,0.3675861127207609,0.6082484187404447
Mequoncity,0.2807389254205528,0.5528850933103273,0.9552281867621777,0.9856263426237006,0.6936196370291896,0.43248046357999953,0.7087468532167545
Cumberlandcity,0.2905691596914182,0.1800876790480831,0.6861801257288092,0.8939927553764325,0.5127074299611858,0.31049023706337686,0.5175739874114001
CottageGrovecity,0.27313582433861605,0.4425487024292851,0.9274848475121742,0.9694330812133483,0.6531506138733558,0.3942725541058199,0.663718669462948
Berkeleycity,0.5928790312349965,0.2682980340136367,0.5776156147067432,0.6396513923618614,0.5196110180793094,0.5024094411313218,0.5064837571009974
Kingstoncity,0.08228402425996109,0.2987695206960381,0.6976553336225586,0.9198942449712989,0.4996507808874642,0.2185663998597609,0.521587001276705
Denvercity,0.39053579913569875,0.2712400218764469,0.6770483098117251,0.5731710306530986,0.4779987903692423,0.3851265109068581,0.4668401375483484
GalenaParkcity,0.4361629321812588,0.26775902373769633,0.7977927676686335,0.9200101851421371,0.6054312271824315,0.4331340149072038,0.6031219026339285
Leicestertown,0.16036019779881489,0.3970660247868649,0.8900930184399364,0.9311317937568881,0.5946627586956261,0.30863854120501266,0.6085499888108761
Moorecity,0.2851875263732711,0.3461790493299737,0.8198504620995914,0.9217496705139384,0.5932416770791936,0.3648199307746618,0.6013862136477461
Alamedacity,0.32295338877514407,0.3787696779547556,0.7945908694213476,0.7874085510686397,0.5709306218049718,0.3903933690718482,0.573362320346317
BeaverDamcity,0.029211400992630546,0.2924370444815986,0.8593446969596826,0.970850878444422,0.5379610052195835,0.19844663119760386,0.5566975964682688
Wallingfordtown,0.24728376747383,0.4206371511211685,0.8970429214687452,0.9205030604189904,0.6213667251206835,0.36837614635872634,0.6312074012505627
Fairfieldcity,0.2856585645932967,0.3917014107712907,0.8628715927485279,0.8875333565390103,0.6069412311630313,0.3799277174408461,0.6134764616614552
Millbraecity,0.30018195713673224,0.4445009092965839,0.8766304101488245,0.8955135196314734,0.6292066990534035,0.40489003447757127,0.6373668021355285
BossierCitycity,0.3637416802436519,0.2819615233783445,0.6925301459354113,0.752530521809412,0.5226909678417049,0.37919800814274024,0.5216019787921397
Brainerdcity,0.028538904198499724,0.20371288988758116,0.7119091506189696,0.9072577032683807,0.4628546619933578,0.1598179560589866,0.48138078891028246
Lancastercity,0.37993731668396763,0.23312695719836604,0.641322360562864,0.6636130139784413,0.4794999121059097,0.3684260428682193,0.47327392680240854
LakeCharlescity,0.47574610844786425,0.22396725842181417,0.6916057026312377,0.7627684190562807,0.5385218721392993,0.43149785659114387,0.5294910654592488
Ashlandtown,0.24734732985078642,0.4770598852942197,0.8846478931842916,0.974513204581275,0.6458920782276432,0.3851603239343148,0.661870971569664
Richlandtownship,0.20860638301087603,0.3022073563768651,0.9041841174738954,0.9324133834767859,0.5868528100846055,0.31257654600318185,0.5929443220530496
Arcadiacity,0.2958856293175416,0.45063154244639525,0.859073522700702,0.824191490924974,0.6074455463474032,0.4001851041595001,0.6134387404150595
Miltontown,0.29344049350666196,0.49074345502378136,0.9304379670891618,0.9648342481013594,0.6698640409302412,0.4202141274679234,0.681449003056707
Wilsoncity,0.25867281128895725,0.22816349107437944,0.6263285030569452,0.6208220394417031,0.43349671121549627,0.2905092070859248,0.4316959220240053
HighlandParkcity,0.29148253098203414,0.6317915667882955,0.937750928549482,0.9600275715309136,0.7052631494626813,0.45892496333378147,0.723392433402066
Indiocity,0.45557677083481896,0.26083828179736224,0.6989401484515383,0.5868137603891255,0.5005422403682112,0.4239820860285937,0.48519899651321774
Frederickcity,0.3361649500701076,0.3577042822965135,0.7722573910529125,0.7785916141101217,0.5611795593824138,0.39054785924770274,0.5625732371465946
MercerIslandcity,0.27805988985708646,0.5589604899686598,0.9003449110423116,0.9474858852275577,0.6712127940239039,0.42707401959042773,0.6876148727387449
ForestParkcity,0.48538410180159236,0.37482010397359733,0.8398588624768989,0.8562032023077286,0.6390665676399543,0.49409525479082556,0.634355584740096
Logancity,0.2778242968799913,0.24861946252733094,0.8726013534710519,0.972175079136866,0.5928050480038101,0.3387397783693946,0.5963234925694677
