communityname,DemographicsScore,IncomeScore,HousingScore,CrimeScore
LakeCharlescity,0.47574610844786425,0.22396725842181417,0.6916057026312377,0.7627684190562807
Ashlandtown,0.24734732985078642,0.4770598852942197,0.8846478931842916,0.974513204581275
Richlandtownship,0.20860638301087603,0.3022073563768651,0.9041841174738954,0.9324133834767859
Arcadiacity,0.2958856293175416,0.45063154244639525,0.859073522700702,0.824191490924974
Miltontown,0.29344049350666196,0.49074345502378136,0.9304379670891618,0.9648342481013594
Wilsoncity,0.25867281128895725,0.22816349107437944,0.6263285030569452,0.6208220394417031
HighlandParkcity,0.29148253098203414,0.6317915667882955,0.937750928549482,0.9600275715309136
Indiocity,0.45557677083481896,0.26083828179736224,0.6989401484515383,0.5868137603891255
Frederickcity,0.3361649500701076,0.3577042822965135,0.7722573910529125,0.7785916141101217
MercerIslandcity,0.27805988985708646,0.5589604899686598,0.9003449110423116,0.9474858852275577
ForestParkcity,0.48538410180159236,0.37482010397359733,0.8398588624768989,0.8562032023077286
Logancity,0.2778242968799913,0.24861946252733094,0.8726013534710519,0.972175079136866
RockvilleCentrevillage,0.30141702384533303,0.5081951666469421,0.9303162130427535,0.9120315057352036
Mankatocity,0.031181584017856798,0.2491045027409679,0.8016441730829899,0.9331908561518011
NewportNewscity,0.44036916944227966,0.2909566850584394,0.7274528626169379,0.8058481007422538
AlexanderCitycity,0.16419204635106818,0.24230414888333798,0.7393671536474893,0.835534227724757
Cranfordtownship,0.28859546997872404,0.50923332375967,0.9340550372125763,0.9712785802513056
Banningcity,0.12979264259608464,0.22089408383600254,0.7095332942952259,0.524663398596674
LosBanoscity,0.12976414491915564,0.23720479984265824,0.7699540109045687,0.8323112497567856
Glasgowcity,0.06903559504096762,0.1838204788389046,0.7466505630032021,0.9208757069449456
Laurinburgcity,0.24909343910339538,0.16093898088775938,0.5835481190726336,0.7177811918067225
Portalescity,0.1212701693074994,0.1710588834050643,0.6679998158239131,0.8550133495900165
Romuluscity,0.3803190390738776,0.3061372990063649,0.7414786937909246,0.6722318490142369
Beniciacity,0.3130351001174226,0.46157385669520085,0.8401545584384944,0.922426219678287
Medfordtownship,0.21648300754793562,0.5446236631466052,0.9354589103747168,0.9246913806973518
MineralWellscity,0.08297746070337783,0.2147621826928385,0.6983904122351068,0.7047938228007835
Alhambracity,0.3621925728407006,0.3077613954607277,0.7854774930911823,0.7632031938491672
NewAlbanycity,0.29948412940773506,0.26038857506174257,0.7219992433546911,0.7608262442359064
Annapoliscity,0.4342741880762768,0.35205672383820746,0.6147382838935389,0.5143042500820336
Whitewatercity,0.039596166156284696,0.2349105552828915,0.8132444212725654,0.9611119304683418
Greercity,0.40045759798284125,0.21086350629844205,0.6563805272199371,0.7518707139455809
Millburntownship,0.2773213479322522,0.710163143035099,0.951086401291946,0.9258271616772348
Warwickcity,0.273856504190632,0.36337162907266196,0.8814575473788231,0.8251176996361782
Pepperelltown,0.031833046853612414,0.4283060870388981,0.9142189288445062,0.937181597276211
EastBrunswicktownship,0.28505616088001573,0.5349738170899242,0.9454704180169391,0.9505273760975603
FortSmithcity,0.3085011906282986,0.27243727598015605,0.7645626264796755,0.8367024274139866
Bostoncity,0.41866516420149336,0.2855711401949409,0.6313432405208452,0.444492668403639
SouthMilwaukeecity,0.2736471163820149,0.34051643871658555,0.8570096631858983,0.8792513226604461
Glastonburytown,0.2065880878715538,0.5286538745964812,0.9191367984717714,0.9910598624813092
Midvalecity,0.3083071584148321,0.23477590895649728,0.6922154281450862,0.866521275717067
Bloomingtoncity,0.2911582841924705,0.22025204759507155,0.7451551897587639,0.911949877096755
MountainViewcity,0.3306570061403582,0.4147792212686336,0.8024083154757361,0.8603004909805156
Allencity,0.2930767389567563,0.46114504761434616,0.8939780565059007,0.9526477071630083
Madisoncity,0.2934213471739411,0.31254902792905853,0.8145207993402183,0.8777222553590647
Athenscity,0.14315520227936016,0.21585713004684293,0.675917705946222,0.8330212627406616
LincolnParkcity,0.28201097389718766,0.31665619694014413,0.8422823429471759,0.782817143011641
Somersworthcity,0.273177052109355,0.33888021539642477,0.783693098263263,0.9479633335009131
Ypsilanticity,0.39640034074545605,0.22498300686631034,0.6302478473588401,0.6627232575937287
HazelCrestvillage,0.5297277431315451,0.3903656049989128,0.7870506041814037,0.8587352089715847
Braintreetown,0.2725094187331869,0.4255150833305277,0.9023328151589719,0.8832665097940464
Dovercity,0.03293982515344587,0.30082922472912477,0.8456154775038418,0.9853771315886372
CollegeParkcity,0.6388835734233835,0.24053038548367653,0.5041729071822294,0.3435236929278064
Elizabethcity,0.4588763258484685,0.27608848425775057,0.7121326582385632,0.49987467684031506
Smyrnatown,0.061888564891413325,0.32336871453641947,0.7506151856009727,0.9195073005867259
Clarksvillecity,0.38086436222722564,0.2799237303400104,0.8003154062527618,0.8833248311678417
Ramseycity,0.26977199337154983,0.44398054437440554,0.9585526476962402,0.88145126528877
Patersoncity,0.5453533799037055,0.2639913556191629,0.6407867372974613,0.47544624922018336
Dovercity,0.4274270236032825,0.3229504656710997,0.7413886726782911,0.8299561320100363
Ankenycity,0.02903796968618611,0.37961418659367113,0.8923742590703272,0.9709453043536562
SomersPointcity,0.2948661686934864,0.34387267919952635,0.7665897339242457,0.9171748787468595
Orindacity,0.2777994011777653,0.6918063275081616,0.9525701728158072,0.978323988248069
Sheffieldcity,0.3851893234308214,0.22347691675283315,0.728870364335439,0.8658587395970703
Fontanacity,0.40296253900227497,0.34190710303559546,0.7686418962584094,0.6103847165139882
Sunnysidecity,0.17061281411992285,0.19699386718990464,0.7073806188340102,0.8155347930040668
SpanishForkcity,0.031078099411527324,0.3151760221948594,0.8966858545765984,0.9783840849337692
AuburnHillscity,0.32217923421172506,0.3540951295292793,0.7588791545955385,0.8906255019785299
Douglascity,0.24687888421146356,0.1911271381758929,0.5986489278771687,0.6431330632996443
Germantownvillage,0.27095363131013506,0.43206416219922017,0.9184719585544849,0.9213476353819166
Irmotown,0.3231754150415349,0.4213662281595626,0.9084149307947027,0.972624134662645
Mitchellcity,0.026917925059555942,0.24102099530370322,0.8229780205064954,0.9453643691873945
AppleValleycity,0.27461071236204976,0.4739022330610208,0.9097255862578174,0.9172926153291585
Roseburgcity,0.033578320476095644,0.2654444177649679,0.739048934419035,0.8041005748854744
Crestwoodcity,0.2723290143303774,0.410599861167365,0.9379682609277007,0.9306509265593009
HasbrouckHeightsborough,0.2819895998349373,0.435426957831448,0.9391166253071296,0.9361753067911096
LaGrandecity,0.03461203922001822,0.24201485832816833,0.7721907744396057,0.8731474353541505
Kaukaunacity,0.2686648602403295,0.32482139410730826,0.8954916165857985,0.9895344107504475
Bellevuecity,0.2836591453010613,0.4280572704330655,0.8579851800779583,0.8810491483683716
RiverFallscity,0.029800842302930154,0.31497371949055697,0.8208323997433886,0.9483895367005979
Milwaukiecity,0.2758983570515337,0.32083960573138404,0.8055698457471882,0.8627233342969779
Clemsoncity,0.08806403630943516,0.2593252088735201,0.8384293081825483,0.954725555697713
Marlboroughcity,0.28599776127812,0.4017857008297878,0.8368742336140307,0.946767023210418
Greenbeltcity,0.37201745872391123,0.3920062378304999,0.7627518414478953,0.8008880442430182
Stantoncity,0.35831379984373973,0.32830548022492356,0.7822342305833218,0.569443560771901
Florencetownship,0.27096492311406833,0.3790777356809297,0.8419043756338356,0.9312669363855206
Harrisonburgcity,0.061595122028414315,0.27716414910227555,0.7612238485074045,0.9289271095547434
Trumbulltown,0.27801602959631677,0.5488658346139933,0.9627878114825864,0.9227827070003864
BatonRougecity,0.48811330298854205,0.2326005440444208,0.6192438695821605,0.2838585233830379
RollingMeadowscity,0.30128061293192365,0.44605024733226695,0.8828590677521415,0.9386244422004438
Watertowncity,0.02636472918106019,0.2512541641296082,0.8323847305675587,0.9660275697393489
Springfieldcity,0.17594729189172092,0.23161848948697647,0.6769236523343055,0.8289947620058347
Marquettecity,0.04082004244013295,0.2653837302507613,0.784374107002464,0.9547709323875029
Miamitownship,0.23210954726475355,0.41999370230773503,0.9121029212768378,0.9302325150852822
CentralFallscity,0.35641868370735724,0.19479555199226878,0.6269003615706694,0.6139709627351468
Reedleycity,0.1709715934259789,0.23198839122793702,0.7885843580999798,0.8002087830257957
HotSpringscity,0.10483460932615825,0.1944943785518417,0.6655340467109548,0.7001306779180378
MapleShadetownship,0.30095657504602175,0.352372747889725,0.821772059820297,0.8018718908529352
Huntsvillecity,0.19074581176104252,0.20631257888186166,0.6664014316881561,0.7827712371468122
Vidorcity,0.03153961488628647,0.27021991296667264,0.7939651034887218,0.8404695136790367
Marshallcity,0.03114185459293268,0.2823517928417661,0.8471275410435675,0.9416134787155842
Hobbscity,0.14045677916261304,0.24353345903389356,0.69078748658014,0.7997214109149517
SanMarinocity,0.2789829821980792,0.8283235800501084,0.9533934247122158,0.9260315299768577
Auburncity,0.264244572873741,0.29172312824681684,0.7769635621537494,0.9686424393665204
Salemcity,0.29087152549620543,0.3247111034569995,0.8371188157327358,0.9212955220227308
FortMadisoncity,0.06179118268255432,0.25331672957970247,0.7417397490637199,0.9613497908470379
Inglewoodcity,0.6175502029294344,0.2917873230154422,0.6772313626447719,0.2217111387280128
Crawfordsvillecity,0.0336570857441119,0.26161442112717975,0.7916827256584745,0.9025735335635716
Nilescity,0.2787504974948096,0.27701773932071433,0.8158506403023279,0.9307556083954442
SouthPasadenacity,0.31608889435820714,0.42248289931897604,0.8247907921795646,0.6597588967982985
Kinstoncity,0.3120980596907862,0.1961773438991772,0.5931017802445405,0.6179325172950128
GreenBaycity,0.27211093697838484,0.2853715054008658,0.817137826152612,0.9264191485051151
Ellensburgcity,0.03706307514414899,0.18733882644334265,0.7379052747437727,0.963385436272023
Tulsacity,0.3411159217360185,0.2824856594266494,0.6972224859952326,0.6157778866997241
Piscatawaytownship,0.3684049140055194,0.47346382258981934,0.9006945797721638,0.9398096130062751
Everettcity,0.2915343427186534,0.3135286797258885,0.8002835842986228,0.7387798324682815
Hudsontown,0.26437041642125514,0.4327446040979318,0.897108638033147,0.9846864154086649
PortOrangecity,0.2774959998838496,0.3020274761931927,0.8135127021098995,0.9718460227490913
Herndontown,0.33806621684634885,0.5039850115903446,0.850484248477565,0.9631980586739664
Gillettecity,0.034688976825717324,0.3613450240979285,0.8028302127387718,0.855551569825547
Manchestercity,0.2770987816063243,0.3294909103357345,0.7667845914808314,0.8689002265309221
BethelParkborough,0.27398280480396286,0.4128388779562723,0.9495147094792997,0.9712898874188387
Aberdeentown,0.15467965386542448,0.3099638477406493,0.7229568399551812,0.8565205537951027
Amesburytown,0.04220278654656341,0.3699822251370787,0.8214547684282584,0.9403196695960574
PoplarBluffcity,0.06913336672150582,0.16273816207685474,0.6808162303162538,0.7459540145967071
Uxbridgetown,0.17469320937203275,0.3880833872228457,0.8940547889311952,0.9522788949905688
Westminstercity,0.05550679153926476,0.33322410019477516,0.7561982596624292,0.7253322331979069
Northboroughtown,0.22660453659457405,0.5265400110537825,0.9361908371167607,0.9697327113205165
Springdalecity,0.3372387225620277,0.3870402045922955,0.843931018674411,0.9158304515779874
Garnertown,0.3565178867487498,0.3815355898574886,0.8545175248492269,0.9012825163538007
PalosVerdesEstatescity,0.2793291222992482,0.8354473809735438,0.9580572207741763,0.9736890294096724
Williamsportcity,0.3026564710189854,0.21768289583567485,0.7081459480715685,0.8583336580301365
Poquosoncity,0.2736647105328236,0.42983281464723794,0.8966038887230635,0.9541005150965063
Muskegocity,0.27001021715194967,0.4466254795845432,0.9401612629683307,0.9921916614749491
Goldencity,0.2855698505117511,0.3162375043641621,0.7810244449938707,0.8581638564284302
Coppellcity,0.05198916594549838,0.5422687182103265,0.8896805455887736,0.9484200364047666
GrossePointeWoodscity,0.2694785629075054,0.5172848961503225,0.9486174259680432,0.9525573309989023
Pomonacity,0.46430719419741157,0.30280856926993066,0.7675498337646091,0.3274553088695079
Manitowoccity,0.02877699084026781,0.2702424840744159,0.8534211795213492,0.9370457020121672
Roswellcity,0.13309774264722157,0.2379701071370722,0.7090448579299026,0.7714680466255244
GreenOaktownship,0.040852472642197164,0.4539329941442879,0.8973654128983627,0.9353341479377779
Eastontown,0.21447268724249074,0.4723032022437557,0.916467566831154,0.9497725463663901
Hermistoncity,0.0652905312834648,0.22927032744506276,0.7204656039137763,0.9472537440256956
Carrborotown,0.35357943692023197,0.23845893445337074,0.7145012343852082,0.8312141415399543
ElkGroveVillagevillage,0.2799078946128558,0.46802929825915696,0.9298823146726076,0.8955851774292639
LittleRockcity,0.4371837737532557,0.29252979617799524,0.6873398961293294,0.3084863157922023
Thomasvillecity,0.2862051784111844,0.21248560236853126,0.6328144555292708,0.7540492550129938
GrandJunctioncity,0.3007672819638506,0.21795474228190082,0.6885460372802609,0.802182697034398
Beltoncity,0.3678889333660329,0.2106321881039644,0.7092939640364307,0.9508625181818188
Gallupcity,0.12158623242594234,0.27621108015262047,0.6868793724705563,0.6059524355645975
NiagaraFallscity,0.3472520932590612,0.22073072135865682,0.6517925340669855,0.7765606212996212
Lakewoodtownship,0.35786832675781455,0.30137890661580546,0.8165592245188639,0.7523893825704239
Menashacity,0.2698415067145718,0.2950862137423192,0.8288087853545737,0.9862656724709647
BrownDeervillage,0.30228025807008746,0.4381319772548657,0.9291826284445813,0.9569260455839718
NorthCharlestoncity,0.443558932447269,0.24608293515911212,0.642789006279652,0.5467472640507991
NorthMiamicity,0.4848473368299184,0.276929412740638,0.7082050002689337,0.45500564832607104
Waukeshacity,0.28554841242631074,0.3686557703186605,0.8524329822911813,0.934390337216271
GroveCitycity,0.2717022990126913,0.35883878360535837,0.8471004313138851,0.9646274312493544
Smithfieldtown,0.23065411842760802,0.41479753749822557,0.9180325754066149,0.9609696606685693
Bluefieldcity,0.1381626994551326,0.24058183637899683,0.7520094270193379,0.9141522141525753
Tarborotown,0.18206551292928644,0.26855268638127777,0.7276536460553629,0.7938581942411962
Pennsaukentownship,0.35261137916787233,0.36642660598751947,0.8348432355369755,0.7212148368873756
Perrysburgcity,0.27467201392933893,0.4343713404362543,0.9260176421137287,0.9922910874103357
Cullmancity,0.02783114215547093,0.23763553354841394,0.8069500619777585,0.9309352386336598
Veronatownship,0.28144210606170394,0.5143292473633282,0.9489402587251937,0.960140877786698
Fultoncity,0.031638772680217225,0.23605582531118557,0.7389807461198438,0.7822823115470394
Jacksoncity,0.5438908245553846,0.24326270559654664,0.6383683014270222,0.313955950221546
Azusacity,0.41997046652304076,0.30736582104081683,0.7625734456027222,0.7742546604065115
Barringtontown,0.2712127480784397,0.4948489539212357,0.9385254488995082,0.9757991013899745
UpperChichestertownship,0.3095200808347916,0.40090790892556555,0.8691700146112433,0.9018922199294264
Homewoodcity,0.31007071226173005,0.3346776000562808,0.8154245237589863,0.811353484747368
Englewoodcity,0.4998957622045868,0.43645544646558665,0.7862162742674899,0.8442165213692456
Daytoncity,0.46908810863279504,0.20187258913970463,0.5603609713072337,0.3134367269392978
SanLeandrocity,0.3340955105067242,0.36222435338410625,0.8199253079357076,0.685612242879763
Simpsonvilletown,0.32161551308857506,0.3645705735556417,0.8517614049916467,0.979287154322274
Tooelecity,0.05708371308487427,0.3057655475449897,0.7834374515202821,0.9250092105134657
CanonCitycity,0.05308241360047559,0.21909380880169532,0.7406929058329134,0.9578581402536749
Summervilletown,0.35933492801164746,0.3309876671282098,0.7864020079365265,0.8655330767835354
WestWhitelandtownship,0.28594623062957225,0.4833590191664324,0.9024075198491712,0.941073343227347
WhitePlainscity,0.39619044593356867,0.4206762192475797,0.8155512700067791,0.893304147955562
DelCitycity,0.3291422086936883,0.2792124392100691,0.6803283769070331,0.8753915295945327
ElkRivercity,0.02827205334696065,0.37183480479110154,0.8677244932057636,0.9532203863804857
Ridgelandcity,0.3297652399097221,0.34739839394930117,0.8077930493164704,0.8987668728784207
Laurelcity,0.34409477856549503,0.4334273763321115,0.7877767546799692,0.7929439809967973
Collingswoodborough,0.28888121978719106,0.3481970105602538,0.8265777790499907,0.8490322290140013
LosAltoscity,0.27718262648177694,0.6823770960951279,0.9608114310861645,0.9421707331439902
Owassocity,0.03514272019510255,0.3442509447383535,0.8364045907206548,0.918375741019411
Milpitascity,0.3417874526938713,0.49935219754989496,0.8664014496051899,0.9221008612873275
Monroetown,0.18001632382146962,0.5455265363331546,0.9516829245731558,0.965047905023344
Middletowntownship,0.28268881670374474,0.4990898454604248,0.9373691385317354,0.9892527523089584
SanRafaelcity,0.3154373426262082,0.404808340168012,0.8018610948344589,0.8082434167242191
ElPasocity,0.45939828259090704,0.24396165633715539,0.7660103904331548,0.6793935412741018
Pembroketown,0.1330124054443675,0.4401251908600868,0.9166932747908583,0.9587679488277238
Wheelingcity,0.2902502099019061,0.24163699071174016,0.7263809792633019,0.8684889595284616
Northbridgetown,0.21436005023614618,0.36129712104167666,0.8414731902220252,0.9464061566920636
Moultriecity,0.2522635336726159,0.16280561143566694,0.5580541816600697,0.6987632435421021
ElRenocity,0.08155039767746514,0.24902535274802018,0.7023328982328012,0.6614322445907683
Bergenfieldborough,0.3107977511596872,0.4387117736981177,0.9159605223510072,0.9720321047182883
SpringGardentownship,0.2647982315710292,0.3845839029617557,0.9208099848413668,0.9757566968820377
LomaLindacity,0.33145386760463297,0.32450677645882064,0.7811499680535109,0.7979846551396848
Moscowcity,0.0344442785323769,0.24106135577178858,0.8326863715316905,0.9611757798889529
Hurstcity,0.2938305809584042,0.3780841877305471,0.8228136778229164,0.8162733443895757
TerreHautecity,0.3172841818987955,0.21978335853153108,0.691693009519776,0.8387578224316665
Brawleycity,0.2127526790360656,0.20616101154147903,0.7400643638798062,0.7688696348305347
Oregoncity,0.28191888884125005,0.3492920402847552,0.867125771092899,0.8567281398663156
Freeportcity,0.19988829559903076,0.2309210061744237,0.6456874801565338,0.8348283574200988
Edwardsvillecity,0.3057200919653376,0.34360914887193283,0.8579053587267964,0.9133723718147608
Penntownship,0.1975862948174561,0.3497381641685916,0.9623391865335649,0.9107931543872029
LowerMorelandtownship,0.27008917711823344,0.5518068841086532,0.9745102248210252,0.9574344230652988
Manheimtownship,0.2529180265505047,0.4151741540659344,0.9233596710627945,0.9608744639345531
SanBernardinocity,0.4336644495104983,0.23846784713969738,0.6580264233551616,0.20713807357961483
WestHollywoodcity,0.3029105588229251,0.3029431042402156,0.7732391522878059,0.2829245349000645
Rochestercity,0.44486843723060343,0.22469685389454278,0.5643506712244153,0.38706362618861484
Normancity,0.2735000395823273,0.2853950655553863,0.7750223123954539,0.9275897096802352
TheColonycity,0.07111444184386212,0.4249677872261118,0.9087936759947893,0.8736027497103005
Gladstonecity,0.2752579359282201,0.34710134290150063,0.8433824380199665,0.8478789638199977
Lowellcity,0.301990833999333,0.2775651481412351,0.7096747398531525,0.4673284667771429
LaPortecity,0.3401785799895443,0.4053996949928384,0.8350668115981557,0.9141453068769345
Victoriacity,0.40563244024188244,0.27076644139934725,0.7539102444139115,0.8105052231988338
Gainesvillecity,0.16082246521677743,0.27399448089050804,0.6730491310322044,0.6801424795519089
Yarmouthtown,0.2748354844986154,0.29241108571261587,0.6412931736684939,0.9091682002913646
Soloncity,0.2851077102883344,0.5079203067046641,0.9484492383610509,0.9795884592930152
Davenportcity,0.3146347808772078,0.27958288677804,0.7347292905399554,0.7077344190785123
Raleighcity,0.40702944005381636,0.33939617677450235,0.7594027012979782,0.7875775544933721
Rexburgcity,0.03457136545562189,0.21698786649315596,0.871905521512707,0.987041961012608
Camdencity,0.6248906967478587,0.1407417225169214,0.3044433374017502,0.02284965834249774
Cranberrytownship,0.029024452643425926,0.41166479949880885,0.9270723839799735,0.989323975336406
ElMontecity,0.44682263943057565,0.2643405857403023,0.744599032062787,0.5451726866658915
Hudsontown,0.19905511963679293,0.45388531320431236,0.8988902468787282,0.9517741991321242
Austincity,0.38813697783374695,0.28123696015904737,0.7047073324361903,0.6636560860877321
OldBridgetownship,0.28974032469836064,0.4527170109661584,0.9004040665446577,0.9018024469445117
Hannibalcity,0.05803680321048105,0.22219909644477948,0.769709533331552,0.8741453295699755
Worcestercity,0.31328169294996333,0.2846393413958044,0.7181707511302655,0.7694845467436727
Greenwoodcity,0.23971922605239854,0.21144645976818827,0.579642368998537,0.612835507536488
Snydercity,0.11767959034073017,0.25968301862777216,0.7839533585520552,0.9374748754933082
TarponSpringscity,0.31085550456339583,0.28388868176012527,0.736368853373121,0.8676610589179607
Keizercity,0.2846241161960941,0.32808887984276225,0.8150973029826498,0.911555489093401
LincolnParkborough,0.28049786351161204,0.5011341440022141,0.8820233721332151,0.9771428942780125
Lackawannacity,0.323456792648908,0.23508157046450015,0.7312433688671187,0.7896850951940554
Englewoodcity,0.2770147405293226,0.38389021798081907,0.8892800892912495,0.896338275723522
Roanokecity,0.389018832311647,0.25297718465771935,0.6851714841224766,0.7766312531918117
KansasCitycity,0.4227397430933106,0.2827381256336008,0.6732294723137077,0.2177172981798955
Florencecity,0.3531749920101526,0.24353002372492696,0.7660244287550724,0.8547442916121001
Cortlandcity,0.03552552871463104,0.2480747625563211,0.7284975416290621,0.8847115533467501
Norwalkcity,0.40454182038062864,0.3609043392350246,0.8248811380245522,0.7043843678233643
Yonkerscity,0.3782772202473884,0.3514706589707742,0.7632809916007771,0.6815470738466204
BocaRatoncity,0.29541210329611745,0.4189927019616779,0.8105056616757157,0.8474659121084773
Hamburgtownship,0.03461062748344075,0.46220589392052136,0.8963221813233316,0.9362849650664741
Northfieldcity,0.03261398440011765,0.33001137590889434,0.8398047540468496,0.9407088722367228
ThousandOakscity,0.2974630596698429,0.5179460296090983,0.8903520505259503,0.8829483878492963
Rosevillecity,0.27843424591363936,0.38626932489742327,0.8724888676788709,0.9078106398742173
Brunswickcity,0.5575302201168466,0.18923920302254008,0.544830267552211,0.5147766128911323
Goldsborocity,0.5055745977871324,0.2201258235363099,0.6828023270917023,0.6891229227095163
SanJosecity,0.3560870575160944,0.42337644184627865,0.8236070166272397,0.8243576691654845
Oneontacity,0.04140400970846257,0.2412126078573118,0.7295112251182777,0.9702586760231929
Folsomcity,0.3449038692447541,0.43839050315866335,0.8640304947739814,0.9608520767451413
LongBeachcity,0.33287430598275713,0.39890487849942424,0.7914908056776165,0.8455319489640343
Farmingtoncity,0.07135421412160547,0.3017432346514043,0.7830268203962667,0.8358750857845605
Tredyffrintownship,0.27137109835188006,0.5571859477920167,0.9083671659177598,0.954638250642163
Shelbyvillecity,0.11072154766809408,0.2252475553667857,0.6975270536275876,0.88419326253821
Maywoodcity,0.4930070434721898,0.2570629153728021,0.7562829775789288,0.6815920808732929
Webstertown,0.262990071040587,0.3115108497239159,0.7687164824200712,0.9487541063555494
Tiffincity,0.03572883095685104,0.27335215814742586,0.8097283956757569,0.9315529620154928
Hanovertownship,0.27797340080122884,0.5504638605158688,0.9320024805927798,0.9718781704999432
Colchestertown,0.1973622772249874,0.395593098577659,0.7865935836005725,0.9714941925523671
Spartanburgcity,0.4946571180919963,0.2367936982000981,0.6188092746202911,0.49130748584419426
Goffstowntown,0.1761281387191327,0.4187581596188864,0.9116087400238809,0.8956422538610832
Austincity,0.028512909208950887,0.2594067900553466,0.8207111767396044,0.9472260091734412
Hanfordcity,0.12695143452850957,0.25838276317318826,0.7387504482210293,0.8494312918281658
Charlottecity,0.4276898698619347,0.3330351780576187,0.7451283180346306,0.5374058167884814
Anacortescity,0.03312439112541035,0.30262968621067454,0.8019777544864848,0.914755333141113
Concordcity,0.37038253594880866,0.28145040937550614,0.7502534482180337,0.7790581935166053
Chattanoogacity,0.4353931272135115,0.2443894114549675,0.6703446785313096,0.47256691768475895
MillValleycity,0.2818400445223919,0.5139526242842968,0.8370653112210442,0.9524456862339733
SugarLandcity,0.31382537765687146,0.5224909641483781,0.9318833257143531,0.9290026259571919
Portlandcity,0.33502416946533586,0.3858198766284892,0.8412993133446849,0.9046090511615602
Fallstownship,0.2893995777633375,0.39906907148810616,0.8707836464836912,0.9395939459331549
Peterstownship,0.2332438799999218,0.49741285533037305,0.9509898073646316,0.9361874057246868
Huntingtoncity,0.02888275848234937,0.29349916545055815,0.7951363016551487,0.8936085489792297
Gaffneycity,0.21895424564050858,0.2335816030918261,0.6496035548022305,0.9058269781511802
DesMoinescity,0.2936434861533204,0.33776831292679566,0.7368752639858805,0.8090549955533362
Radfordcity,0.05784143132818869,0.2262342193371716,0.7805297660185647,0.9178341844342228
Bristoltown,0.2707852401604135,0.3474626033062334,0.879748188293523,0.9898070205553021
Ridgewoodvillage,0.2838451650915956,0.6523707698688046,0.942478612653182,0.9674746516285666
Enniscity,0.1686966496089929,0.27396462561362434,0.74719932892558,0.7745405160248199
Wauwatosacity,0.27591569991956655,0.40542343568684225,0.9118020295858845,0.8823232541755905
HarperWoodscity,0.27422070786813235,0.3534915324797534,0.8961945731431488,0.7486498335138702
Ardmorecity,0.09036509866672358,0.2294553791429931,0.7098205038499401,0.8042196164394502
NewOrleanscity,0.5817201057946494,0.18798532386024883,0.5090977875059524,0.2917721569820827
Prichardcity,0.66056756215769,0.10616220262845832,0.4748150707335042,0.3896511421910904
MontereyParkcity,0.33965502397049535,0.3093099013936264,0.8258496817437622,0.7013051176473871
Downeycity,0.36549599552585643,0.3655890865858681,0.8030183726870839,0.7512834213369611
Hopewellcity,0.39859823861236543,0.2862473690521807,0.7018246187041752,0.7222565067714942
Wakefieldtown,0.2713845646830634,0.419738984479035,0.9161762331873502,0.9661354474962294
Edmondcity,0.2835996155049083,0.3825422282011806,0.8509739813296288,0.9189503015430913
Waynecity,0.310176073973325,0.31672160803750965,0.7951613128156452,0.7503531774988252
Weymouthtown,0.2752348043902571,0.4043598079948546,0.8645582012108795,0.8778680797308314
Mobilecity,0.4623102718216625,0.2434930323462241,0.682110613815163,0.6377537111788038
Andovercity,0.27196861896907076,0.4469508658621264,0.9527882161100809,0.9547422951032869
Gadsdencity,0.4074312487503266,0.21823379699063616,0.7111996662214898,0.5832615853529837
Rutlandcity,0.02850770546211727,0.2697434239475095,0.747641466579924,0.9333312389787958
Appletoncity,0.27066586966147227,0.3393577383849411,0.877435409362892,0.9325686156593913
Portagecity,0.2849324259965279,0.39426424944631455,0.8792449028461091,0.9227336675401525
Terrellcity,0.22190548180521674,0.22805489980309002,0.6515986493594227,0.7169976555630844
Kerrvillecity,0.10350371529187047,0.25491835830840104,0.7175829686146633,0.9153716526341351
Barnegattownship,0.039862920973038646,0.37469352785616344,0.8443396094920114,0.948756752416639
Columbiacity,0.4827872660187978,0.2564681041530943,0.6467935867773281,0.5646349327699012
Cloviscity,0.3183540661150786,0.3152716307089224,0.8086375620487628,0.8361636891859945
Owossocity,0.0323292096644321,0.24150280467435184,0.7620922179499733,0.9088912636008957
NewSmyrnaBeachcity,0.3103335089997082,0.26395845666752454,0.6425567997716347,0.8482838010543197
Danburytown,0.3175530355704046,0.4223991478731271,0.8390299831126338,0.8864228401862104
Lexingtoncity,0.17286555980163634,0.23659254457252096,0.6456417485542235,0.7549694487612117
Mundytownship,0.15783048648995548,0.4242138719264389,0.9068610745564559,0.9365628694330335
Columbuscity,0.3814400186810559,0.2782264199854314,0.6989275422127321,0.4663080730969125
Haverhillcity,0.2908180270677394,0.3583517027372278,0.780548027074382,0.8045278034244623
Commercecity,0.49912310050414943,0.25373244329693023,0.7839711794260055,0.3323338177541636
Alpenacity,0.027739495566750823,0.23134281450789954,0.7928170623050225,0.8929795515060489
Elizabethtowncity,0.06568017433818923,0.261466812193166,0.7602654626413232,0.9356521174745357
Oxnardcity,0.42691678954009754,0.3508209095242779,0.8194770855250368,0.7173812973763394
Bellefontainecity,0.05664264439456229,0.26688905078725667,0.7547864273210441,0.9692402044320675
Winchestercity,0.0775350910588533,0.290006306482941,0.7466211039836852,0.8838820823756003
RichmondHeightscity,0.3457929904031834,0.3448826041384912,0.8193041948319909,0.8092544567983729
