communityname,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWSocSec,pctWPubAsst,PctPopUnderPov,PctUnemployed,PersPerFam,PctFam2Par,PctImmigRec5,PctRecentImmig,PctNotSpeakEnglWell,PctLargHouseFam,PersPerRentOccHous,PctPersDenseHous,PctHousOccup,PctVacantBoarded,PctHousNoPhone,PctWOFullPlumb,OwnOccQrange,RentQrange,NumInShelters,PctSameHouse85,PctUsePubTrans,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Raritantownship,15616,0.79,96.23,2.5,1.9,0.0,3.545015319349517,14.7,1.45,2.31,2.46,3.15,91.65,23.45,1.08,0.34,3.73,2.39,0.6,94.03,0.57,0.33,0.39,125800,375,19,42.4,1.55,0,0.0,1.0,6.26,1.0,6.26,7.0,43.79,3.912023005428146,306.56,5.6937321388027,1851.85,2.6390573296152584,81.33,0.0,0.0,56.31,2239.74
TraverseCitycity,15116,0.23,98.08,0.58,0.69,0.0,-0.47937779872731556,30.7,4.71,8.7,4.19,2.95,74.12,2.77,0.06,0.27,4.05,2.03,0.99,94.6,3.12,0.97,0.57,36900,178,71,49.44,0.83,0,0.0,7.0,26.92,2.0,12.67,32.0,202.75,4.59511985013459,620.92,6.483107351457199,4137.36,2.6390573296152584,82.37,2.0,12.67,374.06,4853.32
Rockwallcity,10486,3.73,93.69,0.74,4.5,100.0,1.495286353994815,18.19,1.88,7.64,4.58,3.06,83.3,11.37,0.04,0.98,3.39,2.42,3.03,89.29,1.28,4.55,0.16,75600,260,0,39.47,0.56,0,0.0,4.0,28.67,10.0,71.67,41.0,293.86,4.477336814478207,623.57,5.7745515455444085,2300.75,3.332204510175204,193.52,7.0,50.17,394.21,3168.0
Meridiancity,41036,45.35,53.97,0.44,0.57,0.0,-1.5834315342917746,33.93,12.46,27.76,9.45,3.11,54.92,20.21,0.06,0.13,6.2,2.42,4.22,91.15,4.71,10.34,0.98,35600,171,29,56.39,0.52,7,16.26,19.0,44.13,78.0,181.16,88.0,204.39,6.206575926724928,1149.69,7.109062135687172,2838.23,4.787491742782046,276.39,10.0,23.23,445.94,4287.54
NewPortRicheycity,14044,0.48,98.32,0.58,2.03,100.0,-1.5233325477256658,49.05,5.54,14.61,5.97,2.65,65.16,3.71,0.14,0.68,2.2,2.12,2.12,82.78,0.74,5.76,0.2,25800,79,3,44.9,0.0,0,0.0,0.0,0.0,16.0,104.43,64.0,417.7,5.666426688112432,1879.65,6.456769655572163,4150.89,3.871201010907891,306.75,4.0,26.11,522.13,6363.4
LowerAllentownship,15254,5.43,92.39,1.49,1.62,93.23,0.7094037237803441,34.75,2.88,3.65,2.17,2.82,80.66,27.63,0.39,0.61,1.81,1.84,0.56,95.8,0.78,0.53,0.13,39400,203,0,57.11,1.1,0,0.0,2.0,12.89,4.0,25.78,9.0,58.01,3.5553480614894135,219.16,5.8971538676367405,2339.82,2.0794415416798357,45.12,0.0,0.0,96.69,2604.1
Willingborotownship,36291,56.07,39.68,1.92,5.3,100.0,1.8477492340325241,21.51,4.48,4.47,5.61,3.5,75.95,11.7,0.31,1.27,10.09,3.72,2.68,98.29,7.81,1.82,0.2,34000,218,0,62.87,4.94,1,2.69,10.0,26.92,34.0,91.52,64.0,172.28,5.6131281063880705,734.88,6.698268054115413,2180.41,5.220355825078324,495.3,18.0,48.45,293.41,3459.04
RidgefieldParkvillage,12454,2.03,91.38,4.24,9.56,100.0,1.2989629978788593,26.99,4.92,5.1,4.59,3.14,80.93,17.43,1.69,2.61,5.87,2.05,2.92,96.9,1.89,0.81,0.18,47000,241,0,65.9,12.87,0,0.0,0.0,0.0,2.0,15.9,7.0,55.64,3.091042453358316,166.93,4.852030263919617,1009.54,3.4965075614664802,254.37,1.0,7.95,71.54,1438.79
Emmetttownship,10764,1.2,96.79,0.76,1.37,67.6,-0.14624086731086494,29.35,10.29,11.94,8.18,3.01,77.13,27.08,0.6,0.28,3.24,2.27,1.83,95.55,2.09,3.58,0.61,40400,139,0,61.0,0.0,1,9.04,7.0,26.92,16.0,144.69,53.0,479.29,5.0106352940962555,1347.44,6.0014148779611505,3644.42,3.58351893845611,316.51,16.0,144.69,374.06,5453.07
Hinghamtown,19821,0.46,98.47,0.81,0.83,95.18,3.3977138816874852,25.74,3.98,2.64,5.9,3.26,86.79,5.41,0.17,0.27,4.69,2.19,0.27,96.56,1.63,0.12,0.17,139900,446,27,68.35,9.33,0,0.0,3.0,14.23,4.0,18.98,1.0,4.74,4.852030263919617,602.52,5.796057750765372,1556.12,3.6375861597263857,175.54,0.0,0.0,37.95,2334.19
ElDoradocity,23146,37.7,61.68,0.32,0.48,0.0,-1.4419043129860947,34.84,10.45,24.83,7.53,3.05,62.36,11.05,0.09,0.44,5.22,2.5,4.23,89.18,3.6,14.49,0.43,35100,140,0,60.45,0.2,4,16.54,11.0,45.49,47.0,194.38,63.0,260.55,6.0112671744041615,1683.21,6.955592608396297,4334.16,4.0943445622221,244.0,3.0,12.41,516.96,6273.78
Westbrookcity,16121,0.61,98.44,0.57,0.48,100.0,-0.18948856940843742,27.08,6.53,9.67,4.97,2.99,71.97,9.02,0.16,1.08,2.63,2.3,1.01,95.95,2.61,1.94,0.2,41200,207,0,53.51,2.09,0,0.0,4.0,25.4,4.0,25.4,5.0,31.75,4.804021044733257,768.3,6.259581464064923,3314.5,3.7612001156935624,266.68,6.0,38.1,82.54,4387.58
Newburghcity,26454,34.81,51.25,0.51,23.22,100.0,-1.086141880744756,26.71,13.06,26.23,11.79,3.45,48.4,39.83,3.44,5.54,12.2,2.84,9.49,90.13,14.89,18.93,0.85,44700,194,160,49.06,3.99,5,19.49,26.0,101.33,142.0,553.43,226.0,880.82,6.270988431858299,2057.84,6.601230118728877,2864.6,3.9889840465642745,206.56,22.0,85.74,1555.07,5214.75
Butlertownship,17625,0.41,99.05,0.36,0.34,0.0,0.0073061513080367665,35.89,5.42,7.56,5.17,3.0,82.89,0.0,0.0,0.37,2.46,1.97,0.56,96.72,4.76,1.22,0.17,35100,154,0,70.14,0.26,0,0.0,3.0,11.35,1.0,3.78,10.0,37.82,3.58351893845611,132.38,6.061456918928017,1618.82,3.5553480614894135,128.6,0.0,0.0,52.95,1879.8
Lindencity,36701,20.01,76.76,1.5,7.36,100.0,0.526749941079425,35.94,6.09,5.63,6.69,3.09,73.35,18.53,1.51,4.38,4.9,2.31,3.18,96.33,1.09,2.09,0.1,49300,226,0,68.53,5.81,1,2.72,8.0,21.77,90.0,244.88,96.0,261.2,5.886104031450156,976.79,6.890609120147166,2671.89,5.8916442118257715,982.23,16.0,43.53,530.57,4674.45
Kalamazoocity,80277,18.75,77.28,1.87,2.68,100.0,-0.9703040301673345,23.76,13.37,26.23,9.17,3.03,57.08,38.52,1.32,0.84,5.65,2.25,3.25,93.4,5.77,6.94,0.25,40400,174,192,37.68,2.49,8,9.74,7.0,26.92,248.0,302.07,3332.0,2031.57,7.1770187659099,1593.2,8.314587291319576,4972.05,6.0867747269123065,534.72,85.0,103.53,374.06,7203.5
ForestParkcity,16925,19.14,76.84,2.43,2.69,100.0,-0.6432948385576244,27.51,5.83,11.95,6.32,3.09,65.51,27.33,0.45,0.77,4.91,2.79,4.57,90.16,0.73,6.9,0.69,18500,99,0,52.89,2.33,4,23.94,13.0,77.8,87.0,520.65,123.0,736.09,5.655991810819852,1705.57,7.062191632286556,6977.86,5.356586274672012,1262.72,14.0,83.78,1358.47,10029.92
Viennatown,14852,4.11,84.71,9.27,4.78,100.0,3.515201508366722,17.14,1.57,3.1,2.5,3.1,85.0,38.92,4.96,4.69,5.01,2.99,3.15,97.0,1.83,0.32,0.0,74400,341,0,55.7,8.94,1,6.27,3.0,18.81,4.0,25.08,7.0,43.9,4.204692619390966,413.9,5.940171252720432,2376.77,3.2188758248682006,150.51,4.0,25.08,94.07,2966.26
Westfieldtown,28870,4.58,91.47,3.53,2.04,100.0,4.162031581428235,24.11,1.75,1.79,2.99,3.15,89.45,24.52,1.57,1.29,3.59,2.16,0.64,97.18,0.67,0.2,0.12,147500,415,0,66.74,11.58,0,0.0,2.0,6.78,9.0,30.52,15.0,50.86,4.584967478670572,328.9,6.100318952020064,1508.88,4.584967478670572,328.9,1.0,3.39,88.16,2170.08
GrandTerracecity,10946,3.77,80.2,5.87,18.19,100.0,1.6127739806740513,17.94,6.4,3.64,4.24,3.2,79.44,16.22,0.84,0.74,5.9,2.55,4.54,95.02,0.5,1.69,0.2,56500,236,0,44.77,0.66,0,0.0,5.0,42.8,19.0,162.66,13.0,111.29,5.356586274672012,1806.35,5.726847747587197,2619.64,4.948759890378168,1198.53,0.0,0.0,316.75,5624.52
Carsoncity,83995,26.14,34.72,24.97,27.87,100.0,1.466061748762668,20.71,9.1,6.95,7.17,3.86,76.49,19.19,3.0,7.02,18.36,3.61,20.72,97.41,3.32,2.0,0.41,71300,343,0,59.7,2.42,10,11.05,28.0,30.95,340.0,375.79,769.0,849.94,6.846943139585379,1038.94,7.40184157874383,1810.4,7.0317412587631285,1250.04,44.0,48.63,1267.73,4148.02
Berkeleytownship,37319,1.04,98.45,0.24,1.5,88.74,-0.9913975960405373,72.15,3.56,4.57,7.32,2.65,83.83,0.37,0.03,1.6,2.1,2.22,0.52,88.63,0.53,0.81,0.42,38600,320,0,57.2,1.92,0,0.0,3.0,7.81,5.0,13.01,33.0,85.86,5.159055299214529,450.13,6.338594078203183,1470.09,3.4339872044851463,78.06,7.0,18.21,106.68,2016.5
Auburncity,31258,6.81,91.94,0.52,2.15,0.0,-1.0806033466886638,36.19,10.03,13.8,8.96,3.07,63.86,4.85,0.16,1.24,4.86,2.15,1.38,94.12,2.55,6.69,0.38,29500,151,0,57.31,2.97,2,6.51,10.0,32.54,17.0,55.31,30.0,97.61,5.181783550292085,575.87,6.860663671448287,3100.6,1.9459101490553132,29.69,2.0,6.51,191.96,3702.5
Hilliardcity,11796,0.7,98.16,0.76,0.86,100.0,0.586141880744756,17.91,3.34,4.18,4.05,3.12,81.3,25.44,0.28,0.2,3.06,2.55,1.36,92.23,0.0,1.19,0.0,40500,159,0,45.01,0.51,0,0.0,6.0,35.72,4.0,23.82,14.0,83.36,4.844187086458591,750.22,6.175867270105761,2857.99,3.5263605246161616,196.49,12.0,71.45,142.9,3876.15
Davietown,47217,3.85,92.82,1.75,9.98,100.0,0.6365778930002357,19.32,2.99,7.77,4.66,3.06,76.49,24.35,1.92,2.08,3.49,2.43,4.32,90.03,2.88,2.97,0.4,75000,209,0,36.21,0.49,1,1.72,21.0,36.09,49.0,84.21,241.0,414.17,6.561030665896573,1213.29,7.944492163932159,4844.56,5.978885764901122,677.1,5.0,8.59,536.18,6743.54
Greenfieldtown,18666,0.85,97.55,0.9,1.18,0.0,-0.5610417157671459,33.12,12.51,11.93,5.91,2.97,64.83,27.71,0.3,0.48,3.01,2.0,1.07,95.22,0.52,4.32,0.36,48800,191,21,52.7,0.74,0,0.0,17.0,89.76,15.0,79.2,286.0,1510.03,5.327876168789581,1082.37,6.249975242259483,2729.67,4.02535169073515,290.39,0.0,0.0,1678.99,4102.43
Weirtoncity,22124,4.14,95.21,0.43,0.46,100.0,-0.37473485741220836,38.56,6.22,9.48,6.7,2.9,76.39,1.46,0.05,0.92,2.3,2.1,0.81,94.77,2.38,3.22,0.05,30600,109,0,70.13,0.91,1,4.64,3.0,13.92,4.0,18.56,44.0,204.16,4.7535901911063645,533.59,5.666426688112432,1336.3,3.4965075614664802,148.48,3.0,13.92,241.28,2032.29
Lenoircity,14192,15.78,83.6,0.28,0.54,0.0,-1.1865425406551968,33.86,9.1,17.55,5.11,2.89,61.42,0.0,0.0,0.21,2.89,2.31,2.09,93.55,1.96,10.39,0.76,38400,133,15,60.29,0.21,1,6.71,5.0,33.55,37.0,248.26,102.0,684.38,5.488937726156687,1617.02,6.744059186311348,5689.75,4.02535169073515,369.03,7.0,46.97,972.89,7722.76
Independencecity,10444,0.41,98.89,0.39,0.45,100.0,0.53146358708461,18.26,5.47,5.82,3.74,3.31,79.67,18.42,0.0,0.07,5.63,2.66,2.08,93.95,0.45,2.66,0.35,21600,108,0,55.11,2.61,0,0.0,2.0,18.13,2.0,18.13,6.0,54.39,4.127134385045092,552.99,5.075173815233827,1441.39,2.3978952727983707,90.65,0.0,0.0,90.65,2085.03
Lomitacity,19382,2.92,79.24,9.09,19.38,100.0,0.5633985387697384,21.53,7.37,10.68,4.7,3.04,69.15,23.3,2.7,5.16,5.13,2.47,8.72,95.35,1.82,1.52,0.23,147100,273,0,45.07,2.0,0,0.0,3.0,14.42,43.0,206.63,222.0,1066.79,5.3471075307174685,1004.32,5.700443573390687,1432.0,4.8283137373023015,595.87,6.0,28.83,1287.84,3061.03
Milfordtown,49938,1.52,96.79,1.03,2.31,100.0,1.4967004477963706,28.5,3.14,3.72,5.5,3.13,81.89,12.52,0.45,0.64,4.03,2.21,1.0,93.56,2.39,0.66,0.23,59900,311,50,66.71,2.79,0,0.0,7.0,14.26,44.0,89.63,16.0,32.59,5.883322388488279,729.24,7.541683099882111,3837.69,6.07073772800249,879.98,5.0,10.18,136.48,5457.1
Kokomocity,44962,8.9,89.54,0.68,1.73,100.0,-0.609120905020033,28.81,8.04,16.45,8.22,2.98,65.16,7.29,0.08,0.63,3.5,2.21,1.87,91.76,5.19,7.65,0.29,27700,131,69,53.78,0.12,1,2.15,28.0,60.3,36.0,77.53,162.0,348.87,6.025865973825314,889.42,7.5406215286571525,4052.98,4.406719247264253,174.44,5.0,10.77,488.86,5127.6
WestMonroecity,14096,17.37,81.92,0.16,1.04,100.0,-1.5227433419750176,31.76,8.79,21.01,7.44,2.96,61.9,39.86,0.39,0.13,4.15,2.35,4.0,89.53,1.74,7.5,0.67,37600,131,0,52.37,0.0,2,13.85,6.0,41.55,5.0,34.63,75.0,519.43,4.897839799950911,921.12,6.98933526597456,7507.45,4.110873864173311,415.54,8.0,55.41,609.46,8899.51
RedWingcity,15134,0.35,97.58,0.44,0.59,0.0,-0.5102521800612774,31.8,5.43,9.53,4.52,3.04,77.69,12.4,0.04,0.34,3.32,1.84,0.99,96.71,1.97,3.58,0.39,34400,178,0,52.8,1.02,2,12.59,7.0,26.92,4.0,25.17,22.0,138.45,4.6913478822291435,679.67,6.431331081933479,3901.83,3.6635616461296463,239.14,5.0,31.47,374.06,4852.11
RedondoBeachcity,60167,1.6,87.04,6.83,11.5,100.0,2.4124440254536883,12.87,3.53,5.59,3.38,2.82,70.93,24.77,2.12,2.7,3.22,2.13,4.11,94.67,0.93,0.56,0.46,122500,308,0,39.07,1.41,4,6.2,17.0,26.33,145.0,224.6,221.0,342.32,6.745236349484363,1315.08,7.679251425953058,3348.87,6.439350371100098,968.11,3.0,4.65,599.45,5636.7
Leesburgcity,14903,27.56,71.41,0.38,1.96,0.0,-1.3231204336554325,42.96,9.09,19.62,7.76,2.86,57.25,24.12,0.71,0.65,4.2,2.48,4.16,86.65,6.65,10.13,0.31,34300,151,44,48.94,0.67,2,10.15,16.0,81.16,64.0,324.66,316.0,1603.0,6.0063531596017325,2054.48,6.720220155135295,4200.27,4.356708826689592,390.61,4.0,20.29,2018.97,6665.65
Sanfordtown,20463,0.18,97.58,1.74,0.88,0.0,-0.4262314400188546,28.73,7.86,10.4,7.09,3.11,73.92,10.35,0.3,1.43,4.32,2.34,1.95,91.94,1.34,4.12,0.31,37700,162,9,52.98,0.74,0,0.0,0.0,0.0,3.0,14.43,4.0,19.23,5.170483995038151,841.51,6.18826412308259,2336.99,3.4339872044851463,144.26,0.0,0.0,33.66,3322.75
Mariettacity,15026,1.28,98.06,0.41,0.48,0.0,-1.2362715060098985,32.44,11.17,17.68,6.82,2.92,68.64,29.03,0.0,0.35,3.07,2.17,1.13,91.58,1.1,7.58,0.42,34200,115,8,52.36,0.95,1,6.57,9.0,59.12,8.0,52.55,15.0,98.54,4.442651256490317,551.8,6.464588303689961,4210.73,3.2188758248682006,157.66,0.0,0.0,216.78,4920.19
LakeOswegocity,30576,0.52,96.17,2.69,1.56,100.0,2.3636577893000235,18.75,1.42,3.69,3.01,2.95,83.13,26.22,1.06,0.38,2.33,1.89,0.7,95.25,1.12,0.88,0.12,103200,242,0,39.43,3.1,0,0.0,7.0,20.76,10.0,29.65,29.0,85.99,5.123963979403259,495.2,6.4457198193855785,1865.14,4.02535169073515,163.09,16.0,47.44,136.4,2570.87
Renocity,133850,2.88,86.07,4.86,11.11,100.0,-0.35976903134574595,21.87,4.38,11.52,5.5,2.92,68.12,34.48,2.72,3.25,4.87,2.14,6.67,93.32,0.71,6.61,0.65,59900,180,577,31.66,5.12,16,10.51,129.0,84.7,432.0,283.66,470.0,308.61,7.516433302915632,1206.22,8.988071438072634,5256.94,6.525029657843462,447.16,72.0,47.28,687.49,6957.6
Johnstontown,26542,0.57,98.69,0.57,0.66,86.82,0.13610652839971718,33.06,6.0,6.73,5.1,3.1,80.8,6.97,0.3,1.31,3.22,2.0,1.07,96.25,4.11,0.55,0.16,57600,307,0,68.99,1.69,0,0.0,1.0,3.65,7.0,25.57,17.0,62.09,5.25227342804663,693.96,6.359573868672378,2107.45,5.003946305945459,540.56,5.0,18.26,91.31,3360.24
GlendaleHeightsvillage,27973,2.77,81.67,13.29,6.17,100.0,1.3411501296252653,10.73,2.75,2.7,4.16,3.43,85.17,21.56,2.14,3.51,7.39,2.22,3.35,94.15,0.34,1.22,0.24,35100,140,0,47.93,3.81,0,0.0,7.0,26.92,7.0,23.95,21.0,71.85,4.406719247264253,277.12,6.502790045915623,2278.56,3.6635616461296463,130.01,3.0,10.26,374.06,2695.95
Rockfordcity,139426,14.97,81.13,1.54,4.19,100.0,-0.3722601932594862,28.0,8.61,13.35,6.11,3.06,66.76,19.27,0.67,1.52,4.62,2.2,2.56,94.31,10.07,5.67,0.32,33800,145,340,52.83,1.55,22,15.42,7.0,26.92,774.0,542.39,1177.0,824.79,8.299534570332597,2817.74,9.034318927730707,5875.84,7.026426808699636,788.35,58.0,40.64,374.06,9522.57
LaPuentecity,36955,3.54,63.92,7.84,74.86,100.0,0.2158849870374735,20.83,14.06,14.02,9.23,4.14,72.33,28.02,7.04,17.59,26.78,3.72,32.6,97.14,1.88,3.8,1.02,43700,287,0,53.77,5.22,8,20.4,18.0,45.89,171.0,435.97,456.0,1162.58,5.662960480135946,731.71,6.230481447578482,1292.61,5.983936280687191,1009.61,6.0,15.3,1664.84,3049.23
WalnutCreekcity,60569,1.05,90.6,6.68,4.74,100.0,1.6601461230261607,33.09,2.57,3.81,3.27,2.75,79.05,21.74,2.01,1.75,2.35,1.86,1.64,94.59,3.02,0.46,0.22,146300,286,0,47.97,12.57,1,1.6,10.0,16.04,42.0,67.37,130.0,208.53,6.300785794663244,872.61,7.553286605600419,3057.33,5.187385805840755,285.52,23.0,36.89,293.54,4252.35
Wausaucity,37060,0.13,93.05,5.98,0.65,100.0,-0.6995050671694556,34.08,7.98,11.7,3.99,3.06,77.72,49.58,2.18,2.02,4.81,2.25,2.54,96.08,1.83,3.02,0.62,27300,141,49,54.29,2.03,0,0.0,6.0,15.34,9.0,23.01,4.0,10.23,5.351858133476067,536.91,7.10085190894405,3098.71,4.143134726391533,158.52,6.0,15.34,48.58,3809.48
UpperDarbytownship,81177,3.04,92.46,4.19,1.01,100.0,0.10782465236860712,32.28,5.62,6.99,4.78,3.17,79.79,25.46,1.45,2.47,5.91,1.88,1.96,95.99,1.39,0.7,0.13,49600,151,0,63.44,15.22,2,2.42,12.0,14.53,93.0,112.63,127.0,153.81,5.700443573390687,360.9,7.553810852008231,2309.53,5.883322388488279,433.57,1.0,1.21,283.39,3105.21
Louisvillecity,12361,0.83,94.56,2.48,5.39,0.0,1.4067876502474663,10.8,2.44,4.65,3.24,3.15,84.34,10.25,0.33,0.57,3.04,2.27,1.32,96.38,0.58,0.52,0.0,39500,256,0,41.69,3.33,0,0.0,2.0,11.21,2.0,11.21,50.0,280.33,4.51085950651685,504.6,5.707110264748875,1681.99,3.1354942159291497,123.35,1.0,5.61,302.76,2315.54
Napervillecity,85351,2.1,92.56,4.84,1.79,100.0,3.4807918925288712,11.83,1.3,1.52,2.38,3.34,91.43,22.04,0.72,0.66,4.31,1.97,0.68,94.16,0.22,0.05,0.12,85000,188,0,39.81,9.9,2,2.16,7.0,26.92,20.0,21.6,58.0,62.64,5.683579767338681,316.44,7.633853559681768,2231.29,4.204692619390966,71.28,19.0,20.52,374.06,2639.54
Hollistercity,19212,0.62,63.53,2.5,56.14,0.0,0.16686306858354938,21.92,9.5,11.71,10.99,3.63,75.81,22.3,1.76,12.14,13.42,3.17,16.86,94.76,1.23,2.78,0.35,80900,260,69,48.34,0.28,0,0.0,1.0,4.52,21.0,94.99,181.0,818.71,5.484796933490655,1085.58,6.546785410760524,3148.18,4.51085950651685,407.09,26.0,117.6,918.22,4758.46
SaddleBrooktownship,13296,1.06,95.63,2.65,3.4,100.0,1.7253122790478435,30.69,4.91,3.77,5.56,3.12,85.13,14.63,0.86,1.02,4.89,2.17,1.31,97.24,4.32,0.0,0.28,54600,211,0,66.93,4.4,0,0.0,2.0,14.41,7.0,50.43,3.0,21.61,3.828641396489095,324.18,5.860786223465865,2521.43,4.31748811353631,533.1,1.0,7.2,86.45,3385.92
Newportcity,28227,8.08,88.65,1.41,2.8,100.0,-0.10688192316757011,24.97,9.15,12.47,5.96,3.0,64.32,25.12,1.06,0.93,4.5,2.24,1.45,85.5,0.95,3.64,0.25,77900,313,41,41.9,2.08,1,4.16,16.0,66.54,49.0,203.79,219.0,910.83,6.214608098422191,2075.36,7.299797366758161,6151.22,4.442651256490317,349.36,43.0,178.53,1185.33,8754.78
Quincycity,84985,1.09,91.68,6.56,1.41,100.0,0.5205043601225547,30.09,6.92,6.82,6.92,3.07,73.73,25.86,1.96,3.01,5.58,1.97,2.23,94.56,1.41,1.24,0.29,56500,301,61,58.14,18.15,2,2.37,24.0,28.4,64.0,75.74,222.0,262.73,6.483107351457199,772.8,7.275172319452771,1707.73,6.42648845745769,730.19,21.0,24.85,369.24,3235.58
Eagancity,47409,2.41,93.66,3.15,1.26,100.0,1.7877680886165448,5.77,2.01,2.83,3.43,3.18,83.74,26.73,0.61,0.41,3.21,2.22,1.69,94.46,0.1,0.45,0.13,49400,148,0,33.38,2.32,0,0.0,7.0,26.92,15.0,26.07,33.0,57.36,5.60947179518496,472.81,7.232010331664759,2402.31,5.298317366548036,345.92,10.0,17.38,374.06,3238.42
MapleGrovecity,38736,0.87,97.11,1.55,0.81,100.0,2.259014847984916,6.43,1.4,2.32,3.41,3.38,88.86,16.64,0.17,0.48,3.89,2.46,0.85,96.63,0.46,0.18,0.08,39700,138,0,48.48,1.22,0,0.0,7.0,26.92,5.0,10.62,30.0,63.71,5.4638318050256105,499.04,6.892641641172089,2089.62,4.23410650459726,144.4,5.0,10.62,374.06,2743.68
RockHillcity,41643,38.14,60.42,0.82,0.64,100.0,-0.5687013905255716,26.42,7.67,16.38,6.92,3.18,61.2,11.25,0.15,0.43,6.56,2.6,5.36,93.54,3.65,9.21,0.76,41000,181,43,50.02,0.23,6,12.73,23.0,48.81,120.0,254.66,816.0,1731.71,6.566672429803241,1506.76,7.7279755421055585,4817.39,5.0106352940962555,316.21,5.0,10.61,2047.92,6650.96
Arvadacity,89235,0.57,94.28,1.98,7.44,100.0,0.8924110299316521,16.93,3.13,6.28,5.17,3.13,77.88,21.16,0.61,0.87,3.97,2.38,1.66,94.8,7.85,1.55,0.21,30600,204,13,53.12,3.07,0,0.0,19.0,19.42,48.0,49.07,194.0,198.32,6.428105272684596,631.77,7.8724551500639794,2681.43,5.438079308923196,234.1,27.0,27.6,266.81,3574.9
Monroecity,10241,0.09,99.37,0.37,0.34,0.0,-0.5657553617723309,32.83,5.79,6.46,4.21,2.94,75.61,0.0,0.0,0.44,3.08,1.92,0.79,96.69,0.0,2.07,0.13,24700,108,10,55.77,0.04,0,0.0,1.0,9.4,3.0,28.21,5.0,47.02,4.219507705176107,630.11,5.598421958998375,2529.86,2.772588722239781,141.07,5.0,47.02,84.64,3348.07
YubaCitycity,27437,2.6,76.09,7.72,17.88,100.0,-0.9368371435305208,23.98,14.42,18.56,11.0,3.12,61.7,30.43,2.34,6.26,6.74,2.52,8.55,95.62,0.82,4.82,0.42,52900,126,22,34.93,0.25,2,6.13,23.0,70.54,44.0,134.95,141.0,432.46,6.173786103901937,1469.14,7.4815557019095165,5441.05,5.318119993844216,622.62,9.0,27.6,644.09,7560.42
Pawtucketcity,72644,3.59,89.25,0.65,7.17,100.0,-0.5774216356351638,31.21,8.73,10.59,7.98,3.06,68.65,20.31,2.07,7.46,4.17,2.22,2.86,93.98,3.52,5.0,0.77,39600,197,8,58.07,3.18,2,2.92,29.0,42.33,117.0,170.76,166.0,242.28,7.113142108707088,1790.8,7.549082710812286,2770.12,6.645090969505644,1120.89,14.0,20.43,458.28,5702.23
Wichitacity,304011,11.28,82.29,2.56,5.02,100.0,-0.40266320999292954,24.48,6.29,12.47,5.8,3.05,71.36,27.56,0.74,1.32,4.7,2.18,3.91,91.25,3.88,5.25,0.28,36400,158,202,46.59,1.15,48,15.31,265.0,84.5,1327.0,423.15,1103.0,351.73,8.673855001429615,1864.49,9.696770838907451,5186.27,7.96693349840484,919.33,5.0,21.08,874.69,4425.450000000001
Denvilletownship,13812,0.66,95.64,3.31,1.9,76.32,3.3329012491161913,25.14,3.37,2.06,2.73,3.17,87.38,14.92,0.56,0.7,4.13,2.24,0.82,96.38,3.28,0.43,0.14,87800,342,0,67.12,3.73,0,0.0,1.0,6.99,2.0,13.98,20.0,139.79,2.833213344056216,132.38,5.278114659230517,1362.97,2.772588722239781,104.84,0.0,0.0,160.76,1579.65
Lancastercity,34507,0.51,98.75,0.38,0.54,0.0,-1.0618666038180533,30.97,8.72,14.11,7.71,2.97,71.34,5.73,0.0,0.33,3.49,2.33,1.49,94.76,1.29,6.05,0.25,28200,127,11,53.1,0.1,0,0.0,3.0,8.44,18.0,50.61,56.0,226.525,5.41610040220442,629.81,7.077498053569231,3329.02,4.110873864173311,168.7,0.0,0.0,374.06,4127.54
Perriscity,21460,12.99,70.45,3.32,35.9,0.0,-0.3334904548668395,23.29,14.13,15.73,9.73,3.52,75.2,23.43,2.58,9.26,12.25,3.14,14.5,86.66,2.22,6.48,0.62,39900,276,0,26.9,0.51,5,16.39,17.0,55.72,129.0,422.84,270.0,885.01,6.551080335043404,2291.2,6.659293919683638,2553.43,6.212606095751519,1632.36,58.0,178.53,1379.97,6667.1
SaltLakeCitycity,159936,1.72,87.02,4.73,9.7,99.92,-1.0304030167334433,27.49,6.69,16.4,5.58,3.13,70.53,33.75,1.97,2.01,8.26,2.07,4.36,90.37,6.81,6.19,0.39,46100,135,542,45.77,5.81,19,10.81,204.0,116.06,498.0,283.33,681.0,387.45,7.945909598613133,1606.12,9.459697330106296,7300.09,7.242797922793756,794.81,80.0,45.52,797.66,9746.54
BlueSpringscity,40153,2.44,95.6,1.07,1.59,100.0,0.9972896535470186,13.38,3.32,4.68,3.77,3.29,82.98,11.48,0.14,0.57,4.11,2.49,1.32,94.97,4.6,0.9,0.18,33600,144,0,42.38,0.6,1,2.42,9.0,21.8,23.0,55.71,55.0,133.21,5.075173815233827,385.11,7.057036981697891,2809.6,4.418840607796598,198.61,9.0,21.8,213.14,3415.12
