communityname,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWSocSec,pctWPubAsst,PctPopUnderPov,PctUnemployed,PersPerFam,PctFam2Par,PctImmigRec5,PctRecentImmig,PctNotSpeakEnglWell,PctLargHouseFam,PersPerRentOccHous,PctPersDenseHous,PctHousOccup,PctVacantBoarded,PctHousNoPhone,PctWOFullPlumb,OwnOccQrange,RentQrange,NumInShelters,PctSameHouse85,PctUsePubTrans,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
UpperArlingtoncity,34128,0.25,97.28,2.27,0.74,100.0,53140,30.64,1.81,1.38,1.87,2.93,85.98,15.64,0.71,0.61,2.4,1.81,0.27,97.08,0.0,0.11,0.0,90600,197,0,61.07,1.7,0,0.0,11.0,30.35,22.0,60.7,18.0,49.67,132.0,364.22,779.0,2149.44,16.0,44.15,8.0,22.07,140.72,2579.88
Hopkinsvillecity,29809,29.0,69.88,0.6,0.88,0.0,21352,29.0,11.34,21.77,9.38,3.04,63.19,26.92,0.32,0.33,4.55,2.5,3.45,93.18,5.76,8.78,0.34,32200,148,9,49.51,0.05,3,9.62,18.0,57.74,57.0,182.84,196.0,628.73,424.0,1360.11,1035.0,3320.07,81.0,259.83,17.0,54.53,878.94,4994.55
Glendoracity,47828,1.12,88.49,5.62,15.16,100.0,46116,20.63,5.34,4.96,4.3,3.27,80.92,17.86,1.43,2.4,6.66,2.65,5.65,96.75,0.55,0.99,0.14,128700,302,0,54.46,1.39,0,0.0,13.0,24.9,46.0,88.09,95.0,181.93,474.0,907.73,1076.0,2060.59,191.0,365.77,7.0,13.41,294.92,3347.5
GreenRivercity,12711,0.31,93.64,0.46,11.4,0.0,40378,14.81,5.14,7.2,5.29,3.52,83.58,4.78,0.06,0.81,8.18,2.67,3.67,91.11,0.75,3.16,0.33,27000,166,0,52.08,13.87,0,0.0,2.0,14.77,2.0,14.77,17.0,125.51,66.0,487.26,393.0,2901.44,13.0,95.98,5.0,36.91,155.04,3521.59
Sumptertownship,10891,13.65,85.37,0.22,1.3,0.78,34929,19.75,5.47,7.64,9.78,3.31,76.61,3.45,0.0,0.08,6.13,2.99,3.98,95.87,2.52,5.1,0.62,38200,166,0,61.18,0.0,0,0.0,7.0,26.92,2.0,17.87,18.0,160.86,88.0,786.42,187.0,1671.13,61.0,545.13,4.0,35.75,374.06,3038.43
Bellinghamtown,14877,1.04,97.73,0.76,0.93,52.5,45397,19.82,5.68,3.42,6.41,3.25,83.68,12.95,0.43,0.9,4.95,2.33,0.95,97.62,2.44,0.79,0.6,40400,356,0,63.07,2.13,0,0.0,4.0,26.1,3.0,19.58,24.0,156.63,53.0,345.89,129.0,841.87,20.0,130.52,22.0,143.58,202.31,1461.85
FortDodgecity,25894,3.29,95.37,0.53,1.52,0.0,22783,33.69,7.79,12.83,5.39,2.97,70.86,2.2,0.03,0.39,3.22,2.01,0.97,93.67,5.35,4.09,0.76,31000,128,14,55.29,0.72,2,7.87,2.0,7.87,12.0,47.22,167.0,657.09,244.0,960.06,1043.0,4103.88,59.0,232.15,5.0,21.08,720.05,4425.450000000001
MountOlivetownship,21282,2.83,93.93,2.34,3.34,85.27,45828,13.15,1.75,2.77,3.64,3.21,84.58,24.16,1.35,1.69,3.58,2.05,1.37,93.47,1.08,0.78,0.23,56900,106,0,51.46,1.23,0,0.0,8.0,36.29,7.0,31.75,26.0,117.94,87.0,394.63,218.0,988.84,32.0,145.15,7.0,31.75,185.97,1560.37
Hanoverborough,14399,0.15,99.1,0.24,0.88,0.0,24947,35.71,5.53,8.35,3.35,2.82,74.89,17.57,0.12,0.2,2.19,2.01,0.82,95.38,1.63,5.02,0.74,39000,141,0,57.47,0.51,2,13.37,0.0,0.0,6.0,40.1,12.0,80.21,98.0,655.04,529.0,3535.86,21.0,140.36,10.0,66.84,133.68,4398.1
Nicevillecity,10507,4.66,91.37,3.03,3.06,100.0,31510,20.19,4.15,8.44,5.82,3.02,80.66,10.38,0.41,0.83,2.76,2.44,1.73,92.51,0.94,2.79,0.0,31800,209,0,46.4,0.38,0,0.0,1.0,8.3,3.0,24.91,19.0,157.74,50.0,415.11,183.0,1519.3,6.0,49.81,1.0,8.3,190.95,1992.53
Westlakecity,27018,0.6,96.27,2.89,0.94,100.0,47629,25.06,1.46,2.07,3.03,3.15,89.0,15.36,0.55,0.58,4.92,1.79,0.61,93.17,0.13,0.34,0.14,94400,189,0,54.66,2.97,0,0.0,2.0,6.56,7.0,22.95,10.0,32.78,96.0,314.72,249.0,816.31,60.0,196.7,1.0,3.28,62.29,1331.02
Palatkacity,10201,46.61,52.6,0.27,1.69,0.0,14579,37.9,23.03,36.51,11.85,3.22,44.28,16.16,0.09,0.7,8.72,2.58,6.41,91.31,3.72,16.21,1.83,27200,187,3,50.52,2.59,1,8.98,26.0,233.58,72.0,646.84,196.0,1760.85,494.0,4438.06,1238.0,11122.09,65.0,583.95,10.0,89.84,2650.26,16233.94
Glendalecity,14088,5.22,92.0,2.35,0.86,100.0,40602,37.62,3.38,4.14,2.57,2.9,80.51,19.94,1.48,1.08,3.15,1.83,0.78,95.31,0.37,0.13,0.28,56100,323,0,60.09,1.85,0,0.0,3.0,22.54,49.0,368.14,2.0,15.03,106.0,796.39,799.0,6003.01,92.0,691.21,2.0,15.03,405.71,7505.63
Massilloncity,31007,9.84,89.41,0.24,0.87,100.0,23819,34.49,10.0,14.44,8.98,3.03,70.63,2.64,0.03,0.44,4.29,2.34,1.35,94.51,3.98,5.25,0.3,28800,119,15,62.45,0.21,2,6.36,11.0,35.0,35.0,111.36,35.0,111.36,260.0,827.21,926.0,2946.14,99.0,314.98,0.0,0.0,264.07,4088.32
Wenatcheecity,21756,0.22,91.62,1.04,8.6,0.0,22806,33.8,9.64,18.89,9.15,2.98,69.09,27.45,0.79,2.92,4.89,2.2,4.2,95.06,3.43,5.29,0.54,35900,158,56,43.84,0.17,0,0.0,20.0,84.41,19.0,80.19,76.0,320.77,317.0,1337.95,1573.0,6639.09,82.0,346.09,7.0,29.54,485.38,8352.68
Roxburytownship,20429,1.34,94.55,3.56,2.52,88.2,57484,19.95,2.48,2.29,3.25,3.39,89.81,10.6,0.36,1.23,4.72,2.68,0.89,95.56,1.99,0.95,0.28,85500,342,0,69.86,1.78,0,0.0,3.0,14.18,6.0,28.35,13.0,61.43,76.0,359.12,310.0,1464.82,26.0,122.86,3.0,14.18,103.96,1960.97
Artesiacity,15464,2.66,55.96,16.26,40.05,100.0,36383,22.12,14.03,9.28,6.62,3.82,77.51,22.9,5.21,15.02,17.45,3.21,22.23,96.91,1.43,2.3,1.01,110600,265,0,54.08,1.17,3,19.15,3.0,19.15,90.0,574.53,161.0,1027.77,261.0,1666.13,333.0,2125.76,158.0,1008.62,9.0,57.45,1640.6,4857.96
Cudahycity,18659,0.57,97.78,0.6,2.19,100.0,30031,30.86,5.84,6.26,4.98,3.05,74.16,8.53,0.2,0.89,3.09,2.17,1.77,97.36,0.99,2.39,0.86,18400,152,0,61.88,4.65,0,0.0,4.0,21.73,12.0,65.18,24.0,130.36,105.0,570.31,475.0,2579.98,80.0,434.52,1.0,5.43,217.26,3590.24
Urbanacity,11353,6.99,91.52,0.56,0.97,0.0,26684,30.76,8.87,11.61,7.28,3.02,72.06,44.9,0.39,0.39,3.86,2.24,1.62,94.47,0.38,7.4,0.94,32400,120,6,52.71,1.03,0,0.0,8.0,67.74,6.0,50.81,19.0,160.89,54.0,457.28,430.0,3641.29,21.0,177.83,2.0,16.94,279.45,4293.34
Burlingtoncity,39498,22.56,76.34,0.78,0.59,100.0,26500,32.56,5.9,9.9,3.45,2.89,68.08,14.59,0.06,0.44,2.93,2.24,1.77,93.96,1.22,4.92,0.32,49200,165,9,57.39,0.14,5,11.22,17.0,38.14,59.0,132.35,172.0,385.84,530.0,1188.93,1737.0,3896.54,100.0,224.33,11.0,24.68,567.54,5334.47
Hendersoncity,64942,2.66,91.45,2.03,8.13,98.62,38802,18.87,3.61,7.1,5.39,3.17,77.19,22.6,0.87,0.98,6.18,2.53,5.03,91.48,0.79,1.95,0.23,56200,201,11,26.66,0.48,1,0.93,75.0,70.02,109.0,101.77,104.0,97.1,746.0,696.5,1810.0,1689.9,370.0,345.45,33.0,30.81,269.82,2762.66
Champlincity,16849,0.39,98.05,0.79,0.78,100.0,43218,8.35,2.08,2.34,3.64,3.37,88.5,12.81,0.11,0.23,3.67,2.41,1.62,98.03,1.83,0.87,0.13,20400,121,0,45.21,2.63,0,0.0,7.0,26.92,5.0,24.1,20.0,96.41,123.0,592.91,391.0,1884.79,22.0,106.05,5.0,24.1,374.06,2607.86
Highlandcity,34439,10.97,73.14,4.81,22.76,100.0,31561,18.29,13.84,15.79,8.66,3.39,68.33,25.61,1.47,4.42,9.11,3.11,11.39,90.09,3.53,6.58,0.37,71100,162,0,35.04,1.0,4,10.15,14.0,35.52,138.0,350.15,191.0,484.62,699.0,1773.57,951.0,2412.97,371.0,941.34,12.0,30.45,880.44,5158.33
Hyattsvillecity,13864,31.63,59.56,3.75,8.56,100.0,32793,20.78,4.11,6.62,5.13,3.08,64.48,28.42,3.12,2.48,6.84,2.25,5.94,95.95,1.71,2.51,0.24,47000,127,11,50.18,18.42,1,6.83,3.0,20.5,59.0,403.12,40.0,273.3,157.0,1072.7,547.0,3737.36,104.0,710.58,5.0,21.08,703.74,4425.450000000001
SouthBendcity,105511,20.9,76.03,0.87,3.36,100.0,24131,32.66,8.37,14.37,7.82,3.08,63.04,24.08,0.47,1.03,5.82,2.26,2.45,92.36,4.72,5.03,0.31,28700,173,233,55.93,3.63,19,17.92,104.0,98.09,459.0,432.92,577.0,544.22,2606.0,2457.93,5825.0,5494.04,790.0,745.11,62.0,58.48,1093.15,8755.56
Stuartcity,11936,15.14,83.45,0.67,3.88,100.0,26233,51.07,5.94,11.5,4.98,2.62,62.8,10.43,0.47,1.27,3.36,2.01,3.62,81.09,1.36,4.94,0.37,41300,192,26,48.16,0.0,1,7.82,11.0,86.07,31.0,242.57,97.0,759.0,271.0,2120.5,706.0,5524.26,84.0,657.28,7.0,54.77,1095.46,8356.81
LighthousePointcity,10378,0.17,98.88,0.59,2.48,100.0,40934,45.18,2.4,4.98,4.36,2.61,85.71,6.9,0.45,1.35,1.73,1.76,0.77,86.28,12.66,0.89,0.0,190900,208,0,57.37,0.89,0,0.0,0.0,0.0,8.0,75.19,11.0,103.38,49.0,460.53,339.0,3186.09,26.0,244.36,0.0,0.0,178.57,3890.98
Southgatecity,30771,1.18,96.5,1.09,2.78,100.0,36526,31.6,3.58,4.62,6.09,3.09,80.05,7.31,0.31,1.13,3.89,1.8,2.02,96.99,0.27,0.78,0.06,25100,119,0,64.4,0.96,0,0.0,7.0,26.92,34.0,114.25,75.0,252.02,133.0,446.92,1129.0,3793.81,239.0,803.12,14.0,47.04,374.06,5090.9
Orangetown,12830,0.83,96.58,2.37,1.15,100.0,62021,33.11,1.83,2.32,3.18,3.14,92.04,6.74,0.19,0.8,3.21,2.8,0.32,97.29,4.88,0.14,0.09,91500,468,0,75.95,1.64,0,0.0,0.0,0.0,16.0,123.17,2.0,15.4,107.0,823.71,676.0,5204.0,57.0,438.8,4.0,30.79,138.57,6497.31
Moorestowntownship,16116,5.73,91.43,2.42,1.06,88.97,54834,28.18,2.21,2.91,3.03,3.11,83.31,2.86,0.1,0.7,3.81,2.12,0.65,96.43,4.17,0.27,0.26,178200,286,0,58.64,2.89,0,0.0,4.0,24.25,8.0,48.5,18.0,109.12,142.0,860.81,286.0,1733.75,36.0,218.23,4.0,24.25,181.86,2837.05
Rialtocity,72388,20.35,57.93,3.53,31.48,100.0,36233,20.68,12.49,12.12,8.12,3.67,73.99,26.68,2.24,5.15,13.44,3.18,11.55,91.85,2.32,3.63,0.19,45900,214,10,41.23,0.82,10,11.91,26.0,30.97,356.0,424.12,767.0,913.76,2012.0,2396.98,1088.0,1296.18,878.0,1046.0,36.0,42.89,1380.76,4782.04
Gastoniacity,54732,24.88,74.0,0.7,0.54,100.0,25910,30.46,9.19,14.19,5.3,3.06,64.24,19.11,0.12,0.4,4.48,2.48,3.46,94.54,3.05,5.99,0.23,48100,190,79,54.77,0.87,19,31.59,25.0,41.57,304.0,505.51,546.0,907.93,1386.0,2304.74,3590.0,5969.7,268.0,445.65,32.0,53.21,1486.61,8773.3
Irvingtontownship,61018,70.08,22.43,2.17,10.58,100.0,30529,22.77,11.57,12.38,9.91,3.39,51.36,25.16,2.82,4.65,11.09,2.47,10.14,91.24,5.16,7.15,0.88,52500,188,6,54.7,19.9,10,16.15,60.0,96.87,934.0,1508.01,497.0,802.44,1560.0,2518.73,2061.0,3327.63,2423.0,3912.1,33.0,53.28,2423.47,9811.74
Hobokencity,33397,5.52,78.97,4.43,30.05,100.0,34873,21.07,8.82,16.39,6.16,3.01,58.31,19.45,2.37,8.8,5.5,2.17,6.17,86.31,2.77,4.91,0.71,108200,441,77,54.85,52.59,2,5.96,4.0,11.93,81.0,241.53,172.0,512.88,444.0,1323.95,1311.0,3909.23,673.0,2006.8,1.0,2.98,772.3,7242.96
Harlingencity,48735,0.76,80.06,0.42,71.02,100.0,20858,29.2,13.61,29.93,9.65,3.59,73.36,17.36,1.69,11.13,13.45,3.01,16.05,86.52,6.92,14.4,1.04,35000,185,21,54.97,0.14,6,10.61,3.0,5.3,65.0,114.91,355.0,627.57,834.0,1474.36,3325.0,5877.99,385.0,680.61,10.0,17.68,758.39,8050.63
ColonialHeightscity,16064,0.8,96.5,2.2,1.0,100.0,34472,30.24,3.08,5.71,3.93,2.93,77.6,9.25,0.32,0.46,2.0,2.35,0.88,96.53,0.44,2.84,0.17,41300,121,19,58.53,0.3,0,0.0,6.0,36.12,15.0,90.3,18.0,108.36,88.0,529.74,718.0,4322.18,43.0,258.85,1.0,6.02,234.77,5116.78
Oneidacity,10850,0.65,97.82,0.48,0.59,0.0,24929,32.94,7.29,9.97,4.31,3.12,72.73,6.0,0.11,0.75,4.21,2.07,1.32,95.32,1.91,7.48,1.21,39600,139,0,57.62,1.01,0,0.0,2.0,17.88,1.0,8.94,10.0,89.39,73.0,652.54,444.0,3968.89,13.0,116.21,5.0,21.08,116.21,4425.450000000001
Charlottesvilledistrict,13057,12.12,84.99,2.44,1.36,91.0,37025,17.73,3.09,6.51,3.2,2.88,70.45,31.78,0.7,0.24,1.98,2.06,1.17,94.23,0.0,1.58,0.14,63800,107,0,32.33,2.21,0,0.0,28.0,68.01,80.0,194.3,180.0,437.18,384.0,932.65,1934.0,4697.25,149.0,361.89,15.0,36.43,699.49,6028.22
Clarksvilletown,19833,3.72,95.24,0.49,0.79,100.0,25372,28.62,4.89,9.3,5.79,2.95,70.62,33.16,0.17,0.64,2.87,2.05,1.47,94.26,2.42,4.18,0.13,22900,118,10,52.82,0.38,3,13.78,10.0,45.92,26.0,119.39,10.0,45.92,191.0,877.07,1406.0,6456.35,107.0,491.34,2.0,9.18,225.01,7833.95
Clintontown,13222,1.91,93.71,1.01,7.81,0.0,34091,28.99,7.66,7.48,5.35,3.08,73.12,28.3,0.49,2.65,4.34,2.27,2.26,94.41,2.54,3.08,0.48,51400,247,0,55.8,0.05,1,7.26,5.0,36.3,3.0,21.78,60.0,435.6,48.0,348.48,217.0,1575.43,8.0,58.08,1.0,7.26,500.94,1989.26
Chesterfieldcity,37991,2.37,93.69,3.64,1.25,99.59,66930,17.59,1.18,2.09,2.27,3.24,91.05,23.97,1.1,0.65,3.86,1.91,0.4,93.55,0.22,0.09,0.06,81800,246,0,50.44,0.42,0,0.0,4.0,9.95,12.0,29.84,27.0,67.14,177.0,440.16,797.0,1981.95,30.0,74.6,6.0,14.92,106.93,2511.63
Sayrevilleborough,34986,3.23,93.11,3.02,4.01,100.0,46057,26.26,3.02,3.1,4.04,3.16,83.75,13.13,0.62,1.19,3.76,2.23,1.22,95.52,2.68,0.52,0.0,58300,171,0,63.34,8.87,0,0.0,5.0,13.66,24.0,65.59,75.0,204.96,208.0,568.41,713.0,1948.46,108.0,295.14,6.0,16.4,284.21,2828.41
Genevacity,14143,8.4,88.4,1.04,4.55,0.0,23886,36.57,8.22,18.25,6.81,3.02,64.55,24.92,0.27,1.09,3.88,2.08,1.48,93.46,2.16,8.02,0.19,29700,135,0,51.79,0.5,0,0.0,2.0,14.04,6.0,42.13,87.0,610.87,108.0,758.32,467.0,3279.03,1.0,7.02,5.0,21.08,667.04,4425.450000000001
RoanokeRapidscity,15722,17.29,81.73,0.64,0.5,0.0,22276,30.53,10.58,18.64,6.92,3.01,66.08,10.29,0.0,0.4,3.25,2.36,2.47,93.81,0.72,8.76,1.29,37600,136,38,52.59,0.19,0,0.0,1.0,5.93,19.0,112.72,87.0,516.14,299.0,1773.85,987.0,5855.48,50.0,296.63,2.0,11.87,634.79,7937.83
Dumascity,12871,0.65,76.89,2.11,27.05,0.0,29324,23.71,4.11,12.03,4.33,3.27,83.6,20.41,1.41,6.06,6.69,2.86,7.82,91.47,7.43,7.13,1.23,36000,109,18,50.54,0.07,0,0.0,0.0,0.0,0.0,0.0,56.0,226.525,186.0,1340.83,747.0,3079.51,1.0,7.21,0.0,0.0,374.06,4425.450000000001
Winchestertown,20267,0.97,96.14,2.65,0.86,100.0,65994,26.04,2.47,2.63,3.64,3.18,87.45,15.39,0.93,0.61,4.45,2.34,0.7,96.32,2.88,0.26,0.15,169800,470,0,66.84,8.84,0,0.0,2.0,9.52,1.0,4.76,8.0,38.08,63.0,299.84,188.0,894.77,39.0,185.62,0.0,0.0,52.35,1380.23
WisconsinRapidscity,18245,0.1,96.78,1.67,0.73,0.0,25759,35.73,8.56,11.26,7.06,2.97,72.32,25.62,0.18,0.86,3.55,2.18,1.58,96.37,0.35,2.75,0.37,21000,138,0,57.12,0.0,1,5.41,1.0,5.41,2.0,10.81,45.0,243.34,137.0,740.82,868.0,4693.67,16.0,86.52,2.0,10.81,264.97,5531.82
Longviewcity,31499,0.54,94.69,2.13,2.04,100.0,25535,29.97,11.87,15.96,7.53,2.95,68.67,12.71,0.17,0.64,3.59,2.22,3.21,95.79,4.95,4.83,0.52,32100,141,115,49.89,0.29,1,3.01,15.0,45.12,38.0,114.31,59.0,177.48,486.0,1461.96,1698.0,5107.84,118.0,354.96,5.0,21.08,339.92,4425.450000000001
Bellmawrborough,12603,0.93,97.69,0.91,1.59,100.0,34887,31.51,3.96,4.34,5.28,3.13,75.49,1.83,0.0,1.04,4.73,2.25,2.76,97.7,4.55,1.62,0.17,26400,283,0,71.18,4.26,0,0.0,1.0,8.1,2.0,16.2,7.0,56.72,7.0,56.72,159.0,1288.28,19.0,153.95,4.0,32.41,81.02,1531.36
ParadiseValleytown,11671,0.27,97.48,1.53,2.03,100.0,110550,24.2,2.3,3.34,3.36,2.96,92.18,25.98,1.16,1.0,3.63,2.47,0.19,90.91,1.16,0.05,0.0,245801,385,0,62.92,0.48,0,0.0,1.0,7.01,7.0,49.06,12.0,84.11,395.0,2768.63,169.0,1184.55,42.0,294.39,0.0,0.0,140.18,4247.56
Lodicity,51874,0.33,89.29,4.72,16.9,100.0,30739,26.93,12.37,12.6,6.45,3.11,71.73,27.51,1.26,4.41,6.05,2.65,8.64,96.57,1.63,3.46,0.68,64700,197,159,40.91,0.1,2,3.8,29.0,55.04,73.0,138.56,526.0,998.37,638.0,1210.95,2353.0,4466.08,316.0,599.78,15.0,28.47,1195.76,6305.28
Troycity,13051,33.74,65.55,0.39,0.45,0.0,17254,28.39,14.47,30.22,7.55,3.1,60.15,40.19,0.66,0.2,5.5,2.23,3.67,90.95,0.0,10.34,0.61,41500,117,4,47.54,0.0,1,7.09,0.0,0.0,5.0,35.45,3.0,21.27,25.0,177.25,24.0,170.16,14.0,99.26,1.0,7.09,63.81,453.77
Stoughtontown,26777,4.0,94.2,1.11,1.79,93.51,42044,27.73,5.09,4.78,5.81,3.29,82.62,9.52,0.76,3.16,5.7,2.25,1.68,96.31,2.22,1.34,0.15,52100,292,0,65.39,5.98,0,0.0,7.0,25.38,19.0,68.89,47.0,170.41,177.0,641.75,328.0,1189.22,175.0,634.49,2.0,7.25,264.67,2472.72
Holmdeltownship,11532,0.49,88.19,11.17,2.01,68.35,83975,17.26,2.75,1.77,2.67,3.46,92.7,4.81,0.54,1.86,5.76,2.84,0.21,97.07,6.86,0.41,0.0,230701,442,0,63.83,10.6,0,0.0,2.0,16.58,2.0,16.58,8.0,66.31,43.0,356.43,207.0,1715.85,6.0,49.73,2.0,16.58,99.47,2138.59
NorthPlainfieldborough,18820,5.19,86.08,3.3,12.01,100.0,41875,23.02,2.99,3.66,3.76,3.09,80.07,17.91,1.48,3.75,5.13,2.22,3.96,94.31,0.23,1.61,0.23,43200,183,9,55.52,5.04,0,0.0,2.0,10.32,30.0,154.79,54.0,278.62,243.0,1253.81,717.0,3699.5,148.0,763.63,4.0,20.64,443.73,5737.58
Beltoncity,18150,2.34,95.43,0.77,2.35,100.0,30896,15.45,3.95,6.79,5.53,3.23,78.29,12.42,0.18,0.45,4.64,2.86,2.89,93.27,0.22,4.93,0.31,24900,167,0,42.12,0.28,1,4.79,10.0,47.91,5.0,23.96,26.0,124.57,95.0,455.18,512.0,2453.16,34.0,162.91,3.0,14.37,201.24,3085.62
Warrensburgcity,15244,7.81,89.39,2.02,1.36,0.0,19672,19.98,5.9,25.93,8.12,2.87,73.49,49.9,1.19,0.32,2.43,2.08,1.66,91.61,1.09,5.04,0.15,39400,155,0,25.01,0.23,1,5.96,9.0,53.62,12.0,71.5,13.0,77.45,103.0,613.68,348.0,2073.4,20.0,119.16,2.0,11.92,208.53,2818.16
Richmondcity,38705,9.18,89.59,0.6,0.68,0.0,20585,33.63,10.61,20.51,8.5,2.95,64.6,23.73,0.12,0.49,3.33,2.28,1.51,91.95,5.28,12.47,0.97,31500,126,15,48.92,1.32,3,7.66,12.0,30.65,39.0,99.61,12.0,30.65,266.0,679.37,1389.0,3547.53,88.0,224.75,69.0,176.23,168.57,4627.88
Merrillvilletown,27257,5.02,91.71,0.85,6.9,97.12,36221,33.12,3.97,3.55,4.15,3.14,83.38,2.79,0.09,1.55,4.63,2.03,1.8,96.94,0.32,1.08,0.21,23100,154,0,61.74,1.78,1,3.58,2.0,7.17,32.0,114.71,84.0,301.11,117.0,419.4,783.0,2806.75,287.0,1028.78,2.0,7.17,426.57,4262.11
Yeadonborough,11980,66.07,31.89,1.23,0.89,100.0,35951,30.11,7.23,5.47,5.26,3.07,66.24,27.41,0.69,0.75,4.85,1.95,2.71,95.52,1.78,1.19,0.94,29300,93,0,63.09,23.44,0,0.0,0.0,0.0,24.0,198.12,19.0,156.84,62.0,511.8,362.0,2988.28,107.0,883.28,5.0,41.27,354.96,4424.63
BellefontaineNeighborscity,10922,8.05,91.51,0.29,0.79,100.0,31726,44.08,3.35,3.72,5.01,2.85,81.95,0.0,0.0,0.06,2.86,2.39,1.03,97.63,0.0,0.31,0.0,15300,145,0,71.79,1.46,0,0.0,0.0,0.0,21.0,192.82,16.0,146.91,88.0,808.01,338.0,3103.48,55.0,505.0,0.0,0.0,339.73,4416.49
Stoningtontown,16919,0.58,98.5,0.53,1.3,18.71,39651,29.96,3.74,4.49,5.0,2.93,80.79,10.22,0.17,1.78,2.86,2.11,0.8,88.56,0.88,1.07,0.64,111700,271,4,60.51,0.95,0,0.0,0.0,0.0,7.0,41.57,1.0,5.94,82.0,486.91,360.0,2137.64,13.0,77.19,1.0,5.94,47.5,2707.68
SanFranciscocity,723959,10.92,53.56,29.13,13.91,100.0,33414,23.77,10.42,12.66,6.2,3.21,67.71,25.76,5.81,12.52,10.29,2.09,10.75,93.03,3.94,2.56,1.54,161900,410,4003,48.11,34.88,129,17.47,361.0,48.89,8454.0,1144.95,4421.0,598.75,11153.0,1510.49,34558.0,4680.3,11056.0,1497.35,488.0,66.09,1810.07,7754.23
Covinacity,43207,4.11,80.28,7.59,25.56,100.0,38907,21.34,7.21,7.63,5.35,3.22,70.72,23.11,2.3,4.09,7.33,2.53,8.34,96.41,1.21,1.89,0.17,73900,204,50,48.77,2.84,10,22.29,18.0,40.12,139.0,309.8,141.0,314.26,522.0,1163.44,1274.0,2839.5,562.0,1252.59,22.0,49.03,686.47,5304.57
Corvalliscity,44757,1.18,89.13,8.05,2.76,0.0,23212,19.14,3.83,20.97,5.52,2.92,76.78,57.12,4.51,1.68,3.03,2.09,3.43,96.74,2.66,2.45,0.6,38000,142,11,29.99,1.56,1,2.12,18.0,38.24,28.0,59.49,57.0,121.1,344.0,730.86,1856.0,3943.23,76.0,161.47,26.0,55.24,220.96,4890.8
SantaFeSpringscity,15520,2.07,56.77,4.87,67.37,100.0,33313,31.93,17.31,10.57,8.61,3.75,71.46,24.69,4.07,10.35,16.63,3.11,18.9,96.66,0.62,2.75,0.33,46100,290,0,59.32,2.65,3,18.33,13.0,79.42,129.0,788.08,197.0,1203.49,518.0,3164.52,1008.0,6157.98,539.0,3292.81,7.0,42.76,2089.32,12658.07
Farmingtoncity,10132,0.81,97.76,1.22,0.77,100.0,41040,38.86,2.86,3.64,4.82,2.79,83.09,11.11,0.76,0.69,1.89,1.55,0.49,95.41,0.0,0.9,0.12,52200,115,0,58.37,0.93,0,0.0,7.0,26.92,4.0,38.67,9.0,87.02,66.0,638.11,337.0,3258.24,8.0,77.35,3.0,29.01,374.06,4002.71
Winslowtownship,30087,22.95,74.55,1.13,3.07,68.24,39916,20.56,4.41,7.35,5.37,3.35,79.37,15.46,0.19,1.06,6.36,2.54,2.32,92.79,4.89,2.16,0.39,45600,229,114,53.73,6.02,1,3.19,6.0,19.14,29.0,92.5,119.0,379.55,258.0,822.89,488.0,1556.47,99.0,315.76,11.0,35.08,494.37,2730.2
Meridentown,59479,4.29,89.66,0.7,13.69,100.0,36211,28.93,6.44,7.31,5.13,3.06,71.18,15.32,0.53,3.36,3.85,2.3,2.39,93.61,1.64,4.01,0.6,44600,252,29,56.52,0.75,1,1.76,5.0,8.78,93.0,163.36,90.0,158.09,592.0,1039.91,1676.0,2944.07,300.0,526.98,9.0,15.81,332.0,4526.77
SantaMonicacity,86905,4.51,82.8,6.39,14.05,100.0,35997,21.85,4.76,9.35,4.81,2.8,69.12,18.16,2.89,4.65,4.22,1.71,5.38,93.94,6.64,1.36,0.44,106401,267,318,52.78,5.41,9,10.29,49.0,56.01,716.0,818.44,671.0,767.0,1511.0,1727.17,6181.0,7065.29,1754.0,2004.94,137.0,156.6,1651.73,10954.0
Simsburytown,22023,0.84,97.32,1.68,1.15,0.0,64538,18.44,1.92,1.5,2.63,3.12,89.48,10.47,0.55,0.38,2.85,2.17,0.44,96.76,1.13,0.03,0.16,109200,313,0,61.32,2.73,0,0.0,0.0,0.0,2.0,9.07,0.0,0.0,47.0,213.19,233.0,1056.88,8.0,36.29,4.0,18.14,9.07,1324.5
Biddefordcity,20710,0.3,98.49,0.84,0.48,0.0,28496,29.48,8.9,11.47,6.33,3.0,70.92,12.56,0.34,1.33,2.93,2.27,1.46,87.9,2.28,4.98,0.45,57800,168,0,56.28,1.32,0,0.0,12.0,58.73,9.0,44.05,12.0,58.73,206.0,1008.22,875.0,4282.5,32.0,156.62,30.0,146.83,161.51,5594.17
Oconomowoccity,10993,0.04,99.5,0.24,0.64,0.0,34061,30.75,2.7,3.58,2.46,3.1,83.57,3.76,0.07,0.23,3.59,2.04,0.93,96.41,0.64,0.88,0.18,32600,172,0,53.16,0.1,0,0.0,0.0,0.0,5.0,42.12,15.0,126.36,36.0,303.26,273.0,2299.72,25.0,210.6,1.0,8.42,168.48,2822.0
